Attempt,Algorithm,Length,Time,,,,,,,,,,
141,BFS,4,5.00E-05,,,,,,,,,,
141,BFS,5,0.0001,,,,,,,,,,
141,BFS,6,0.00039,,,,,,,,,,
141,BFS,7,5.00E-05,,,,,,,,,,
141,BFS,8,0.00024,,,,,,,,,,
141,BFS,9,0.00021,,,,,,,,,,
141,BFS,10,0.0002,,,,,,,,,,
141,BFS,11,6.00E-05,,,,,,,,,,
141,BFS,12,7.00E-05,,,,,,,,,,
141,BFS,13,0.00067,,,,,,,,,,
141,BFS,14,0.00018,,,,,,,,,,
141,BFS,15,0.00022,,,,,,,,,,
141,BFS,16,2.00E-05,,,,,,,,,,
141,BFS,17,0.00049,,,,,,,,,,
142,BFS,3,7.00E-05,,,,,,,,,,
142,BFS,4,0.00012,,,,,,,,,,
142,BFS,5,6.00E-05,,,,,,,,,,
142,BFS,6,0.00057,,,,,,,,,,
142,BFS,7,0.00014,,,,,,,,,,
142,BFS,8,0.00015,,,,,,,,,,
142,BFS,9,0.00017,,,,,,,,,,
142,BFS,10,6.00E-05,,,,,,,,,,
142,BFS,11,4.00E-05,,,,,,,,,,
143,BFS,3,5.00E-05,,,,,,,,,,
143,BFS,4,0.00018,,,,,,,,,,
143,BFS,5,0.00012,,,,,,,,,,
143,BFS,6,0.0004,,,,,,,,,,
143,BFS,7,5.00E-05,,,,,,,,,,
143,BFS,8,0.00048,,,,,,,,,,
143,BFS,9,0.00018,,,,,,,,,,
143,BFS,10,6.00E-05,,,,,,,,,,
143,BFS,11,0.00017,,,,,,,,,,
143,BFS,12,9.00E-05,,,,,,,,,,
143,BFS,13,2.00E-05,,,,,,,,,,
144,BFS,3,9.00E-05,,,,,,,,,,
144,BFS,4,0.00013,,,,,,,,,,
144,BFS,5,0.00032,,,,,,,,,,
144,BFS,6,0.00036,,,,,,,,,,
144,BFS,7,0.00035,,,,,,,,,,
144,BFS,8,0.00029,,,,,,,,,,
144,BFS,9,8.00E-05,,,,,,,,,,
144,BFS,10,2.00E-05,,,,,,,,,,
144,BFS,11,0.00033,,,,,,,,,,
144,BFS,12,0.00028,,,,,,,,,,
144,BFS,13,4.00E-05,,,,,,,,,,
144,BFS,14,5.00E-05,,,,,,,,,,
145,BFS,3,8.00E-05,,,,,,,,,,
145,BFS,4,0.00016,,,,,,,,,,
145,BFS,5,0.00034,,,,,,,,,,
145,BFS,6,0.00035,,,,,,,,,,
145,BFS,7,0.00015,,,,,,,,,,
145,BFS,8,0.00032,,,,,,,,,,
145,BFS,9,5.00E-05,,,,,,,,,,
145,BFS,10,0.00083,,,,,,,,,,
145,BFS,11,0.00025,,,,,,,,,,
145,BFS,12,1.00E-05,,,,,,,,,,
145,BFS,13,0.00016,,,,,,,,,,
145,BFS,14,8.00E-05,,,,,,,,,,
145,BFS,15,4.00E-05,,,,,,,,,,
145,BFS,16,0.00012,,,,,,,,,,
145,BFS,17,0.00052,,,,,,,,,,
145,BFS,18,2.00E-05,,,,,,,,,,
145,BFS,19,2.00E-05,,,,,,,,,,
145,BFS,20,9.00E-05,,,,,,,,,,
145,BFS,21,8.00E-05,,,,,,,,,,
145,BFS,22,0.00021,,,,,,,,,,
145,BFS,23,0.0001,,,,,,,,,,
145,BFS,24,7.00E-05,,,,,,,,,,
145,BFS,25,4.00E-05,,,,,,,,,,
145,BFS,26,4.00E-05,,,,,,,,,,
145,BFS,27,3.00E-05,,,,,,,,,,
145,BFS,28,5.00E-05,,,,,,,,,,
146,BFS,3,5.00E-05,,,,,,,,,,
146,BFS,4,0.00019,,,,,,,,,,
146,BFS,5,0.00039,,,,,,,,,,
146,BFS,6,8.00E-05,,,,,,,,,,
146,BFS,7,0.00027,,,,,,,,,,
146,BFS,8,0.00018,,,,,,,,,,
146,BFS,9,6.00E-05,,,,,,,,,,
146,BFS,10,0.00014,,,,,,,,,,
146,BFS,11,0.00041,,,,,,,,,,
146,BFS,12,0.00025,,,,,,,,,,
146,BFS,13,0.00036,,,,,,,,,,
146,BFS,14,0.00012,,,,,,,,,,
146,BFS,15,0.0002,,,,,,,,,,
147,BFS,3,9.00E-05,,,,,,,,,,
147,BFS,4,0.00028,,,,,,,,,,
147,BFS,5,0.00069,,,,,,,,,,
147,BFS,6,0.00016,,,,,,,,,,
147,BFS,7,0.00053,,,,,,,,,,
147,BFS,8,4.00E-05,,,,,,,,,,
147,BFS,9,0.00023,,,,,,,,,,
147,BFS,10,0.00032,,,,,,,,,,
147,BFS,11,0.00157,,,,,,,,,,
147,BFS,12,0.00037,,,,,,,,,,
147,BFS,13,0.0001,,,,,,,,,,
147,BFS,14,0.00027,,,,,,,,,,
147,BFS,15,2.00E-05,,,,,,,,,,
147,BFS,16,6.00E-05,,,,,,,,,,
147,BFS,17,2.00E-05,,,,,,,,,,
147,BFS,18,9.00E-05,,,,,,,,,,
147,BFS,19,4.00E-05,,,,,,,,,,
147,BFS,20,0.00012,,,,,,,,,,
148,BFS,3,5.00E-05,,,,,,,,,,
148,BFS,4,0.00011,,,,,,,,,,
148,BFS,5,0.00019,,,,,,,,,,
148,BFS,6,0.00032,,,,,,,,,,
148,BFS,7,0.00029,,,,,,,,,,
148,BFS,8,0.00037,,,,,,,,,,
148,BFS,9,7.00E-05,,,,,,,,,,
148,BFS,10,0.00014,,,,,,,,,,
148,BFS,11,9.00E-05,,,,,,,,,,
148,BFS,12,0.00057,,,,,,,,,,
148,BFS,13,0.0001,,,,,,,,,,
148,BFS,14,3.00E-05,,,,,,,,,,
148,BFS,15,0.00018,,,,,,,,,,
148,BFS,16,5.00E-05,,,,,,,,,,
148,BFS,17,3.00E-05,,,,,,,,,,
149,BFS,3,7.00E-05,,,,,,,,,,
149,BFS,4,0.00011,,,,,,,,,,
149,BFS,5,6.00E-05,,,,,,,,,,
149,BFS,6,3.00E-05,,,,,,,,,,
149,BFS,7,5.00E-05,,,,,,,,,,
149,BFS,8,0.00031,,,,,,,,,,
149,BFS,9,0.00018,,,,,,,,,,
149,BFS,10,0.00062,,,,,,,,,,
149,BFS,11,0.00021,,,,,,,,,,
149,BFS,12,0.00037,,,,,,,,,,
149,BFS,13,0.00016,,,,,,,,,,
149,BFS,14,0.00021,,,,,,,,,,
149,BFS,15,0.00016,,,,,,,,,,
149,BFS,16,0.00036,,,,,,,,,,
149,BFS,17,5.00E-05,,,,,,,,,,
149,BFS,18,0.00012,,,,,,,,,,
149,BFS,19,4.00E-05,,,,,,,,,,
149,BFS,20,7.00E-05,,,,,,,,,,
149,BFS,21,0.00011,,,,,,,,,,
149,BFS,22,0.00022,,,,,,,,,,
150,BFS,3,4.00E-05,,,,,,,,,,
150,BFS,4,0.0003,,,,,,,,,,
150,BFS,5,6.00E-05,,,,,,,,,,
150,BFS,6,9.00E-05,,,,,,,,,,
150,BFS,7,0.00013,,,,,,,,,,
150,BFS,8,7.00E-05,,,,,,,,,,
150,BFS,9,0.00043,,,,,,,,,,
151,BFS,3,0.0001,,,,,,,,,,
151,BFS,4,0.00018,,,,,,,,,,
151,BFS,5,2.00E-05,,,,,,,,,,
151,BFS,6,0.00017,,,,,,,,,,
151,BFS,7,5.00E-05,,,,,,,,,,
151,BFS,8,0.00043,,,,,,,,,,
151,BFS,9,0.00062,,,,,,,,,,
151,BFS,10,0.00013,,,,,,,,,,
151,BFS,11,0.00013,,,,,,,,,,
151,BFS,12,5.00E-05,,,,,,,,,,
151,BFS,13,4.00E-05,,,,,,,,,,
151,BFS,14,8.00E-05,,,,,,,,,,
151,BFS,15,0.00019,,,,,,,,,,
151,BFS,16,0.00025,,,,,,,,,,
151,BFS,17,2.00E-05,,,,,,,,,,
151,BFS,18,0.0001,,,,,,,,,,
151,BFS,19,0.0002,,,,,,,,,,
152,BFS,3,0.0001,,,,,,,,,,
152,BFS,4,0.00049,,,,,,,,,,
152,BFS,5,0.00013,,,,,,,,,,
152,BFS,6,0.0002,,,,,,,,,,
152,BFS,7,0.00062,,,,,,,,,,
152,BFS,8,4.00E-05,,,,,,,,,,
152,BFS,9,0.00027,,,,,,,,,,
152,BFS,10,0.00017,,,,,,,,,,
152,BFS,11,0.00019,,,,,,,,,,
152,BFS,12,0.00018,,,,,,,,,,
152,BFS,13,0.00049,,,,,,,,,,
152,BFS,14,0.0002,,,,,,,,,,
153,BFS,3,6.00E-05,,,,,,,,,,
153,BFS,4,8.00E-05,,,,,,,,,,
153,BFS,5,0.00014,,,,,,,,,,
153,BFS,6,0.00029,,,,,,,,,,
153,BFS,7,0.00025,,,,,,,,,,
153,BFS,8,0.00026,,,,,,,,,,
153,BFS,9,0.00015,,,,,,,,,,
153,BFS,10,4.00E-05,,,,,,,,,,
153,BFS,11,0.00018,,,,,,,,,,
153,BFS,12,0.00076,,,,,,,,,,
153,BFS,13,0.00012,,,,,,,,,,
153,BFS,14,2.00E-05,,,,,,,,,,
153,BFS,15,9.00E-05,,,,,,,,,,
153,BFS,16,0.00014,,,,,,,,,,
153,BFS,17,0.00011,,,,,,,,,,
153,BFS,18,4.00E-05,,,,,,,,,,
154,BFS,3,5.00E-05,,,,,,,,,,
154,BFS,4,0.00016,,,,,,,,,,
154,BFS,5,0.00034,,,,,,,,,,
154,BFS,6,0.0001,,,,,,,,,,
154,BFS,7,0.00035,,,,,,,,,,
154,BFS,8,0.00022,,,,,,,,,,
154,BFS,9,0.00017,,,,,,,,,,
154,BFS,10,4.00E-05,,,,,,,,,,
154,BFS,11,8.00E-05,,,,,,,,,,
154,BFS,12,0.00028,,,,,,,,,,
154,BFS,13,6.00E-05,,,,,,,,,,
154,BFS,14,4.00E-05,,,,,,,,,,
154,BFS,15,0.00017,,,,,,,,,,
154,BFS,16,9.00E-05,,,,,,,,,,
154,BFS,17,8.00E-05,,,,,,,,,,
154,BFS,18,4.00E-05,,,,,,,,,,
154,BFS,19,4.00E-05,,,,,,,,,,
155,BFS,3,5.00E-05,,,,,,,,,,
155,BFS,4,4.00E-05,,,,,,,,,,
155,BFS,5,0.00016,,,,,,,,,,
155,BFS,6,0.00021,,,,,,,,,,
155,BFS,7,0.00017,,,,,,,,,,
155,BFS,8,0.00014,,,,,,,,,,
155,BFS,9,0.00014,,,,,,,,,,
155,BFS,10,0.00021,,,,,,,,,,
155,BFS,11,0.00022,,,,,,,,,,
155,BFS,12,2.00E-05,,,,,,,,,,
155,BFS,13,0.00032,,,,,,,,,,
155,BFS,14,3.00E-05,,,,,,,,,,
155,BFS,15,4.00E-05,,,,,,,,,,
156,BFS,3,4.00E-05,,,,,,,,,,
156,BFS,4,0.00014,,,,,,,,,,
156,BFS,5,0.00031,,,,,,,,,,
156,BFS,6,0.00021,,,,,,,,,,
156,BFS,7,0.00013,,,,,,,,,,
156,BFS,8,0.00037,,,,,,,,,,
156,BFS,9,0.0005,,,,,,,,,,
156,BFS,10,0.00013,,,,,,,,,,
157,BFS,3,7.00E-05,,,,,,,,,,
157,BFS,4,0.00014,,,,,,,,,,
157,BFS,5,6.00E-05,,,,,,,,,,
157,BFS,6,5.00E-05,,,,,,,,,,
157,BFS,7,0.00025,,,,,,,,,,
157,BFS,8,0.00043,,,,,,,,,,
157,BFS,9,0.00034,,,,,,,,,,
158,BFS,3,7.00E-05,,,,,,,,,,
158,BFS,4,4.00E-05,,,,,,,,,,
158,BFS,5,0.00017,,,,,,,,,,
158,BFS,6,0.00013,,,,,,,,,,
158,BFS,7,0.00013,,,,,,,,,,
158,BFS,8,0.00019,,,,,,,,,,
158,BFS,9,0.00019,,,,,,,,,,
158,BFS,10,0.00029,,,,,,,,,,
158,BFS,11,0.00013,,,,,,,,,,
158,BFS,12,0.00016,,,,,,,,,,
158,BFS,13,0.00022,,,,,,,,,,
158,BFS,14,8.00E-05,,,,,,,,,,
158,BFS,15,0.00057,,,,,,,,,,
158,BFS,16,0.0002,,,,,,,,,,
158,BFS,17,0.0002,,,,,,,,,,
158,BFS,18,0.00013,,,,,,,,,,
158,BFS,19,3.00E-05,,,,,,,,,,
159,BFS,3,5.00E-05,,,,,,,,,,
159,BFS,4,0.00023,,,,,,,,,,
159,BFS,5,0.00011,,,,,,,,,,
159,BFS,6,0.00015,,,,,,,,,,
159,BFS,7,5.00E-05,,,,,,,,,,
159,BFS,8,2.00E-05,,,,,,,,,,
159,BFS,9,0.00055,,,,,,,,,,
159,BFS,10,6.00E-05,,,,,,,,,,
159,BFS,11,0.00024,,,,,,,,,,
159,BFS,12,0.0001,,,,,,,,,,
159,BFS,13,0.00025,,,,,,,,,,
159,BFS,14,8.00E-05,,,,,,,,,,
159,BFS,15,9.00E-05,,,,,,,,,,
159,BFS,16,9.00E-05,,,,,,,,,,
160,BFS,3,0.0001,,,,,,,,,,
160,BFS,4,0.0001,,,,,,,,,,
160,BFS,5,0.00028,,,,,,,,,,
160,BFS,6,0.00029,,,,,,,,,,
160,BFS,7,0.00055,,,,,,,,,,
160,BFS,8,0.00052,,,,,,,,,,
160,BFS,9,0.00015,,,,,,,,,,
160,BFS,10,6.00E-05,,,,,,,,,,
160,BFS,11,0.00013,,,,,,,,,,
160,BFS,12,7.00E-05,,,,,,,,,,
160,BFS,13,0.0003,,,,,,,,,,
160,BFS,14,0.00023,,,,,,,,,,
160,BFS,15,0.0003,,,,,,,,,,
160,BFS,16,0.00039,,,,,,,,,,
160,BFS,17,0.00017,,,,,,,,,,
160,BFS,18,2.00E-05,,,,,,,,,,
160,BFS,19,0.00011,,,,,,,,,,
160,BFS,20,2.00E-05,,,,,,,,,,
160,BFS,21,0.00018,,,,,,,,,,
160,BFS,22,6.00E-05,,,,,,,,,,
161,BFS,3,6.00E-05,,,,,,,,,,
161,BFS,4,0.0002,,,,,,,,,,
161,BFS,5,8.00E-05,,,,,,,,,,
161,BFS,6,0.00015,,,,,,,,,,
161,BFS,7,0.00016,,,,,,,,,,
161,BFS,8,0.00034,,,,,,,,,,
161,BFS,9,9.00E-05,,,,,,,,,,
161,BFS,10,0.00042,,,,,,,,,,
161,BFS,11,0.00041,,,,,,,,,,
161,BFS,12,0.00015,,,,,,,,,,
161,BFS,13,2.00E-05,,,,,,,,,,
161,BFS,14,0.00015,,,,,,,,,,
161,BFS,15,0.00076,,,,,,,,,,
161,BFS,16,4.00E-05,,,,,,,,,,
161,BFS,17,9.00E-05,,,,,,,,,,
161,BFS,18,9.00E-05,,,,,,,,,,
161,BFS,19,0.00026,,,,,,,,,,
161,BFS,20,9.00E-05,,,,,,,,,,
161,BFS,21,0.00014,,,,,,,,,,
161,BFS,22,0.00016,,,,,,,,,,
162,BFS,3,6.00E-05,,,,,,,,,,
162,BFS,4,6.00E-05,,,,,,,,,,
162,BFS,5,0.00039,,,,,,,,,,
162,BFS,6,0.00036,,,,,,,,,,
162,BFS,7,4.00E-05,,,,,,,,,,
162,BFS,8,0.00015,,,,,,,,,,
162,BFS,9,7.00E-05,,,,,,,,,,
162,BFS,10,9.00E-05,,,,,,,,,,
162,BFS,11,0.00028,,,,,,,,,,
162,BFS,12,0.00023,,,,,,,,,,
162,BFS,13,0.00053,,,,,,,,,,
162,BFS,14,0.00026,,,,,,,,,,
162,BFS,15,0.00033,,,,,,,,,,
162,BFS,16,0.00011,,,,,,,,,,
162,BFS,17,9.00E-05,,,,,,,,,,
163,BFS,3,5.00E-05,,,,,,,,,,
163,BFS,4,0.00032,,,,,,,,,,
163,BFS,5,4.00E-05,,,,,,,,,,
163,BFS,6,0.00013,,,,,,,,,,
163,BFS,7,0.00017,,,,,,,,,,
163,BFS,8,0.00047,,,,,,,,,,
163,BFS,9,0.00078,,,,,,,,,,
163,BFS,10,0.00023,,,,,,,,,,
163,BFS,11,0.00013,,,,,,,,,,
163,BFS,12,5.00E-05,,,,,,,,,,
163,BFS,13,0.00032,,,,,,,,,,
163,BFS,14,2.00E-05,,,,,,,,,,
164,BFS,3,8.00E-05,,,,,,,,,,
164,BFS,4,0.00024,,,,,,,,,,
164,BFS,5,0.00012,,,,,,,,,,
164,BFS,6,0.00029,,,,,,,,,,
164,BFS,7,0.00027,,,,,,,,,,
164,BFS,8,4.00E-05,,,,,,,,,,
164,BFS,9,3.00E-05,,,,,,,,,,
164,BFS,10,4.00E-05,,,,,,,,,,
164,BFS,11,0.00024,,,,,,,,,,
164,BFS,12,9.00E-05,,,,,,,,,,
165,BFS,3,6.00E-05,,,,,,,,,,
165,BFS,4,0.0002,,,,,,,,,,
165,BFS,5,3.00E-05,,,,,,,,,,
165,BFS,6,0.00016,,,,,,,,,,
165,BFS,7,5.00E-05,,,,,,,,,,
165,BFS,8,0.00021,,,,,,,,,,
165,BFS,9,0.00032,,,,,,,,,,
165,BFS,10,2.00E-05,,,,,,,,,,
165,BFS,11,1.00E-05,,,,,,,,,,
165,BFS,12,0.00042,,,,,,,,,,
166,BFS,3,7.00E-05,,,,,,,,,,
166,BFS,4,2.00E-05,,,,,,,,,,
166,BFS,5,0.0001,,,,,,,,,,
166,BFS,6,0.00054,,,,,,,,,,
166,BFS,7,8.00E-05,,,,,,,,,,
166,BFS,8,0.00011,,,,,,,,,,
166,BFS,9,6.00E-05,,,,,,,,,,
166,BFS,10,0.00011,,,,,,,,,,
166,BFS,11,0.00019,,,,,,,,,,
166,BFS,12,0.00016,,,,,,,,,,
166,BFS,13,0.00025,,,,,,,,,,
166,BFS,14,5.00E-05,,,,,,,,,,
167,BFS,3,6.00E-05,,,,,,,,,,
167,BFS,4,0.0002,,,,,,,,,,
167,BFS,5,7.00E-05,,,,,,,,,,
167,BFS,6,0.00019,,,,,,,,,,
167,BFS,7,0.00044,,,,,,,,,,
167,BFS,8,0.00051,,,,,,,,,,
167,BFS,9,5.00E-05,,,,,,,,,,
167,BFS,10,0.00056,,,,,,,,,,
167,BFS,11,0.00089,,,,,,,,,,
167,BFS,12,3.00E-05,,,,,,,,,,
167,BFS,13,0.00018,,,,,,,,,,
167,BFS,14,0.0001,,,,,,,,,,
167,BFS,15,0.0003,,,,,,,,,,
167,BFS,16,0.00013,,,,,,,,,,
168,BFS,3,6.00E-05,,,,,,,,,,
168,BFS,4,0.00013,,,,,,,,,,
168,BFS,5,0.0001,,,,,,,,,,
168,BFS,6,0.00041,,,,,,,,,,
168,BFS,7,0.00043,,,,,,,,,,
168,BFS,8,0.00018,,,,,,,,,,
168,BFS,9,5.00E-05,,,,,,,,,,
168,BFS,10,0.00019,,,,,,,,,,
168,BFS,11,0.0006,,,,,,,,,,
168,BFS,12,4.00E-05,,,,,,,,,,
169,BFS,3,0.00011,,,,,,,,,,
169,BFS,4,0.0004,,,,,,,,,,
169,BFS,5,8.00E-05,,,,,,,,,,
169,BFS,6,2.00E-05,,,,,,,,,,
169,BFS,7,0.00034,,,,,,,,,,
169,BFS,8,3.00E-05,,,,,,,,,,
169,BFS,9,0.00034,,,,,,,,,,
169,BFS,10,0.0001,,,,,,,,,,
169,BFS,11,0.00061,,,,,,,,,,
169,BFS,12,0.00042,,,,,,,,,,
170,BFS,3,8.00E-05,,,,,,,,,,
170,BFS,4,0.00017,,,,,,,,,,
170,BFS,5,0.00015,,,,,,,,,,
170,BFS,6,0.00033,,,,,,,,,,
170,BFS,7,0.00041,,,,,,,,,,
170,BFS,8,0.00014,,,,,,,,,,
170,BFS,9,4.00E-05,,,,,,,,,,
170,BFS,10,0.0002,,,,,,,,,,
170,BFS,11,0.00045,,,,,,,,,,
170,BFS,12,0.00021,,,,,,,,,,
170,BFS,13,0.00023,,,,,,,,,,
170,BFS,14,0.0002,,,,,,,,,,
170,BFS,15,2.00E-05,,,,,,,,,,
170,BFS,16,4.00E-05,,,,,,,,,,
170,BFS,17,0.00011,,,,,,,,,,
170,BFS,18,4.00E-05,,,,,,,,,,
170,BFS,19,8.00E-05,,,,,,,,,,
170,BFS,20,0.00015,,,,,,,,,,
171,BFS,3,5.00E-05,,,,,,,,,,
171,BFS,4,0.00012,,,,,,,,,,
171,BFS,5,0.00017,,,,,,,,,,
171,BFS,6,0.0002,,,,,,,,,,
171,BFS,7,4.00E-05,,,,,,,,,,
171,BFS,8,0.00015,,,,,,,,,,
171,BFS,9,0.00015,,,,,,,,,,
171,BFS,10,0.00017,,,,,,,,,,
171,BFS,11,0.00021,,,,,,,,,,
171,BFS,12,0.00019,,,,,,,,,,
171,BFS,13,8.00E-05,,,,,,,,,,
171,BFS,14,0.00023,,,,,,,,,,
171,BFS,15,6.00E-05,,,,,,,,,,
172,BFS,3,5.00E-05,,,,,,,,,,
172,BFS,4,0.00022,,,,,,,,,,
172,BFS,5,9.00E-05,,,,,,,,,,
172,BFS,6,5.00E-05,,,,,,,,,,
172,BFS,7,0.00022,,,,,,,,,,
172,BFS,8,0.00023,,,,,,,,,,
172,BFS,9,2.00E-05,,,,,,,,,,
172,BFS,10,0.00043,,,,,,,,,,
172,BFS,11,0.0001,,,,,,,,,,
172,BFS,12,0.00019,,,,,,,,,,
172,BFS,13,0.00011,,,,,,,,,,
172,BFS,14,0.00016,,,,,,,,,,
172,BFS,15,0.00027,,,,,,,,,,
172,BFS,16,0.00037,,,,,,,,,,
172,BFS,17,8.00E-05,,,,,,,,,,
172,BFS,18,8.00E-05,,,,,,,,,,
172,BFS,19,0.00018,,,,,,,,,,
172,BFS,20,5.00E-05,,,,,,,,,,
172,BFS,21,4.00E-05,,,,,,,,,,
172,BFS,22,7.00E-05,,,,,,,,,,
172,BFS,23,6.00E-05,,,,,,,,,,
173,BFS,3,5.00E-05,,,,,,,,,,
173,BFS,4,5.00E-05,,,,,,,,,,
173,BFS,5,0.00015,,,,,,,,,,
173,BFS,6,8.00E-05,,,,,,,,,,
173,BFS,7,0.0003,,,,,,,,,,
173,BFS,8,0.00038,,,,,,,,,,
173,BFS,9,8.00E-05,,,,,,,,,,
173,BFS,10,0.00016,,,,,,,,,,
173,BFS,11,0.00019,,,,,,,,,,
173,BFS,12,0.00011,,,,,,,,,,
173,BFS,13,7.00E-05,,,,,,,,,,
173,BFS,14,0.00019,,,,,,,,,,
173,BFS,15,0.00027,,,,,,,,,,
173,BFS,16,3.00E-05,,,,,,,,,,
173,BFS,17,0.00036,,,,,,,,,,
173,BFS,18,0.00024,,,,,,,,,,
173,BFS,19,0.00018,,,,,,,,,,
173,BFS,20,2.00E-05,,,,,,,,,,
174,BFS,3,5.00E-05,,,,,,,,,,
174,BFS,4,0.00014,,,,,,,,,,
174,BFS,5,0.00059,,,,,,,,,,
174,BFS,6,0.00046,,,,,,,,,,
174,BFS,7,0.0001,,,,,,,,,,
174,BFS,8,0.00027,,,,,,,,,,
174,BFS,9,0.00022,,,,,,,,,,
174,BFS,10,8.00E-05,,,,,,,,,,
174,BFS,11,0.00013,,,,,,,,,,
174,BFS,12,0.00025,,,,,,,,,,
174,BFS,13,0.00017,,,,,,,,,,
174,BFS,14,0.00043,,,,,,,,,,
174,BFS,15,0.00011,,,,,,,,,,
174,BFS,16,7.00E-05,,,,,,,,,,
174,BFS,17,5.00E-05,,,,,,,,,,
174,BFS,18,0.00026,,,,,,,,,,
174,BFS,19,3.00E-05,,,,,,,,,,
174,BFS,20,2.00E-05,,,,,,,,,,
174,BFS,21,0.00018,,,,,,,,,,
174,BFS,22,3.00E-05,,,,,,,,,,
175,BFS,3,5.00E-05,,,,,,,,,,
175,BFS,4,1.00E-05,,,,,,,,,,
175,BFS,5,0.00022,,,,,,,,,,
175,BFS,6,0.00068,,,,,,,,,,
175,BFS,7,0.00035,,,,,,,,,,
175,BFS,8,0.00018,,,,,,,,,,
175,BFS,9,0.00041,,,,,,,,,,
175,BFS,10,0.00073,,,,,,,,,,
175,BFS,11,0.00016,,,,,,,,,,
175,BFS,12,8.00E-05,,,,,,,,,,
175,BFS,13,0.0005,,,,,,,,,,
175,BFS,14,0.00025,,,,,,,,,,
175,BFS,15,0.00012,,,,,,,,,,
175,BFS,16,6.00E-05,,,,,,,,,,
176,BFS,3,6.00E-05,,,,,,,,,,
176,BFS,4,0.00018,,,,,,,,,,
176,BFS,5,0.00038,,,,,,,,,,
176,BFS,6,0.00027,,,,,,,,,,
176,BFS,7,9.00E-05,,,,,,,,,,
176,BFS,8,0.00035,,,,,,,,,,
176,BFS,9,0.00026,,,,,,,,,,
176,BFS,10,0.00021,,,,,,,,,,
176,BFS,11,0.00016,,,,,,,,,,
176,BFS,12,0.00057,,,,,,,,,,
176,BFS,13,0.00018,,,,,,,,,,
177,BFS,3,6.00E-05,,,,,,,,,,
177,BFS,4,0.00018,,,,,,,,,,
177,BFS,5,0.00034,,,,,,,,,,
177,BFS,6,7.00E-05,,,,,,,,,,
177,BFS,7,0.00017,,,,,,,,,,
177,BFS,8,0.00019,,,,,,,,,,
177,BFS,9,8.00E-05,,,,,,,,,,
177,BFS,10,5.00E-05,,,,,,,,,,
177,BFS,11,7.00E-05,,,,,,,,,,
178,BFS,3,5.00E-05,,,,,,,,,,
178,BFS,4,4.00E-05,,,,,,,,,,
178,BFS,5,8.00E-05,,,,,,,,,,
178,BFS,6,2.00E-05,,,,,,,,,,
178,BFS,7,0.00035,,,,,,,,,,
178,BFS,8,0.00016,,,,,,,,,,
178,BFS,9,0.00043,,,,,,,,,,
178,BFS,10,0.00052,,,,,,,,,,
178,BFS,11,0.00011,,,,,,,,,,
178,BFS,12,8.00E-05,,,,,,,,,,
178,BFS,13,0.00043,,,,,,,,,,
178,BFS,14,0.00073,,,,,,,,,,
178,BFS,15,0.00031,,,,,,,,,,
178,BFS,16,6.00E-05,,,,,,,,,,
178,BFS,17,0.00014,,,,,,,,,,
178,BFS,18,0.0003,,,,,,,,,,
179,BFS,3,6.00E-05,,,,,,,,,,
179,BFS,4,0.00019,,,,,,,,,,
179,BFS,5,0.00045,,,,,,,,,,
179,BFS,6,0.00042,,,,,,,,,,
179,BFS,7,0.00016,,,,,,,,,,
179,BFS,8,0.00021,,,,,,,,,,
179,BFS,9,0.00036,,,,,,,,,,
179,BFS,10,0.00021,,,,,,,,,,
179,BFS,11,0.00047,,,,,,,,,,
179,BFS,12,2.00E-05,,,,,,,,,,
179,BFS,13,0.00012,,,,,,,,,,
179,BFS,14,6.00E-05,,,,,,,,,,
179,BFS,15,0.00047,,,,,,,,,,
179,BFS,16,0.00044,,,,,,,,,,
179,BFS,17,2.00E-05,,,,,,,,,,
179,BFS,18,1.00E-05,,,,,,,,,,
179,BFS,19,0.0003,,,,,,,,,,
179,BFS,20,0.00026,,,,,,,,,,
179,BFS,21,0.0002,,,,,,,,,,
179,BFS,22,3.00E-05,,,,,,,,,,
179,BFS,23,7.00E-05,,,,,,,,,,
180,BFS,3,5.00E-05,,,,,,,,,,
180,BFS,4,5.00E-05,,,,,,,,,,
180,BFS,5,9.00E-05,,,,,,,,,,
180,BFS,6,0.00016,,,,,,,,,,
180,BFS,7,0.00023,,,,,,,,,,
180,BFS,8,0.00043,,,,,,,,,,
180,BFS,9,6.00E-05,,,,,,,,,,
180,BFS,10,0.00024,,,,,,,,,,
180,BFS,11,0.00024,,,,,,,,,,
180,BFS,12,0.00033,,,,,,,,,,
181,BFS,3,0.0001,,,,,,,,,,
181,BFS,4,0.00015,,,,,,,,,,
181,BFS,5,0.0004,,,,,,,,,,
181,BFS,6,0.00028,,,,,,,,,,
181,BFS,7,0.00013,,,,,,,,,,
181,BFS,8,0.00038,,,,,,,,,,
181,BFS,9,0.00021,,,,,,,,,,
181,BFS,10,0.00014,,,,,,,,,,
181,BFS,11,1.00E-05,,,,,,,,,,
181,BFS,12,0.00018,,,,,,,,,,
181,BFS,13,0.00036,,,,,,,,,,
181,BFS,14,0.00098,,,,,,,,,,
181,BFS,15,0.00019,,,,,,,,,,
182,BFS,3,4.00E-05,,,,,,,,,,
182,BFS,4,0.00012,,,,,,,,,,
182,BFS,5,0.0001,,,,,,,,,,
182,BFS,6,0.00014,,,,,,,,,,
182,BFS,7,0.00033,,,,,,,,,,
