Attempt,Algorithm,Length,Time,,,,,,,,,,
126,A*,7,0.00027,,,,,,,,,,
126,A*,8,5.00E-05,,,,,,,,,,
126,A*,9,0.00071,,,,,,,,,,
126,A*,10,0.00047,,,,,,,,,,
126,A*,11,3.00E-05,,,,,,,,,,
127,A*,3,8.00E-05,,,,,,,,,,
127,A*,4,0.00012,,,,,,,,,,
127,A*,5,0.00028,,,,,,,,,,
127,A*,6,0.00017,,,,,,,,,,
127,A*,7,0.00031,,,,,,,,,,
127,A*,8,6.00E-05,,,,,,,,,,
127,A*,9,0.00019,,,,,,,,,,
127,A*,10,0.00072,,,,,,,,,,
127,A*,11,0.00027,,,,,,,,,,
127,A*,12,0.00035,,,,,,,,,,
127,A*,13,9.00E-05,,,,,,,,,,
127,A*,14,0.00015,,,,,,,,,,
127,A*,15,0.00023,,,,,,,,,,
127,A*,16,0.0002,,,,,,,,,,
127,A*,17,0.0001,,,,,,,,,,
128,A*,3,8.00E-05,,,,,,,,,,
128,A*,4,0.00011,,,,,,,,,,
128,A*,5,0.00054,,,,,,,,,,
128,A*,6,0.0005,,,,,,,,,,
128,A*,7,6.00E-05,,,,,,,,,,
128,A*,8,0.00019,,,,,,,,,,
128,A*,9,0.00024,,,,,,,,,,
128,A*,10,0.00032,,,,,,,,,,
128,A*,11,9.00E-05,,,,,,,,,,
128,A*,12,0.00028,,,,,,,,,,
128,A*,13,0.00036,,,,,,,,,,
128,A*,14,3.00E-05,,,,,,,,,,
128,A*,15,0.00052,,,,,,,,,,
128,A*,16,0.00015,,,,,,,,,,
128,A*,17,0.00021,,,,,,,,,,
128,A*,18,0.00029,,,,,,,,,,
128,A*,19,5.00E-05,,,,,,,,,,
128,A*,20,0.00011,,,,,,,,,,
129,A*,3,7.00E-05,,,,,,,,,,
129,A*,4,4.00E-05,,,,,,,,,,
129,A*,5,2.00E-05,,,,,,,,,,
129,A*,6,0.0001,,,,,,,,,,
129,A*,7,6.00E-05,,,,,,,,,,
129,A*,8,0.00039,,,,,,,,,,
129,A*,9,0.00031,,,,,,,,,,
129,A*,10,0.0003,,,,,,,,,,
129,A*,11,0.0002,,,,,,,,,,
129,A*,12,0.00017,,,,,,,,,,
129,A*,13,0.00048,,,,,,,,,,
129,A*,14,0.00015,,,,,,,,,,
129,A*,15,0.00056,,,,,,,,,,
129,A*,16,0.00011,,,,,,,,,,
129,A*,17,0.00014,,,,,,,,,,
129,A*,18,2.00E-05,,,,,,,,,,
129,A*,19,0.00014,,,,,,,,,,
130,A*,3,0.0001,,,,,,,,,,
130,A*,4,0.00033,,,,,,,,,,
130,A*,5,0.00045,,,,,,,,,,
130,A*,6,0.00106,,,,,,,,,,
130,A*,7,0.00012,,,,,,,,,,
130,A*,8,0.00051,,,,,,,,,,
130,A*,9,0.0003,,,,,,,,,,
130,A*,10,0.00035,,,,,,,,,,
130,A*,11,0.00054,,,,,,,,,,
130,A*,12,0.00013,,,,,,,,,,
130,A*,13,0.00021,,,,,,,,,,
130,A*,14,0.0005,,,,,,,,,,
130,A*,15,0.0003,,,,,,,,,,
130,A*,16,0.00044,,,,,,,,,,
130,A*,17,7.00E-05,,,,,,,,,,
130,A*,18,0.00021,,,,,,,,,,
130,A*,19,7.00E-05,,,,,,,,,,
131,A*,3,0.00018,,,,,,,,,,
131,A*,4,0.00022,,,,,,,,,,
131,A*,5,0.00018,,,,,,,,,,
131,A*,6,7.00E-05,,,,,,,,,,
131,A*,7,0.00024,,,,,,,,,,
131,A*,8,0.00066,,,,,,,,,,
131,A*,9,0.0002,,,,,,,,,,
131,A*,10,0.00057,,,,,,,,,,
131,A*,11,0.00011,,,,,,,,,,
131,A*,12,0.00073,,,,,,,,,,
131,A*,13,0.00035,,,,,,,,,,
131,A*,14,0.00017,,,,,,,,,,
131,A*,15,3.00E-05,,,,,,,,,,
131,A*,16,3.00E-05,,,,,,,,,,
132,A*,3,8.00E-05,,,,,,,,,,
132,A*,4,6.00E-05,,,,,,,,,,
132,A*,5,5.00E-05,,,,,,,,,,
132,A*,6,4.00E-05,,,,,,,,,,
132,A*,7,0.00051,,,,,,,,,,
132,A*,8,0.00014,,,,,,,,,,
132,A*,9,0.00026,,,,,,,,,,
132,A*,10,0.00056,,,,,,,,,,
132,A*,11,0.00043,,,,,,,,,,
132,A*,12,9.00E-05,,,,,,,,,,
133,A*,3,9.00E-05,,,,,,,,,,
133,A*,4,6.00E-05,,,,,,,,,,
133,A*,5,3.00E-05,,,,,,,,,,
133,A*,6,6.00E-05,,,,,,,,,,
133,A*,7,0.00018,,,,,,,,,,
133,A*,8,1.00E-04,,,,,,,,,,
133,A*,9,0.00017,,,,,,,,,,
133,A*,10,0.00015,,,,,,,,,,
133,A*,11,0.0001,,,,,,,,,,
133,A*,12,0.00038,,,,,,,,,,
133,A*,13,5.00E-05,,,,,,,,,,
133,A*,14,0.00042,,,,,,,,,,
133,A*,15,8.00E-05,,,,,,,,,,
134,A*,3,7.00E-05,,,,,,,,,,
134,A*,4,0.00011,,,,,,,,,,
134,A*,5,0.0002,,,,,,,,,,
134,A*,6,0.00051,,,,,,,,,,
134,A*,7,0.00036,,,,,,,,,,
134,A*,8,4.00E-05,,,,,,,,,,
134,A*,9,0.0004,,,,,,,,,,
134,A*,10,5.00E-05,,,,,,,,,,
135,A*,3,0.00014,,,,,,,,,,
135,A*,4,0.0001,,,,,,,,,,
135,A*,5,0.00015,,,,,,,,,,
135,A*,6,5.00E-05,,,,,,,,,,
136,A*,3,8.00E-05,,,,,,,,,,
136,A*,4,0.00026,,,,,,,,,,
136,A*,5,0.00027,,,,,,,,,,
136,A*,6,7.00E-05,,,,,,,,,,
136,A*,7,0.00039,,,,,,,,,,
136,A*,8,2.00E-05,,,,,,,,,,
136,A*,9,3.00E-05,,,,,,,,,,
136,A*,10,3.00E-05,,,,,,,,,,
136,A*,11,0.00037,,,,,,,,,,
136,A*,12,0.00026,,,,,,,,,,
136,A*,13,0.00018,,,,,,,,,,
136,A*,14,0.00029,,,,,,,,,,
136,A*,15,0.00015,,,,,,,,,,
136,A*,16,0.00018,,,,,,,,,,
136,A*,17,0.00032,,,,,,,,,,
136,A*,18,0.0001,,,,,,,,,,
136,A*,19,5.00E-05,,,,,,,,,,
136,A*,20,5.00E-05,,,,,,,,,,
136,A*,21,0.00019,,,,,,,,,,
137,A*,3,0.00011,,,,,,,,,,
137,A*,4,6.00E-05,,,,,,,,,,
137,A*,5,0.00024,,,,,,,,,,
137,A*,6,0.00013,,,,,,,,,,
137,A*,7,1.00E-05,,,,,,,,,,
137,A*,8,0.00057,,,,,,,,,,
137,A*,9,6.00E-05,,,,,,,,,,
137,A*,10,0.0001,,,,,,,,,,
137,A*,11,0.0008,,,,,,,,,,
137,A*,12,4.00E-05,,,,,,,,,,
137,A*,13,0.00061,,,,,,,,,,
137,A*,14,0.00046,,,,,,,,,,
137,A*,15,0.00019,,,,,,,,,,
138,A*,3,8.00E-05,,,,,,,,,,
138,A*,4,6.00E-05,,,,,,,,,,
138,A*,5,8.00E-05,,,,,,,,,,
138,A*,6,0.0003,,,,,,,,,,
138,A*,7,0.0003,,,,,,,,,,
138,A*,8,0.00025,,,,,,,,,,
138,A*,9,6.00E-05,,,,,,,,,,
138,A*,10,3.00E-05,,,,,,,,,,
138,A*,11,0.00012,,,,,,,,,,
138,A*,12,0.00049,,,,,,,,,,
138,A*,13,0.00071,,,,,,,,,,
139,A*,3,0.00011,,,,,,,,,,
139,A*,4,0.0002,,,,,,,,,,
139,A*,5,0.00043,,,,,,,,,,
139,A*,6,0.00022,,,,,,,,,,
139,A*,7,0.00019,,,,,,,,,,
139,A*,8,0.00108,,,,,,,,,,
139,A*,9,9.00E-05,,,,,,,,,,
139,A*,10,0.00052,,,,,,,,,,
139,A*,11,0.00026,,,,,,,,,,
139,A*,12,0.00022,,,,,,,,,,
140,A*,3,9.00E-05,,,,,,,,,,
140,A*,4,0.00018,,,,,,,,,,
140,A*,5,0.00044,,,,,,,,,,
140,A*,6,0.00051,,,,,,,,,,
140,A*,7,0.00018,,,,,,,,,,
140,A*,8,0.00033,,,,,,,,,,
140,A*,9,0.00014,,,,,,,,,,
140,A*,10,0.00081,,,,,,,,,,
140,A*,11,5.00E-05,,,,,,,,,,
141,A*,3,0.00012,,,,,,,,,,
141,A*,4,0.00011,,,,,,,,,,
141,A*,5,3.00E-05,,,,,,,,,,
141,A*,6,0.00011,,,,,,,,,,
141,A*,7,0.00026,,,,,,,,,,
141,A*,8,0.0004,,,,,,,,,,
141,A*,9,0.00016,,,,,,,,,,
141,A*,10,0.00051,,,,,,,,,,
142,A*,3,0.00014,,,,,,,,,,
142,A*,4,0.0001,,,,,,,,,,
142,A*,5,0.00048,,,,,,,,,,
142,A*,6,0.00026,,,,,,,,,,
142,A*,7,0.00022,,,,,,,,,,
142,A*,8,6.00E-05,,,,,,,,,,
142,A*,9,0.0001,,,,,,,,,,
142,A*,10,0.00062,,,,,,,,,,
142,A*,11,0.00035,,,,,,,,,,
142,A*,12,0.00042,,,,,,,,,,
142,A*,13,9.00E-05,,,,,,,,,,
143,A*,3,0.00011,,,,,,,,,,
143,A*,4,6.00E-05,,,,,,,,,,
143,A*,5,0.00025,,,,,,,,,,
143,A*,6,0.00035,,,,,,,,,,
143,A*,7,0.00074,,,,,,,,,,
143,A*,8,0.00021,,,,,,,,,,
143,A*,9,0.00011,,,,,,,,,,
143,A*,10,0.00014,,,,,,,,,,
143,A*,11,0.00029,,,,,,,,,,
143,A*,12,0.00062,,,,,,,,,,
143,A*,13,0.00056,,,,,,,,,,
143,A*,14,0.00021,,,,,,,,,,
143,A*,15,1.00E-05,,,,,,,,,,
143,A*,16,5.00E-05,,,,,,,,,,
143,A*,17,5.00E-05,,,,,,,,,,
143,A*,18,1.00E-05,,,,,,,,,,
144,A*,3,0.0001,,,,,,,,,,
144,A*,4,7.00E-05,,,,,,,,,,
144,A*,5,0.00019,,,,,,,,,,
144,A*,6,0.00016,,,,,,,,,,
144,A*,7,0.00011,,,,,,,,,,
144,A*,8,2.00E-05,,,,,,,,,,
144,A*,9,0.00048,,,,,,,,,,
144,A*,10,0.0003,,,,,,,,,,
144,A*,11,0.00016,,,,,,,,,,
144,A*,12,0.00076,,,,,,,,,,
144,A*,13,0.0001,,,,,,,,,,
144,A*,14,0.00063,,,,,,,,,,
144,A*,15,0.0007,,,,,,,,,,
144,A*,16,0.00017,,,,,,,,,,
144,A*,17,0.00022,,,,,,,,,,
144,A*,18,5.00E-05,,,,,,,,,,
144,A*,19,0.00016,,,,,,,,,,
144,A*,20,0.00011,,,,,,,,,,
144,A*,21,0.00012,,,,,,,,,,
144,A*,22,6.00E-05,,,,,,,,,,
145,A*,3,9.00E-05,,,,,,,,,,
145,A*,4,6.00E-05,,,,,,,,,,
145,A*,5,0.00043,,,,,,,,,,
145,A*,6,0.00025,,,,,,,,,,
145,A*,7,0.00012,,,,,,,,,,
145,A*,8,2.00E-05,,,,,,,,,,
145,A*,9,7.00E-05,,,,,,,,,,
145,A*,10,1.00E-04,,,,,,,,,,
145,A*,11,0.0007,,,,,,,,,,
145,A*,12,0.00011,,,,,,,,,,
145,A*,13,0.00029,,,,,,,,,,
145,A*,14,0.00021,,,,,,,,,,
146,A*,3,7.00E-05,,,,,,,,,,
146,A*,4,0.00025,,,,,,,,,,
146,A*,5,0.00033,,,,,,,,,,
146,A*,6,0.00042,,,,,,,,,,
146,A*,7,0.00016,,,,,,,,,,
146,A*,8,0.0001,,,,,,,,,,
146,A*,9,3.00E-05,,,,,,,,,,
146,A*,10,0.0002,,,,,,,,,,
146,A*,11,0.0001,,,,,,,,,,
146,A*,12,0.00023,,,,,,,,,,
146,A*,13,6.00E-05,,,,,,,,,,
146,A*,14,0.00092,,,,,,,,,,
146,A*,15,0.00012,,,,,,,,,,
147,A*,3,0.00017,,,,,,,,,,
147,A*,4,0.00019,,,,,,,,,,
147,A*,5,0.0004,,,,,,,,,,
147,A*,6,6.00E-05,,,,,,,,,,
147,A*,7,3.00E-05,,,,,,,,,,
147,A*,8,0.00033,,,,,,,,,,
147,A*,9,0.0002,,,,,,,,,,
147,A*,10,0.00016,,,,,,,,,,
147,A*,11,0.0001,,,,,,,,,,
147,A*,12,8.00E-05,,,,,,,,,,
147,A*,13,0.00015,,,,,,,,,,
147,A*,14,0.00028,,,,,,,,,,
147,A*,15,0.00016,,,,,,,,,,
147,A*,16,0.00017,,,,,,,,,,
147,A*,17,0.00054,,,,,,,,,,
147,A*,18,2.00E-05,,,,,,,,,,
147,A*,19,9.00E-05,,,,,,,,,,
148,A*,3,0.00012,,,,,,,,,,
148,A*,4,2.00E-05,,,,,,,,,,
148,A*,5,5.00E-05,,,,,,,,,,
148,A*,6,3.00E-05,,,,,,,,,,
148,A*,7,0.00016,,,,,,,,,,
148,A*,8,2.00E-05,,,,,,,,,,
148,A*,9,3.00E-05,,,,,,,,,,
148,A*,10,0.0002,,,,,,,,,,
148,A*,11,5.00E-05,,,,,,,,,,
148,A*,12,0.00088,,,,,,,,,,
148,A*,13,9.00E-05,,,,,,,,,,
148,A*,14,0.00011,,,,,,,,,,
148,A*,15,4.00E-05,,,,,,,,,,
149,A*,3,8.00E-05,,,,,,,,,,
149,A*,4,0.00012,,,,,,,,,,
149,A*,5,0.00028,,,,,,,,,,
149,A*,6,0.00016,,,,,,,,,,
149,A*,7,6.00E-05,,,,,,,,,,
149,A*,8,5.00E-05,,,,,,,,,,
149,A*,9,0.00087,,,,,,,,,,
149,A*,10,0.00033,,,,,,,,,,
149,A*,11,0.00012,,,,,,,,,,
149,A*,12,0.00017,,,,,,,,,,
149,A*,13,0.0006,,,,,,,,,,
149,A*,14,1.00E-05,,,,,,,,,,
149,A*,15,7.00E-05,,,,,,,,,,
149,A*,16,6.00E-05,,,,,,,,,,
150,A*,3,0.00015,,,,,,,,,,
150,A*,4,0.00026,,,,,,,,,,
150,A*,5,0.00047,,,,,,,,,,
150,A*,6,0.00038,,,,,,,,,,
150,A*,7,5.00E-05,,,,,,,,,,
150,A*,8,0.00078,,,,,,,,,,
150,A*,9,0.00018,,,,,,,,,,
150,A*,10,0.00025,,,,,,,,,,
150,A*,11,0.00013,,,,,,,,,,
151,A*,3,7.00E-05,,,,,,,,,,
151,A*,4,4.00E-05,,,,,,,,,,
151,A*,5,0.00021,,,,,,,,,,
151,A*,6,7.00E-05,,,,,,,,,,
151,A*,7,0.00032,,,,,,,,,,
151,A*,8,0.00048,,,,,,,,,,
151,A*,9,0.00038,,,,,,,,,,
152,A*,3,0.00015,,,,,,,,,,
152,A*,4,0.00018,,,,,,,,,,
152,A*,5,2.00E-05,,,,,,,,,,
152,A*,6,7.00E-05,,,,,,,,,,
152,A*,7,0.00014,,,,,,,,,,
152,A*,8,3.00E-05,,,,,,,,,,
152,A*,9,5.00E-05,,,,,,,,,,
152,A*,10,0.00066,,,,,,,,,,
152,A*,11,0.00084,,,,,,,,,,
153,A*,3,0.0001,,,,,,,,,,
153,A*,4,0.00011,,,,,,,,,,
153,A*,5,0.00019,,,,,,,,,,
153,A*,6,0.00033,,,,,,,,,,
153,A*,7,0.00048,,,,,,,,,,
153,A*,8,0.0006,,,,,,,,,,
153,A*,9,0.00076,,,,,,,,,,
153,A*,10,0.00021,,,,,,,,,,
153,A*,11,0.00012,,,,,,,,,,
153,A*,12,0.00085,,,,,,,,,,
153,A*,13,6.00E-05,,,,,,,,,,
153,A*,14,0.00053,,,,,,,,,,
153,A*,15,8.00E-05,,,,,,,,,,
153,A*,16,0.00014,,,,,,,,,,
153,A*,17,8.00E-05,,,,,,,,,,
153,A*,18,0.0004,,,,,,,,,,
153,A*,19,7.00E-05,,,,,,,,,,
153,A*,20,0.00021,,,,,,,,,,
154,A*,3,0.0001,,,,,,,,,,
154,A*,4,6.00E-05,,,,,,,,,,
154,A*,5,0.00041,,,,,,,,,,
154,A*,6,0.00054,,,,,,,,,,
154,A*,7,0.00049,,,,,,,,,,
154,A*,8,0.00023,,,,,,,,,,
154,A*,9,1.00E-05,,,,,,,,,,
154,A*,10,0.00065,,,,,,,,,,
155,A*,3,0.00015,,,,,,,,,,
155,A*,4,0.00028,,,,,,,,,,
155,A*,5,1.00E-05,,,,,,,,,,
155,A*,6,0.00021,,,,,,,,,,
155,A*,7,0.00044,,,,,,,,,,
155,A*,8,9.00E-05,,,,,,,,,,
155,A*,9,0.00042,,,,,,,,,,
155,A*,10,0.00049,,,,,,,,,,
155,A*,11,0.0001,,,,,,,,,,
155,A*,12,0.00116,,,,,,,,,,
155,A*,13,0.00013,,,,,,,,,,
155,A*,14,0.00023,,,,,,,,,,
156,A*,3,8.00E-05,,,,,,,,,,
156,A*,4,0.00035,,,,,,,,,,
156,A*,5,0.00023,,,,,,,,,,
156,A*,6,0.00014,,,,,,,,,,
156,A*,7,0.00011,,,,,,,,,,
156,A*,8,0.00015,,,,,,,,,,
156,A*,9,6.00E-05,,,,,,,,,,
156,A*,10,0.00022,,,,,,,,,,
156,A*,11,0.00055,,,,,,,,,,
156,A*,12,0.00016,,,,,,,,,,
156,A*,13,0.00011,,,,,,,,,,
157,A*,3,0.00012,,,,,,,,,,
157,A*,4,0.0001,,,,,,,,,,
157,A*,5,0.00045,,,,,,,,,,
157,A*,6,0.00026,,,,,,,,,,
157,A*,7,0.0001,,,,,,,,,,
157,A*,8,0.00019,,,,,,,,,,
157,A*,9,0.00016,,,,,,,,,,
157,A*,10,0.00042,,,,,,,,,,
157,A*,11,0.00019,,,,,,,,,,
157,A*,12,0.00079,,,,,,,,,,
157,A*,13,0.0002,,,,,,,,,,
157,A*,14,5.00E-05,,,,,,,,,,
157,A*,15,0.0003,,,,,,,,,,
157,A*,16,0.00015,,,,,,,,,,
157,A*,17,6.00E-05,,,,,,,,,,
157,A*,18,0.0001,,,,,,,,,,
157,A*,19,0.00023,,,,,,,,,,
157,A*,20,0.00032,,,,,,,,,,
157,A*,21,5.00E-05,,,,,,,,,,
158,A*,3,0.00011,,,,,,,,,,
158,A*,4,0.00028,,,,,,,,,,
158,A*,5,0.00042,,,,,,,,,,
158,A*,6,0.00019,,,,,,,,,,
158,A*,7,0.00015,,,,,,,,,,
158,A*,8,3.00E-05,,,,,,,,,,
158,A*,9,0.00018,,,,,,,,,,
158,A*,10,8.00E-05,,,,,,,,,,
158,A*,11,0.00035,,,,,,,,,,
158,A*,12,6.00E-05,,,,,,,,,,
158,A*,13,0.0005,,,,,,,,,,
158,A*,14,0.00019,,,,,,,,,,
158,A*,15,0.00029,,,,,,,,,,
158,A*,16,0.00014,,,,,,,,,,
158,A*,17,0.00032,,,,,,,,,,
158,A*,18,6.00E-05,,,,,,,,,,
158,A*,19,8.00E-05,,,,,,,,,,
158,A*,20,0.00021,,,,,,,,,,
158,A*,21,0.001,,,,,,,,,,
158,A*,22,8.00E-05,,,,,,,,,,
158,A*,23,0.00013,,,,,,,,,,
159,A*,3,8.00E-05,,,,,,,,,,
159,A*,4,0.00018,,,,,,,,,,
159,A*,5,0.00034,,,,,,,,,,
159,A*,6,7.00E-05,,,,,,,,,,
159,A*,7,7.00E-05,,,,,,,,,,
159,A*,8,0.00025,,,,,,,,,,
159,A*,9,0.00047,,,,,,,,,,
159,A*,10,0.00017,,,,,,,,,,
159,A*,11,0.00056,,,,,,,,,,
159,A*,12,8.00E-05,,,,,,,,,,
159,A*,13,0.00049,,,,,,,,,,
159,A*,14,0.0001,,,,,,,,,,
160,A*,3,0.00013,,,,,,,,,,
160,A*,4,0.00018,,,,,,,,,,
160,A*,5,0.00015,,,,,,,,,,
160,A*,6,3.00E-05,,,,,,,,,,
160,A*,7,0.00025,,,,,,,,,,
160,A*,8,0.00023,,,,,,,,,,
160,A*,9,0.00036,,,,,,,,,,
161,A*,3,8.00E-05,,,,,,,,,,
161,A*,4,0.0002,,,,,,,,,,
161,A*,5,0.00035,,,,,,,,,,
161,A*,6,0.00042,,,,,,,,,,
161,A*,7,0.00106,,,,,,,,,,
161,A*,8,0.00025,,,,,,,,,,
161,A*,9,0.00013,,,,,,,,,,
161,A*,10,0.00015,,,,,,,,,,
161,A*,11,0.00012,,,,,,,,,,
161,A*,12,0.00018,,,,,,,,,,
161,A*,13,0.00029,,,,,,,,,,
161,A*,14,0.00022,,,,,,,,,,
161,A*,15,0.00013,,,,,,,,,,
161,A*,16,0.00011,,,,,,,,,,
162,A*,3,0.00016,,,,,,,,,,
162,A*,4,0.00021,,,,,,,,,,
162,A*,5,0.00024,,,,,,,,,,
162,A*,6,0.00038,,,,,,,,,,
162,A*,7,0.00048,,,,,,,,,,
162,A*,8,0.00078,,,,,,,,,,
162,A*,9,0.00058,,,,,,,,,,
162,A*,10,6.00E-05,,,,,,,,,,
162,A*,11,0.00021,,,,,,,,,,
162,A*,12,0.00015,,,,,,,,,,
162,A*,13,6.00E-05,,,,,,,,,,
162,A*,14,9.00E-05,,,,,,,,,,
163,A*,3,7.00E-05,,,,,,,,,,
163,A*,4,3.00E-05,,,,,,,,,,
163,A*,5,6.00E-05,,,,,,,,,,
163,A*,6,0.00023,,,,,,,,,,
163,A*,7,0.00013,,,,,,,,,,
163,A*,8,0.0003,,,,,,,,,,
163,A*,9,1.00E-05,,,,,,,,,,
163,A*,10,0.00033,,,,,,,,,,
163,A*,11,3.00E-05,,,,,,,,,,
163,A*,12,8.00E-05,,,,,,,,,,
163,A*,13,0.00023,,,,,,,,,,
163,A*,14,0.00038,,,,,,,,,,
163,A*,15,0.0004,,,,,,,,,,
163,A*,16,0.0008,,,,,,,,,,
163,A*,17,0.00017,,,,,,,,,,
163,A*,18,0.00034,,,,,,,,,,
164,A*,3,9.00E-05,,,,,,,,,,
164,A*,4,0.00014,,,,,,,,,,
164,A*,5,0.00027,,,,,,,,,,
164,A*,6,0.00029,,,,,,,,,,
164,A*,7,5.00E-05,,,,,,,,,,
164,A*,8,0.0007,,,,,,,,,,
164,A*,9,0.00029,,,,,,,,,,
164,A*,10,0.00034,,,,,,,,,,
164,A*,11,0.00028,,,,,,,,,,
164,A*,12,0.00017,,,,,,,,,,
164,A*,13,0.00014,,,,,,,,,,
164,A*,14,0.00014,,,,,,,,,,
164,A*,15,0.00015,,,,,,,,,,
164,A*,16,0.00025,,,,,,,,,,
164,A*,17,0.0001,,,,,,,,,,
164,A*,18,0.00053,,,,,,,,,,
165,A*,3,9.00E-05,,,,,,,,,,
165,A*,4,1.00E-05,,,,,,,,,,
165,A*,5,0.00015,,,,,,,,,,
165,A*,6,0.00039,,,,,,,,,,
165,A*,7,0.00071,,,,,,,,,,
165,A*,8,0.00011,,,,,,,,,,
165,A*,9,0.00049,,,,,,,,,,
165,A*,10,0.00036,,,,,,,,,,
165,A*,11,7.00E-05,,,,,,,,,,
165,A*,12,1.00E-05,,,,,,,,,,
165,A*,13,0.00025,,,,,,,,,,
165,A*,14,0.0001,,,,,,,,,,
165,A*,15,5.00E-05,,,,,,,,,,
165,A*,16,0.00027,,,,,,,,,,
165,A*,17,0.00034,,,,,,,,,,
165,A*,18,0.00031,,,,,,,,,,
165,A*,19,0.00049,,,,,,,,,,
165,A*,20,8.00E-05,,,,,,,,,,
165,A*,21,0.00015,,,,,,,,,,
166,A*,3,8.00E-05,,,,,,,,,,
166,A*,4,0.00011,,,,,,,,,,
166,A*,5,0.00016,,,,,,,,,,
166,A*,6,0.00038,,,,,,,,,,
166,A*,7,0.00011,,,,,,,,,,
166,A*,8,0.00012,,,,,,,,,,
166,A*,9,0.00057,,,,,,,,,,
166,A*,10,9.00E-05,,,,,,,,,,
166,A*,11,0.00011,,,,,,,,,,
166,A*,12,0.00026,,,,,,,,,,
166,A*,13,0.00048,,,,,,,,,,
166,A*,14,0.00018,,,,,,,,,,
166,A*,15,0.00018,,,,,,,,,,
167,A*,3,0.00013,,,,,,,,,,
167,A*,4,0.0002,,,,,,,,,,
167,A*,5,0.00038,,,,,,,,,,
167,A*,6,0.00014,,,,,,,,,,
167,A*,7,7.00E-05,,,,,,,,,,
167,A*,8,0.00013,,,,,,,,,,
167,A*,9,0.00044,,,,,,,,,,
167,A*,10,0.0003,,,,,,,,,,
167,A*,11,0.00039,,,,,,,,,,
167,A*,12,0.00025,,,,,,,,,,
167,A*,13,0.00088,,,,,,,,,,
167,A*,14,0.00021,,,,,,,,,,
167,A*,15,0.00039,,,,,,,,,,
167,A*,16,0.00047,,,,,,,,,,
167,A*,17,0.00024,,,,,,,,,,
167,A*,18,0.00041,,,,,,,,,,
167,A*,19,0.00012,,,,,,,,,,
167,A*,20,6.00E-05,,,,,,,,,,
167,A*,21,2.00E-05,,,,,,,,,,
167,A*,22,8.00E-05,,,,,,,,,,
167,A*,23,4.00E-05,,,,,,,,,,
167,A*,24,0.00017,,,,,,,,,,
168,A*,3,6.00E-05,,,,,,,,,,
168,A*,4,3.00E-05,,,,,,,,,,
168,A*,5,0.00012,,,,,,,,,,
168,A*,6,0.00013,,,,,,,,,,
168,A*,7,0.00013,,,,,,,,,,
168,A*,8,0.00014,,,,,,,,,,
168,A*,9,0.00017,,,,,,,,,,
168,A*,10,0.00012,,,,,,,,,,
168,A*,11,4.00E-05,,,,,,,,,,
168,A*,12,0.0001,,,,,,,,,,
168,A*,13,1.00E-05,,,,,,,,,,
168,A*,14,0.00036,,,,,,,,,,
168,A*,15,0.00025,,,,,,,,,,
168,A*,16,0.0002,,,,,,,,,,
168,A*,17,0.00026,,,,,,,,,,
168,A*,18,0.0003,,,,,,,,,,
168,A*,19,0.00023,,,,,,,,,,
168,A*,20,9.00E-05,,,,,,,,,,
169,A*,3,8.00E-05,,,,,,,,,,
169,A*,4,0.00017,,,,,,,,,,
169,A*,5,0.00018,,,,,,,,,,
169,A*,6,0.00025,,,,,,,,,,
169,A*,7,0.00012,,,,,,,,,,
169,A*,8,0.00044,,,,,,,,,,
169,A*,9,0.00018,,,,,,,,,,
169,A*,10,0.00041,,,,,,,,,,
169,A*,11,0.00065,,,,,,,,,,
169,A*,12,0.00045,,,,,,,,,,
169,A*,13,0.00046,,,,,,,,,,
169,A*,14,0.00011,,,,,,,,,,
169,A*,15,0.00016,,,,,,,,,,
169,A*,16,0.0003,,,,,,,,,,
169,A*,17,0.00063,,,,,,,,,,
169,A*,18,0.0001,,,,,,,,,,
169,A*,19,0.00011,,,,,,,,,,
169,A*,20,6.00E-05,,,,,,,,,,
170,A*,3,0.0001,,,,,,,,,,
170,A*,4,2.00E-05,,,,,,,,,,
170,A*,5,0.00015,,,,,,,,,,
170,A*,6,0.00027,,,,,,,,,,
170,A*,7,5.00E-05,,,,,,,,,,
170,A*,8,5.00E-05,,,,,,,,,,
170,A*,9,7.00E-05,,,,,,,,,,
170,A*,10,5.00E-05,,,,,,,,,,
171,A*,3,0.00011,,,,,,,,,,
171,A*,4,0.00027,,,,,,,,,,
171,A*,5,0.00015,,,,,,,,,,
171,A*,6,0.00021,,,,,,,,,,
171,A*,7,0.0001,,,,,,,,,,
171,A*,8,0.00011,,,,,,,,,,
171,A*,9,0.00041,,,,,,,,,,
171,A*,10,0.00024,,,,,,,,,,
171,A*,11,0.00027,,,,,,,,,,
171,A*,12,0.00012,,,,,,,,,,
171,A*,13,0.00019,,,,,,,,,,
171,A*,14,0.00033,,,,,,,,,,
171,A*,15,0.00024,,,,,,,,,,
171,A*,16,0.00041,,,,,,,,,,
171,A*,17,0.0002,,,,,,,,,,
171,A*,18,0.00027,,,,,,,,,,
171,A*,19,0.00013,,,,,,,,,,
171,A*,20,3.00E-05,,,,,,,,,,
171,A*,21,0.00011,,,,,,,,,,
171,A*,22,0.00014,,,,,,,,,,
171,A*,23,0.00031,,,,,,,,,,
171,A*,24,3.00E-05,,,,,,,,,,
171,A*,25,0.0003,,,,,,,,,,
172,A*,3,6.00E-05,,,,,,,,,,
