Attempt,Algorithm,Length,Time,,,,,,,,,,
2,A*,23,0.00016,,,34,7.5%,7.5%,9.0%,,0.000340526,0.000278333,0.000799091
2,A*,24,0.00168,,,35,7.0%,6.0%,8.0%,,0.000148667,0.000222,0.000414444
2,A*,25,0.00103,,,36,5.0%,4.0%,8.0%,,0.000604286,0.0003025,0.0009575
2,A*,26,4.00E-05,,,37,2.0%,3.0%,7.5%,,0.000389,0.00023,0.000468125
3,A*,3,0.00011,,,38,1.0%,1.5%,6.5%,,0.000225,0.000235,0.000528667
3,A*,4,0.00075,,,39,1.0%,1.5%,5.5%,,0.00119,6.66667E-05,0.000602308
3,A*,5,0.0005,,,40,0.5%,0.0%,3.0%,,0.00027,0.00087,0.00047
3,A*,6,0.00053,,,41,0.5%,0.0%,3.0%,,0.00047,#DIV/0!,0.00109
3,A*,7,0.0002,,,42,0.5%,0.0%,2.0%,,0.00152,#DIV/0!,0.000711667
3,A*,8,4.00E-05,,,43,0.5%,0.0%,1.5%,,0.00006,#DIV/0!,0.000355
3,A*,9,0.00011,,,44,0.0%,0.0%,1.0%,,0.00047,#DIV/0!,6.33333E-05
3,A*,10,0.00051,,,45,0.0%,0.0%,0.5%,,#DIV/0!,#DIV/0!,0.00016
3,A*,11,0.00017,,,46,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,0.00042
3,A*,12,0.00029,,,47,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,13,0.00026,,,48,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,14,0.00026,,,49,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,15,0.00052,,,50,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,16,9.00E-05,,,51,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,17,0.00015,,,52,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,18,8.00E-05,,,53,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,19,0.00071,,,54,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,20,0.0004,,,55,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,21,0.00041,,,56,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,22,6.00E-05,,,57,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,23,0.00252,,,58,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,24,0.00056,,,59,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,3,0.00015,,,60,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,4,0.00035,,,61,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,5,0.00014,,,62,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,6,0.00024,,,63,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,7,0.00027,,,64,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,8,0.00081,,,65,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,9,0.00024,,,66,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,10,0.00015,,,67,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,11,0.00088,,,68,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,12,0.00092,,,69,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,13,0.00044,,,70,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,14,0.00022,,,71,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,15,0.00012,,,72,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,16,0.00012,,,73,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,17,0.00098,,,74,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,18,0.00012,,,75,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,19,0.00032,,,76,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,20,0.00064,,,77,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
4,A*,21,0.00035,,,78,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,3,0.0001,,,79,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,4,0.00035,,,80,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,5,0.00019,,,81,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,6,0.00048,,,82,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,7,7.00E-05,,,83,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,8,0.00059,,,84,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,9,0.0001,,,85,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,10,0.00158,,,86,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,11,0.00052,,,87,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,12,6.00E-05,,,88,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,13,6.00E-05,,,89,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,14,0.00029,,,90,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,15,0.00037,,,91,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,16,0.00035,,,92,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,17,6.00E-05,,,93,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,18,0.00026,,,94,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,19,9.00E-05,,,95,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,20,0.00087,,,96,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,21,5.00E-05,,,97,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,22,0.00133,,,98,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,23,0.00023,,,99,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,24,0.00025,,,100,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,25,0.00047,,,101,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,26,0.00047,,,102,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,27,0.00029,,,103,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,28,0.00031,,,104,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
5,A*,29,4.00E-05,,,105,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
6,A*,3,6.00E-05,,,,,,,,,,
6,A*,4,0.00016,,,,,,,,,,
6,A*,5,0.00128,,,,,,,,,,
6,A*,6,6.00E-05,,,,,,,,,,
6,A*,7,0.0006,,,,,,,,,,
6,A*,8,0.00029,,,,,,,,,,
6,A*,9,0.0014,,,,,,,,,,
6,A*,10,0.00139,,,,,,,,,,
6,A*,11,0.00078,,,,,,,,,,
6,A*,12,0.00017,,,,,,,,,,
6,A*,13,0.00048,,,,,,,,,,
6,A*,14,0.00026,,,,,,,,,,
6,A*,15,0.00065,,,,,,,,,,
6,A*,16,0.00029,,,,,,,,,,
6,A*,17,0.00173,,,,,,,,,,
6,A*,18,0.00241,,,,,,,,,,
6,A*,19,9.00E-05,,,,,,,,,,
6,A*,20,0.00052,,,,,,,,,,
6,A*,21,0.00111,,,,,,,,,,
6,A*,22,0.00038,,,,,,,,,,
7,A*,3,0.00022,,,,,,,,,,
7,A*,4,0.00015,,,,,,,,,,
7,A*,5,0.00013,,,,,,,,,,
7,A*,6,0.00014,,,,,,,,,,
7,A*,7,0.00022,,,,,,,,,,
7,A*,8,5.00E-05,,,,,,,,,,
7,A*,9,0.00063,,,,,,,,,,
7,A*,10,0.00044,,,,,,,,,,
7,A*,11,0.00259,,,,,,,,,,
7,A*,12,0.00022,,,,,,,,,,
7,A*,13,0.00068,,,,,,,,,,
7,A*,14,9.00E-05,,,,,,,,,,
7,A*,15,0.00017,,,,,,,,,,
7,A*,16,0.0013,,,,,,,,,,
7,A*,17,0.00076,,,,,,,,,,
7,A*,18,0.00079,,,,,,,,,,
7,A*,19,0.0008,,,,,,,,,,
7,A*,20,0.00295,,,,,,,,,,
7,A*,21,0.00014,,,,,,,,,,
8,A*,3,0.0001,,,,,,,,,,
8,A*,4,0.00012,,,,,,,,,,
8,A*,5,0.00016,,,,,,,,,,
8,A*,6,0.00036,,,,,,,,,,
8,A*,7,0.00033,,,,,,,,,,
8,A*,8,0.00054,,,,,,,,,,
8,A*,9,0.00015,,,,,,,,,,
8,A*,10,0.00085,,,,,,,,,,
8,A*,11,0.0001,,,,,,,,,,
8,A*,12,0.00069,,,,,,,,,,
8,A*,13,0.00047,,,,,,,,,,
8,A*,14,0.00032,,,,,,,,,,
8,A*,15,0.00096,,,,,,,,,,
8,A*,16,0.00015,,,,,,,,,,
8,A*,17,0.00142,,,,,,,,,,
8,A*,18,0.0007,,,,,,,,,,
8,A*,19,0.00011,,,,,,,,,,
8,A*,20,0.00064,,,,,,,,,,
8,A*,21,0.00088,,,,,,,,,,
8,A*,22,0.00107,,,,,,,,,,
8,A*,23,0.00063,,,,,,,,,,
8,A*,24,0.00011,,,,,,,,,,
8,A*,25,0.00014,,,,,,,,,,
8,A*,26,0.00048,,,,,,,,,,
8,A*,27,0.00066,,,,,,,,,,
8,A*,28,0.00037,,,,,,,,,,
8,A*,29,0.00023,,,,,,,,,,
9,A*,3,0.00011,,,,,,,,,,
9,A*,4,0.00015,,,,,,,,,,
9,A*,5,0.00021,,,,,,,,,,
9,A*,6,3.00E-05,,,,,,,,,,
9,A*,7,0.00059,,,,,,,,,,
9,A*,8,0.00055,,,,,,,,,,
9,A*,9,0.00038,,,,,,,,,,
9,A*,10,0.0014,,,,,,,,,,
9,A*,11,0.00014,,,,,,,,,,
9,A*,12,0.00112,,,,,,,,,,
9,A*,13,0.00033,,,,,,,,,,
9,A*,14,0.00158,,,,,,,,,,
9,A*,15,0.00112,,,,,,,,,,
9,A*,16,9.00E-05,,,,,,,,,,
9,A*,17,0.00025,,,,,,,,,,
9,A*,18,0.00037,,,,,,,,,,
9,A*,19,0.00029,,,,,,,,,,
9,A*,20,0.00029,,,,,,,,,,
9,A*,21,0.00092,,,,,,,,,,
9,A*,22,0.00027,,,,,,,,,,
9,A*,23,0.00023,,,,,,,,,,
9,A*,24,0.00087,,,,,,,,,,
9,A*,25,0.00035,,,,,,,,,,
10,A*,3,7.00E-05,,,,,,,,,,
10,A*,4,0.0002,,,,,,,,,,
10,A*,5,0.00024,,,,,,,,,,
10,A*,6,9.00E-05,,,,,,,,,,
10,A*,7,0.00019,,,,,,,,,,
10,A*,8,0.0008,,,,,,,,,,
10,A*,9,0.00134,,,,,,,,,,
10,A*,10,6.00E-05,,,,,,,,,,
10,A*,11,6.00E-05,,,,,,,,,,
10,A*,12,0.00121,,,,,,,,,,
10,A*,13,0.0003,,,,,,,,,,
10,A*,14,0.00106,,,,,,,,,,
10,A*,15,0.00028,,,,,,,,,,
10,A*,16,7.00E-05,,,,,,,,,,
11,A*,3,0.00011,,,,,,,,,,
11,A*,4,0.00033,,,,,,,,,,
11,A*,5,0.0003,,,,,,,,,,
11,A*,6,9.00E-05,,,,,,,,,,
11,A*,7,0.00015,,,,,,,,,,
11,A*,8,0.00098,,,,,,,,,,
11,A*,9,0.00034,,,,,,,,,,
11,A*,10,0.00026,,,,,,,,,,
11,A*,11,0.00039,,,,,,,,,,
11,A*,12,0.00068,,,,,,,,,,
11,A*,13,0.00047,,,,,,,,,,
11,A*,14,0.00027,,,,,,,,,,
11,A*,15,0.00018,,,,,,,,,,
11,A*,16,0.00024,,,,,,,,,,
11,A*,17,0.00051,,,,,,,,,,
11,A*,18,0.00012,,,,,,,,,,
12,A*,3,0.00014,,,,,,,,,,
12,A*,4,0.00068,,,,,,,,,,
12,A*,5,0.0002,,,,,,,,,,
12,A*,6,0.00032,,,,,,,,,,
12,A*,7,0.00038,,,,,,,,,,
12,A*,8,0.00017,,,,,,,,,,
12,A*,9,0.00112,,,,,,,,,,
12,A*,10,0.00107,,,,,,,,,,
12,A*,11,0.00018,,,,,,,,,,
12,A*,12,0.00166,,,,,,,,,,
12,A*,13,0.0001,,,,,,,,,,
12,A*,14,0.00055,,,,,,,,,,
12,A*,15,0.00017,,,,,,,,,,
12,A*,16,0.00013,,,,,,,,,,
12,A*,17,0.00016,,,,,,,,,,
12,A*,18,0.00036,,,,,,,,,,
12,A*,19,0.00015,,,,,,,,,,
12,A*,20,0.0011,,,,,,,,,,
12,A*,21,0.00043,,,,,,,,,,
12,A*,22,1.00E-05,,,,,,,,,,
13,A*,3,8.00E-05,,,,,,,,,,
13,A*,4,0.00034,,,,,,,,,,
13,A*,5,0.00076,,,,,,,,,,
13,A*,6,0.0001,,,,,,,,,,
13,A*,7,0.00062,,,,,,,,,,
13,A*,8,5.00E-05,,,,,,,,,,
13,A*,9,0.00047,,,,,,,,,,
13,A*,10,0.00086,,,,,,,,,,
13,A*,11,0.00109,,,,,,,,,,
13,A*,12,0.00105,,,,,,,,,,
13,A*,13,0.00018,,,,,,,,,,
13,A*,14,0.00023,,,,,,,,,,
13,A*,15,0.00022,,,,,,,,,,
13,A*,16,0.00055,,,,,,,,,,
13,A*,17,0.00063,,,,,,,,,,
13,A*,18,0.00027,,,,,,,,,,
13,A*,19,0.00015,,,,,,,,,,
14,A*,3,0.00014,,,,,,,,,,
14,A*,4,0.00031,,,,,,,,,,
14,A*,5,0.00045,,,,,,,,,,
14,A*,6,0.00044,,,,,,,,,,
14,A*,7,0.00082,,,,,,,,,,
14,A*,8,0.00056,,,,,,,,,,
14,A*,9,0.00015,,,,,,,,,,
14,A*,10,0.00099,,,,,,,,,,
14,A*,11,0.00151,,,,,,,,,,
14,A*,12,0.00019,,,,,,,,,,
14,A*,13,0.00035,,,,,,,,,,
14,A*,14,0.00047,,,,,,,,,,
14,A*,15,0.0001,,,,,,,,,,
14,A*,16,0.00047,,,,,,,,,,
14,A*,17,0.00031,,,,,,,,,,
14,A*,18,0.00061,,,,,,,,,,
14,A*,19,0.00103,,,,,,,,,,
14,A*,20,0.00011,,,,,,,,,,
14,A*,21,0.00064,,,,,,,,,,
14,A*,22,0.00017,,,,,,,,,,
14,A*,23,0.00086,,,,,,,,,,
14,A*,24,0.00046,,,,,,,,,,
14,A*,25,0.00099,,,,,,,,,,
14,A*,26,0.00035,,,,,,,,,,
14,A*,27,0.00137,,,,,,,,,,
14,A*,28,9.00E-05,,,,,,,,,,
14,A*,29,0.00129,,,,,,,,,,
14,A*,30,0.00013,,,,,,,,,,
14,A*,31,3.00E-05,,,,,,,,,,
14,A*,32,0.00076,,,,,,,,,,
14,A*,33,0.00023,,,,,,,,,,
14,A*,34,5.00E-05,,,,,,,,,,
15,A*,3,6.00E-05,,,,,,,,,,
15,A*,4,0.0004,,,,,,,,,,
15,A*,5,0.00043,,,,,,,,,,
15,A*,6,0.00105,,,,,,,,,,
15,A*,7,0.00035,,,,,,,,,,
15,A*,8,0.00073,,,,,,,,,,
15,A*,9,0.00046,,,,,,,,,,
15,A*,10,0.00061,,,,,,,,,,
15,A*,11,0.00077,,,,,,,,,,
15,A*,12,0.00051,,,,,,,,,,
15,A*,13,0.00014,,,,,,,,,,
15,A*,14,0.00065,,,,,,,,,,
15,A*,15,0.00172,,,,,,,,,,
15,A*,16,0.0005,,,,,,,,,,
15,A*,17,6.00E-05,,,,,,,,,,
15,A*,18,0.00049,,,,,,,,,,
15,A*,19,0.00131,,,,,,,,,,
15,A*,20,0.00058,,,,,,,,,,
15,A*,21,0.00123,,,,,,,,,,
15,A*,22,0.00026,,,,,,,,,,
15,A*,23,0.00054,,,,,,,,,,
15,A*,24,0.00068,,,,,,,,,,
15,A*,25,0.00053,,,,,,,,,,
15,A*,26,0.00071,,,,,,,,,,
15,A*,27,0.00072,,,,,,,,,,
15,A*,28,0.00014,,,,,,,,,,
16,A*,3,0.00017,,,,,,,,,,
16,A*,4,0.00115,,,,,,,,,,
16,A*,5,0.0005,,,,,,,,,,
16,A*,6,0.00031,,,,,,,,,,
16,A*,7,0.00098,,,,,,,,,,
16,A*,8,0.00124,,,,,,,,,,
16,A*,9,0.00144,,,,,,,,,,
16,A*,10,7.00E-05,,,,,,,,,,
16,A*,11,0.00033,,,,,,,,,,
16,A*,12,0.00076,,,,,,,,,,
16,A*,13,0.00048,,,,,,,,,,
16,A*,14,0.00115,,,,,,,,,,
16,A*,15,0.00027,,,,,,,,,,
16,A*,16,0.00013,,,,,,,,,,
16,A*,17,0.00074,,,,,,,,,,
16,A*,18,0.00052,,,,,,,,,,
16,A*,19,0.00023,,,,,,,,,,
16,A*,20,0.00036,,,,,,,,,,
16,A*,21,0.00097,,,,,,,,,,
16,A*,22,0.00108,,,,,,,,,,
16,A*,23,0.0009,,,,,,,,,,
16,A*,24,0.00081,,,,,,,,,,
17,A*,3,8.00E-05,,,,,,,,,,
17,A*,4,7.00E-05,,,,,,,,,,
17,A*,5,0.00045,,,,,,,,,,
17,A*,6,0.00121,,,,,,,,,,
17,A*,7,0.0008,,,,,,,,,,
17,A*,8,0.00076,,,,,,,,,,
17,A*,9,5.00E-05,,,,,,,,,,
17,A*,10,0.00035,,,,,,,,,,
17,A*,11,9.00E-05,,,,,,,,,,
17,A*,12,0.00137,,,,,,,,,,
17,A*,13,0.00042,,,,,,,,,,
17,A*,14,0.00097,,,,,,,,,,
17,A*,15,0.00049,,,,,,,,,,
17,A*,16,0.0002,,,,,,,,,,
17,A*,17,5.00E-05,,,,,,,,,,
17,A*,18,0.00019,,,,,,,,,,
17,A*,19,0.00036,,,,,,,,,,
17,A*,20,0.00019,,,,,,,,,,
17,A*,21,3.00E-05,,,,,,,,,,
17,A*,22,0.00018,,,,,,,,,,
17,A*,23,0.00048,,,,,,,,,,
17,A*,24,0.0004,,,,,,,,,,
17,A*,25,6.00E-05,,,,,,,,,,
17,A*,26,1.00E-05,,,,,,,,,,
17,A*,27,0.00063,,,,,,,,,,
17,A*,28,0.00031,,,,,,,,,,
17,A*,29,0.00033,,,,,,,,,,
17,A*,30,0.0003,,,,,,,,,,
17,A*,31,3.00E-05,,,,,,,,,,
18,A*,3,9.00E-05,,,,,,,,,,
18,A*,4,0.00013,,,,,,,,,,
18,A*,5,0.00093,,,,,,,,,,
18,A*,6,4.00E-05,,,,,,,,,,
18,A*,7,0.00065,,,,,,,,,,
18,A*,8,0.0007,,,,,,,,,,
18,A*,9,0.00035,,,,,,,,,,
18,A*,10,6.00E-05,,,,,,,,,,
18,A*,11,0.00025,,,,,,,,,,
18,A*,12,0.00072,,,,,,,,,,
18,A*,13,0.00024,,,,,,,,,,
18,A*,14,6.00E-05,,,,,,,,,,
18,A*,15,0.00012,,,,,,,,,,
18,A*,16,0.00022,,,,,,,,,,
18,A*,17,0.00017,,,,,,,,,,
19,A*,3,9.00E-05,,,,,,,,,,
19,A*,4,6.00E-05,,,,,,,,,,
19,A*,5,0.00029,,,,,,,,,,
19,A*,6,0.00018,,,,,,,,,,
19,A*,7,0.00091,,,,,,,,,,
19,A*,8,0.00098,,,,,,,,,,
19,A*,9,0.00012,,,,,,,,,,
19,A*,10,0.00125,,,,,,,,,,
19,A*,11,0.00104,,,,,,,,,,
19,A*,12,8.00E-05,,,,,,,,,,
20,A*,3,6.00E-05,,,,,,,,,,
20,A*,4,0.00073,,,,,,,,,,
20,A*,5,0.00032,,,,,,,,,,
20,A*,6,0.00121,,,,,,,,,,
20,A*,7,0.00048,,,,,,,,,,
20,A*,8,0.00141,,,,,,,,,,
20,A*,9,0.00114,,,,,,,,,,
20,A*,10,0.00122,,,,,,,,,,
20,A*,11,0.00064,,,,,,,,,,
20,A*,12,0.0005,,,,,,,,,,
20,A*,13,0.00085,,,,,,,,,,
20,A*,14,0.0023,,,,,,,,,,
20,A*,15,0.00137,,,,,,,,,,
20,A*,16,0.00039,,,,,,,,,,
20,A*,17,3.00E-05,,,,,,,,,,
20,A*,18,0.00066,,,,,,,,,,
20,A*,19,0.0008,,,,,,,,,,
20,A*,20,0.00096,,,,,,,,,,
20,A*,21,0.00025,,,,,,,,,,
20,A*,22,0.00017,,,,,,,,,,
20,A*,23,0.00025,,,,,,,,,,
20,A*,24,0.00153,,,,,,,,,,
20,A*,25,0.00011,,,,,,,,,,
20,A*,26,0.00053,,,,,,,,,,
20,A*,27,0.0011,,,,,,,,,,
20,A*,28,0.00021,,,,,,,,,,
20,A*,29,0.00073,,,,,,,,,,
20,A*,30,0.00025,,,,,,,,,,
20,A*,31,0.00051,,,,,,,,,,
20,A*,32,6.00E-05,,,,,,,,,,
21,A*,3,6.00E-05,,,,,,,,,,
21,A*,4,0.00021,,,,,,,,,,
21,A*,5,0.00064,,,,,,,,,,
21,A*,6,0.00074,,,,,,,,,,
21,A*,7,0.00054,,,,,,,,,,
21,A*,8,0.00012,,,,,,,,,,
21,A*,9,0.0003,,,,,,,,,,
21,A*,10,0.00056,,,,,,,,,,
21,A*,11,0.00017,,,,,,,,,,
21,A*,12,0.00183,,,,,,,,,,
21,A*,13,0.0017,,,,,,,,,,
21,A*,14,0.00032,,,,,,,,,,
21,A*,15,0.00159,,,,,,,,,,
21,A*,16,0.0004,,,,,,,,,,
21,A*,17,0.00111,,,,,,,,,,
21,A*,18,0.00117,,,,,,,,,,
21,A*,19,0.00058,,,,,,,,,,
21,A*,20,0.00044,,,,,,,,,,
21,A*,21,0.00016,,,,,,,,,,
21,A*,22,0.00012,,,,,,,,,,
21,A*,23,0.00193,,,,,,,,,,
21,A*,24,0.00227,,,,,,,,,,
21,A*,25,0.00035,,,,,,,,,,
21,A*,26,0.0003,,,,,,,,,,
21,A*,27,0.00017,,,,,,,,,,
21,A*,28,0.00029,,,,,,,,,,
21,A*,29,0.00015,,,,,,,,,,
21,A*,30,0.00031,,,,,,,,,,
21,A*,31,0.00013,,,,,,,,,,
22,A*,3,8.00E-05,,,,,,,,,,
22,A*,4,9.00E-05,,,,,,,,,,
22,A*,5,7.00E-05,,,,,,,,,,
22,A*,6,0.00103,,,,,,,,,,
22,A*,7,0.00071,,,,,,,,,,
22,A*,8,0.00011,,,,,,,,,,
22,A*,9,0.0012,,,,,,,,,,
22,A*,10,0.00055,,,,,,,,,,
22,A*,11,0.00019,,,,,,,,,,
22,A*,12,1.00E-05,,,,,,,,,,
22,A*,13,0.00099,,,,,,,,,,
22,A*,14,0.0018,,,,,,,,,,
23,A*,3,0.0002,,,,,,,,,,
23,A*,4,0.00041,,,,,,,,,,
23,A*,5,0.00163,,,,,,,,,,
23,A*,6,0.0006,,,,,,,,,,
23,A*,7,0.00031,,,,,,,,,,
23,A*,8,0.00058,,,,,,,,,,
23,A*,9,0.00098,,,,,,,,,,
23,A*,10,0.00134,,,,,,,,,,
23,A*,11,0.00029,,,,,,,,,,
23,A*,12,0.00017,,,,,,,,,,
23,A*,13,0.00024,,,,,,,,,,
23,A*,14,0.00023,,,,,,,,,,
