Attempt,Algorithm,Length,Time
192,BFS,7,0.00189
192,BFS,8,0.00218
192,BFS,9,0.00176
192,BFS,10,0.00538
192,BFS,11,0.00366
192,BFS,12,0.00849
192,BFS,13,0.00423
192,BFS,14,0.00783
192,BFS,15,0.00392
192,BFS,16,0.00429
192,BFS,17,0.00011
192,BFS,18,0.0034
192,BFS,19,0.00385
192,BFS,20,0.00264
192,BFS,21,0.01591
192,BFS,22,0.0007
192,BFS,23,0.03207
192,BFS,24,0.00383
192,BFS,25,0.00157
192,BFS,26,0.00217
192,BFS,27,0.00038
192,BFS,28,0.00017
192,BFS,29,0.00096
192,BFS,30,0.00024
192,BFS,31,0.0049
192,BFS,32,0.00346
192,BFS,33,0.00215
192,BFS,34,0.00212
192,BFS,35,0.00102
192,BFS,36,0.01604
192,BFS,37,0.00643
192,BFS,38,0.00424
192,BFS,39,0.00111
192,BFS,40,0.00346
192,BFS,41,0.00728
192,BFS,42,0.00174
192,BFS,43,0.00692
192,BFS,44,0.00076
192,BFS,45,0.00022
192,BFS,46,0.01178
192,BFS,47,0.00913
192,BFS,48,0.03105
192,BFS,49,0.00063
192,BFS,50,0.0025
192,BFS,51,0.01157
192,BFS,52,0.00112
192,BFS,53,3.00E-05
192,BFS,54,0.0113
192,BFS,55,0.00023
192,BFS,56,0.01859
192,BFS,57,0.00472
192,BFS,58,0.00083
192,BFS,59,0.00816
192,BFS,60,0.00015
192,BFS,61,0.00335
192,BFS,62,0.00043
192,BFS,63,0.00545
192,BFS,64,2.00E-05
192,BFS,65,0.00515
192,BFS,66,0.00192
192,BFS,67,0.00266
192,BFS,68,0.01274
193,BFS,3,0.00057
193,BFS,4,0.00656
193,BFS,5,0.00029
193,BFS,6,0.00012
193,BFS,7,3.00E-05
193,BFS,8,0.00967
193,BFS,9,0.00565
193,BFS,10,0.00056
193,BFS,11,0.01217
193,BFS,12,0.00132
193,BFS,13,0.01625
193,BFS,14,0.00029
193,BFS,15,0.02103
193,BFS,16,0.00273
193,BFS,17,0.00281
193,BFS,18,0.00839
193,BFS,19,0.01017
193,BFS,20,0.00258
193,BFS,21,0.00538
193,BFS,22,0.03367
193,BFS,23,0.01114
193,BFS,24,0.00042
193,BFS,25,0.00689
193,BFS,26,0.01154
193,BFS,27,0.00162
193,BFS,28,0.00448
193,BFS,29,0.00921
193,BFS,30,0.00071
193,BFS,31,5.00E-05
193,BFS,32,0.00159
193,BFS,33,0.00377
193,BFS,34,0.00184
193,BFS,35,0.00469
193,BFS,36,0.00415
193,BFS,37,0.00533
193,BFS,38,0.00011
193,BFS,39,0.00481
193,BFS,40,0.00075
193,BFS,41,0.00024
193,BFS,42,5.00E-05
193,BFS,43,0.0107
193,BFS,44,0.00318
193,BFS,45,2.00E-05
193,BFS,46,0.0104
193,BFS,47,0.00261
193,BFS,48,2.00E-05
193,BFS,49,0.00037
193,BFS,50,0.00024
193,BFS,51,0.01841
193,BFS,52,0.00654
193,BFS,53,0.00761
193,BFS,54,0.00152
193,BFS,55,0.00096
193,BFS,56,0.00093
193,BFS,57,0.00971
193,BFS,58,0.00029
193,BFS,59,0.00537
193,BFS,60,0.00604
193,BFS,61,0.00526
193,BFS,62,0.00881
193,BFS,63,0.00151
193,BFS,64,0.00053
193,BFS,65,0.01231
193,BFS,66,2.00E-05
193,BFS,67,0.00362
193,BFS,68,0.00711
193,BFS,69,0.00138
193,BFS,70,0.00081
193,BFS,71,0.02528
193,BFS,72,0.00149
193,BFS,73,0.00795
193,BFS,74,0.00177
193,BFS,75,0.00334
193,BFS,76,0.00072
193,BFS,77,0.00539
193,BFS,78,5.00E-05
193,BFS,79,0.005
193,BFS,80,3.00E-05
193,BFS,81,0.00075
194,BFS,3,0.00022
194,BFS,4,0.00022
194,BFS,5,0.00094
194,BFS,6,5.00E-05
194,BFS,7,0.00804
194,BFS,8,0.00011
194,BFS,9,0.00913
194,BFS,10,0.00237
194,BFS,11,0.00035
194,BFS,12,0.00556
194,BFS,13,0.01253
194,BFS,14,0.00944
194,BFS,15,0.00118
194,BFS,16,0.00126
194,BFS,17,0.00874
194,BFS,18,0.00492
194,BFS,19,0.01061
194,BFS,20,0.00582
194,BFS,21,0.00312
194,BFS,22,0.00042
194,BFS,23,0.00617
194,BFS,24,0.00451
194,BFS,25,0.00047
194,BFS,26,0.00165
194,BFS,27,0.00264
194,BFS,28,0.01007
194,BFS,29,0.00209
194,BFS,30,0.00028
194,BFS,31,0.0034
194,BFS,32,0.00278
194,BFS,33,0.0144
194,BFS,34,0.00234
194,BFS,35,0.00033
194,BFS,36,0.00029
194,BFS,37,0.00221
194,BFS,38,0.00953
194,BFS,39,0.00817
194,BFS,40,4.00E-05
194,BFS,41,0.0098
194,BFS,42,0.00778
194,BFS,43,0.00464
194,BFS,44,0.00058
194,BFS,45,0.00238
194,BFS,46,0.01127
194,BFS,47,0.00353
194,BFS,48,0.00403
194,BFS,49,0.00374
194,BFS,50,0.00165
194,BFS,51,0.00356
194,BFS,52,0.00022
194,BFS,53,0.00648
194,BFS,54,0.00144
194,BFS,55,0.00116
194,BFS,56,0.00229
194,BFS,57,0.00074
194,BFS,58,0.00554
194,BFS,59,0.00046
194,BFS,60,0.00165
195,BFS,3,0.0001
195,BFS,4,1.00E-05
195,BFS,5,0.00517
195,BFS,6,0.0011
195,BFS,7,0.00489
195,BFS,8,0.00024
195,BFS,9,0.00571
195,BFS,10,0.00025
195,BFS,11,0.00146
195,BFS,12,0.00287
195,BFS,13,0.00267
195,BFS,14,0.00026
195,BFS,15,0.01404
195,BFS,16,0.00613
195,BFS,17,0.00259
195,BFS,18,0.0019
195,BFS,19,0.00012
195,BFS,20,0.0062
195,BFS,21,0.00815
195,BFS,22,0.00629
195,BFS,23,0.00413
195,BFS,24,0.00289
195,BFS,25,0.0007
195,BFS,26,0.00826
195,BFS,27,0.00132
195,BFS,28,0.00471
195,BFS,29,0.01019
195,BFS,30,0.00859
195,BFS,31,0.00357
195,BFS,32,0.00933
195,BFS,33,0.00197
195,BFS,34,0.00569
195,BFS,35,0.00714
195,BFS,36,0.00043
195,BFS,37,0.00171
195,BFS,38,0.00021
195,BFS,39,0.01229
195,BFS,40,0.00072
195,BFS,41,0.00548
195,BFS,42,0.00837
195,BFS,43,0.00034
195,BFS,44,0.00101
195,BFS,45,0.01323
195,BFS,46,0.00155
195,BFS,47,0.00174
196,BFS,3,0.00013
196,BFS,4,0.00925
196,BFS,5,0.00042
196,BFS,6,0.00115
196,BFS,7,0.00115
196,BFS,8,0.01013
196,BFS,9,0.01252
196,BFS,10,0.00994
196,BFS,11,0.00486
196,BFS,12,0.00083
196,BFS,13,0.00081
196,BFS,14,0.00041
196,BFS,15,0.00344
196,BFS,16,0.00023
196,BFS,17,0.00888
196,BFS,18,0.01058
196,BFS,19,0.00272
196,BFS,20,0.00227
196,BFS,21,0.00157
196,BFS,22,0.00046
196,BFS,23,0.00036
196,BFS,24,0.0025
196,BFS,25,0.00491
196,BFS,26,0.0076
196,BFS,27,0.00183
196,BFS,28,0.00594
196,BFS,29,0.00189
196,BFS,30,0.00683
196,BFS,31,0.00025
196,BFS,32,0.00997
196,BFS,33,0.00165
196,BFS,34,0.00885
196,BFS,35,0.00952
196,BFS,36,0.0069
196,BFS,37,6.00E-05
196,BFS,38,0.00024
196,BFS,39,0.00957
196,BFS,40,0.00328
196,BFS,41,0.0023
196,BFS,42,0.00012
196,BFS,43,0.00019
196,BFS,44,0.00388
196,BFS,45,0.00062
196,BFS,46,0.00567
196,BFS,47,0.01164
196,BFS,48,0.00118
196,BFS,49,0.01293
196,BFS,50,0.00222
196,BFS,51,0.00475
196,BFS,52,0.00066
196,BFS,53,0.00119
196,BFS,54,0.00209
196,BFS,55,0.01001
196,BFS,56,0.00211
196,BFS,57,0.00163
196,BFS,58,0.014
196,BFS,59,0.0142
197,BFS,3,0.00053
197,BFS,4,0.00808
197,BFS,5,0.00381
197,BFS,6,0.00064
197,BFS,7,0.00108
197,BFS,8,0.0132
197,BFS,9,0.00732
197,BFS,10,0.00257
197,BFS,11,0.00055
197,BFS,12,0.00562
197,BFS,13,0.00295
197,BFS,14,0.00175
197,BFS,15,0.00289
197,BFS,16,0.0021
197,BFS,17,0.004
197,BFS,18,0.00505
197,BFS,19,0.00701
197,BFS,20,0.01492
197,BFS,21,0.0231
197,BFS,22,0.00293
197,BFS,23,0.00092
197,BFS,24,0.00971
197,BFS,25,0.00582
197,BFS,26,0.0005
197,BFS,27,0.00647
197,BFS,28,0.00236
197,BFS,29,0.01489
197,BFS,30,0.01184
197,BFS,31,0.00078
197,BFS,32,0.00311
197,BFS,33,0.00019
197,BFS,34,0.00254
197,BFS,35,0.00349
197,BFS,36,0.00097
197,BFS,37,0.00535
197,BFS,38,0.00382
197,BFS,39,0.00049
197,BFS,40,9.00E-05
197,BFS,41,0.00851
197,BFS,42,0.00844
197,BFS,43,0.00097
197,BFS,44,0.00243
197,BFS,45,0.00396
197,BFS,46,0.01144
197,BFS,47,0.00078
197,BFS,48,0.0047
197,BFS,49,0.0028
197,BFS,50,0.01195
197,BFS,51,0.00108
197,BFS,52,0.01265
197,BFS,53,0.0017
197,BFS,54,0.00167
197,BFS,55,0.00094
197,BFS,56,0.01262
197,BFS,57,0.00171
197,BFS,58,0.00481
197,BFS,59,0.00451
197,BFS,60,0.00346
197,BFS,61,0.00071
197,BFS,62,0.00091
197,BFS,63,0.00057
197,BFS,64,0.00179
197,BFS,65,5.00E-05
197,BFS,66,0.0015
197,BFS,67,0.00151
197,BFS,68,0.00921
197,BFS,69,0.00538
198,BFS,3,8.00E-05
198,BFS,4,0.0034
198,BFS,5,0.00149
198,BFS,6,0.00214
198,BFS,7,0.00699
198,BFS,8,0.00641
198,BFS,9,0.00265
198,BFS,10,0.00046
198,BFS,11,0.01457
198,BFS,12,0.00013
198,BFS,13,0.00825
198,BFS,14,0.00447
198,BFS,15,0.00058
198,BFS,16,0.01305
198,BFS,17,0.00028
198,BFS,18,0.00584
198,BFS,19,0.01144
198,BFS,20,0.00145
198,BFS,21,0.00286
198,BFS,22,0.00951
198,BFS,23,0.00194
198,BFS,24,0.00338
198,BFS,25,0.00115
198,BFS,26,0.00207
198,BFS,27,0.00933
198,BFS,28,0.00199
198,BFS,29,0.00161
198,BFS,30,0.00011
198,BFS,31,0.00134
198,BFS,32,0.00038
198,BFS,33,0.01472
198,BFS,34,0.00148
198,BFS,35,0.00067
198,BFS,36,0.00634
198,BFS,37,0.00137
198,BFS,38,0.00289
198,BFS,39,0.00458
198,BFS,40,0.0064
198,BFS,41,0.01003
199,BFS,3,0.00034
199,BFS,4,0.00372
199,BFS,5,0.00804
199,BFS,6,0.00385
199,BFS,7,0.00423
199,BFS,8,0.00583
199,BFS,9,0.00631
199,BFS,10,0.00628
199,BFS,11,0.00566
199,BFS,12,0.00817
199,BFS,13,0.00392
199,BFS,14,0.00114
199,BFS,15,2.00E-05
199,BFS,16,0.00014
199,BFS,17,0.00266
199,BFS,18,0.00956
199,BFS,19,0.00065
199,BFS,20,0.00048
199,BFS,21,0.00141
199,BFS,22,0.00326
199,BFS,23,0.00179
199,BFS,24,0.00177
199,BFS,25,0.0033
199,BFS,26,0.01092
199,BFS,27,2.00E-05
199,BFS,28,0.01038
199,BFS,29,0.00265
199,BFS,30,0.00095
199,BFS,31,0.00085
199,BFS,32,0.00224
199,BFS,33,0.00062
199,BFS,34,0.00977
199,BFS,35,0.0074
199,BFS,36,0.0001
199,BFS,37,0.01483
199,BFS,38,0.00176
199,BFS,39,0.00268
199,BFS,40,0.01509
199,BFS,41,0.00295
199,BFS,42,0.00048
199,BFS,43,0.00784
199,BFS,44,0.00392
199,BFS,45,0.00191
199,BFS,46,0.00343
199,BFS,47,0.00089
199,BFS,48,0.0142
199,BFS,49,0.00282
199,BFS,50,0.00266
199,BFS,51,0.01433
199,BFS,52,0.00449
199,BFS,53,0.01998
199,BFS,54,0.00586
199,BFS,55,6.00E-05
199,BFS,56,0.00061
199,BFS,57,0.01704
199,BFS,58,0.00117
200,BFS,3,0.00038
200,BFS,4,0.00598
200,BFS,5,0.00389
200,BFS,6,0.01063
200,BFS,7,4.00E-05
200,BFS,8,0.00025
200,BFS,9,0.0089
200,BFS,10,0.00153
200,BFS,11,0.00238
200,BFS,12,0.00214
200,BFS,13,0.00868
200,BFS,14,0.00037
200,BFS,15,0.0005
200,BFS,16,0.0106
200,BFS,17,0.00876
200,BFS,18,0.00024
200,BFS,19,0.00039
200,BFS,20,0.00108
200,BFS,21,0.00687
200,BFS,22,0.00231
200,BFS,23,0.00835
200,BFS,24,4.00E-05
200,BFS,25,0.00487
200,BFS,26,0.01611
200,BFS,27,0.01086
200,BFS,28,0.00517
200,BFS,29,0.00578
200,BFS,30,0.00232
200,BFS,31,0.01046
200,BFS,32,0.02065
200,BFS,33,0.00364
200,BFS,34,0.00173
200,BFS,35,0.00036
200,BFS,36,0.00221
200,BFS,37,0.00026
200,BFS,38,0.00643
200,BFS,39,0.00265
200,BFS,40,0.00776
1,Dijkstra,3,0.00018
1,Dijkstra,4,0.00183
1,Dijkstra,5,0.00759
1,Dijkstra,6,0.01312
1,Dijkstra,7,0.03147
1,Dijkstra,8,0.00831
1,Dijkstra,9,0.01737
1,Dijkstra,10,0.00459
1,Dijkstra,11,0.01679
1,Dijkstra,12,0.00867
1,Dijkstra,13,0.00354
1,Dijkstra,14,0.00782
1,Dijkstra,15,0.02289
1,Dijkstra,16,0.01023
1,Dijkstra,17,0.00695
1,Dijkstra,18,0.01415
1,Dijkstra,19,0.0182
1,Dijkstra,20,0.02829
1,Dijkstra,21,0.012
1,Dijkstra,22,0.0045
1,Dijkstra,23,0.00486
1,Dijkstra,24,0.0124
1,Dijkstra,25,0.01348
1,Dijkstra,26,0.00513
1,Dijkstra,27,0.00021
1,Dijkstra,28,0.00024
1,Dijkstra,29,0.01217
1,Dijkstra,30,0.04076
1,Dijkstra,31,0.01218
1,Dijkstra,32,0.00064
1,Dijkstra,33,0.00152
1,Dijkstra,34,0.00026
1,Dijkstra,35,0.01453
1,Dijkstra,36,0.01395
1,Dijkstra,37,0.00033
1,Dijkstra,38,0.00087
1,Dijkstra,39,0.03997
1,Dijkstra,40,0.01303
1,Dijkstra,41,0.01739
1,Dijkstra,42,0.00139
1,Dijkstra,43,0.00422
1,Dijkstra,44,0.00018
1,Dijkstra,45,0.00513
1,Dijkstra,46,0.00205
1,Dijkstra,47,0.01486
1,Dijkstra,48,0.01121
1,Dijkstra,49,0.00201
1,Dijkstra,50,0.03285
1,Dijkstra,51,0.00699
1,Dijkstra,52,0.00046
1,Dijkstra,53,0.03182
1,Dijkstra,54,0.00326
1,Dijkstra,55,0.04601
1,Dijkstra,56,0.03788
2,Dijkstra,3,0.00101
2,Dijkstra,4,0.00364
2,Dijkstra,5,0.02019
2,Dijkstra,6,0.01039
2,Dijkstra,7,0.00367
2,Dijkstra,8,0.01357
2,Dijkstra,9,0.01228
2,Dijkstra,10,0.01746
2,Dijkstra,11,0.0107
2,Dijkstra,12,0.00313
2,Dijkstra,13,0.00771
2,Dijkstra,14,0.01246
2,Dijkstra,15,0.03257
2,Dijkstra,16,0.00784
2,Dijkstra,17,0.00231
2,Dijkstra,18,0.00652
2,Dijkstra,19,0.01799
2,Dijkstra,20,0.00264
2,Dijkstra,21,0.00216
2,Dijkstra,22,0.0122
2,Dijkstra,23,0.0067
2,Dijkstra,24,0.00021
2,Dijkstra,25,0.02119
2,Dijkstra,26,0.00174
2,Dijkstra,27,0.01723
2,Dijkstra,28,0.00047
2,Dijkstra,29,0.002
2,Dijkstra,30,0.00351
2,Dijkstra,31,0.00088
3,Dijkstra,3,0.00092
3,Dijkstra,4,0.01193
3,Dijkstra,5,0.01125
3,Dijkstra,6,0.00096
3,Dijkstra,7,0.00198
3,Dijkstra,8,0.01954
3,Dijkstra,9,0.00788
3,Dijkstra,10,0.02807
3,Dijkstra,11,0.00918
3,Dijkstra,12,0.00213
3,Dijkstra,13,0.0009
3,Dijkstra,14,0.0258
3,Dijkstra,15,0.00695
3,Dijkstra,16,0.0001
3,Dijkstra,17,0.00213
3,Dijkstra,18,0.02981
3,Dijkstra,19,0.00996
3,Dijkstra,20,0.01496
3,Dijkstra,21,0.02893
3,Dijkstra,22,0.01552
3,Dijkstra,23,0.02891
3,Dijkstra,24,0.01518
3,Dijkstra,25,0.01355
3,Dijkstra,26,0.0009
3,Dijkstra,27,0.03164
3,Dijkstra,28,0.01082
3,Dijkstra,29,0.00333
3,Dijkstra,30,0.00369
3,Dijkstra,31,0.0009
3,Dijkstra,32,0.00232
3,Dijkstra,33,0.00025
3,Dijkstra,34,0.00268
3,Dijkstra,35,0.02073
3,Dijkstra,36,0.00209
3,Dijkstra,37,0.00496
3,Dijkstra,38,0.00159
3,Dijkstra,39,0.0046
3,Dijkstra,40,0.00286
3,Dijkstra,41,0.00848
3,Dijkstra,42,0.00118
3,Dijkstra,43,4.00E-05
3,Dijkstra,44,0.00305
3,Dijkstra,45,0.04594
3,Dijkstra,46,0.00235
3,Dijkstra,47,0.04838
3,Dijkstra,48,0.02263
3,Dijkstra,49,0.00196
3,Dijkstra,50,0.0023
3,Dijkstra,51,0.00124
3,Dijkstra,52,0.00772
3,Dijkstra,53,0.01842
3,Dijkstra,54,0.0027
3,Dijkstra,55,0.03618
3,Dijkstra,56,0.00406
3,Dijkstra,57,0.0169
3,Dijkstra,58,0.00712
3,Dijkstra,59,0.00405
3,Dijkstra,60,8.00E-05
3,Dijkstra,61,0.00968
3,Dijkstra,62,0.00056
3,Dijkstra,63,0.0137
3,Dijkstra,64,0.0023
3,Dijkstra,65,0.04401
3,Dijkstra,66,4.00E-05
3,Dijkstra,67,0.00619
4,Dijkstra,3,0.00103
4,Dijkstra,4,0.03542
4,Dijkstra,5,0.0016
4,Dijkstra,6,0.01418
4,Dijkstra,7,0.00467
4,Dijkstra,8,0.02415
4,Dijkstra,9,4.00E-05
4,Dijkstra,10,0.02749
4,Dijkstra,11,0.0015
4,Dijkstra,12,0.00522
4,Dijkstra,13,0.01591
4,Dijkstra,14,0.00227
4,Dijkstra,15,0.00465
4,Dijkstra,16,0.00885
4,Dijkstra,17,0.01533
4,Dijkstra,18,0.0022
4,Dijkstra,19,0.00158
4,Dijkstra,20,0.02757
4,Dijkstra,21,0.04771
4,Dijkstra,22,0.02073
4,Dijkstra,23,0.00159
4,Dijkstra,24,0.00442
4,Dijkstra,25,0.01484
4,Dijkstra,26,0.00063
4,Dijkstra,27,0.00046
4,Dijkstra,28,0.00056
4,Dijkstra,29,0.00446
4,Dijkstra,30,0.0322
4,Dijkstra,31,0.01446
4,Dijkstra,32,0.0299
4,Dijkstra,33,0.0097
4,Dijkstra,34,0.00084
4,Dijkstra,35,9.00E-05
4,Dijkstra,36,0.00266
4,Dijkstra,37,0.0169
4,Dijkstra,38,0.01451
4,Dijkstra,39,2.00E-05
4,Dijkstra,40,0.00774
4,Dijkstra,41,0.00439
4,Dijkstra,42,0.00574
4,Dijkstra,43,0.00087
4,Dijkstra,44,0.01599
4,Dijkstra,45,0.00198
4,Dijkstra,46,0.03894
4,Dijkstra,47,0.00098
4,Dijkstra,48,0.00656
4,Dijkstra,49,0.01749
4,Dijkstra,50,0.00751
4,Dijkstra,51,0.00184
4,Dijkstra,52,0.00811
4,Dijkstra,53,0.0004
4,Dijkstra,54,0.0002
4,Dijkstra,55,0.01677
4,Dijkstra,56,0.01603
4,Dijkstra,57,0.01792
4,Dijkstra,58,0.00361
4,Dijkstra,59,0.00049
5,Dijkstra,3,0.00015
5,Dijkstra,4,0.00089
5,Dijkstra,5,0.0134
5,Dijkstra,6,0.01438
5,Dijkstra,7,0.01191
5,Dijkstra,8,0.00978
5,Dijkstra,9,0.02877
5,Dijkstra,10,0.01686
5,Dijkstra,11,0.02349
5,Dijkstra,12,0.02328
5,Dijkstra,13,0.00485
5,Dijkstra,14,0.00249
5,Dijkstra,15,0.02441
5,Dijkstra,16,0.0062
5,Dijkstra,17,0.01685
5,Dijkstra,18,0.00909
5,Dijkstra,19,0.01037
5,Dijkstra,20,0.0126
5,Dijkstra,21,0.0045
5,Dijkstra,22,0.01439
5,Dijkstra,23,0.00294
5,Dijkstra,24,0.00086
5,Dijkstra,25,0.02019
5,Dijkstra,26,0.01213
5,Dijkstra,27,0.01505
5,Dijkstra,28,0.00015
5,Dijkstra,29,0.00215
5,Dijkstra,30,0.00591
5,Dijkstra,31,0.00418
5,Dijkstra,32,0.00438
5,Dijkstra,33,0.00015
5,Dijkstra,34,0.0045
5,Dijkstra,35,0.01313
5,Dijkstra,36,0.00141
5,Dijkstra,37,0.02708
5,Dijkstra,38,0.00791
5,Dijkstra,39,0.03505
5,Dijkstra,40,0.03653
5,Dijkstra,41,0.00351
5,Dijkstra,42,0.00067
5,Dijkstra,43,0.03262
5,Dijkstra,44,0.01496
5,Dijkstra,45,0.00468
5,Dijkstra,46,0.00953
5,Dijkstra,47,0.00765
5,Dijkstra,48,0.0164
5,Dijkstra,49,0.01816
5,Dijkstra,50,0.00887
5,Dijkstra,51,0.00955
5,Dijkstra,52,0.00494
6,Dijkstra,3,0.00089
6,Dijkstra,4,0.00719
6,Dijkstra,5,0.00635
6,Dijkstra,6,0.03141
6,Dijkstra,7,0.00322
6,Dijkstra,8,0.00401
6,Dijkstra,9,0.00328
6,Dijkstra,10,9.00E-05
6,Dijkstra,11,0.00091
6,Dijkstra,12,0.01451
6,Dijkstra,13,0.01143
6,Dijkstra,14,0.02125
6,Dijkstra,15,0.00144
6,Dijkstra,16,0.00795
6,Dijkstra,17,0.00064
6,Dijkstra,18,0.00759
6,Dijkstra,19,0.00155
6,Dijkstra,20,0.00066
7,Dijkstra,3,0.00015
7,Dijkstra,4,0.01463
7,Dijkstra,5,0.00063
7,Dijkstra,6,0.02504
7,Dijkstra,7,0.00889
7,Dijkstra,8,0.00027
7,Dijkstra,9,0.00587
7,Dijkstra,10,0.00776
7,Dijkstra,11,0.02749
7,Dijkstra,12,0.01821
7,Dijkstra,13,0.00709
7,Dijkstra,14,0.0049
7,Dijkstra,15,0.00628
7,Dijkstra,16,0.00272
7,Dijkstra,17,0.00799
7,Dijkstra,18,0.00737
7,Dijkstra,19,0.00805
7,Dijkstra,20,0.00033
7,Dijkstra,21,0.02445
7,Dijkstra,22,0.00018
7,Dijkstra,23,0.0004
7,Dijkstra,24,0.00071
7,Dijkstra,25,0.00039
7,Dijkstra,26,0.00803
7,Dijkstra,27,0.00036
7,Dijkstra,28,0.01737
7,Dijkstra,29,0.01122
7,Dijkstra,30,0.00828
7,Dijkstra,31,0.00145
7,Dijkstra,32,0.00012
7,Dijkstra,33,0.02466
7,Dijkstra,34,0.01757
7,Dijkstra,35,0.00419
7,Dijkstra,36,0.00386
7,Dijkstra,37,0.006
7,Dijkstra,38,0.005
7,Dijkstra,39,0.00975
7,Dijkstra,40,0.00206
7,Dijkstra,41,0.01787
7,Dijkstra,42,0.00488
7,Dijkstra,43,0.00301
7,Dijkstra,44,0.02158
7,Dijkstra,45,0.00019
7,Dijkstra,46,0.0001
7,Dijkstra,47,0.02075
7,Dijkstra,48,0.01757
7,Dijkstra,49,0.00106
7,Dijkstra,50,0.02578
7,Dijkstra,51,0.02095
7,Dijkstra,52,0.02797
7,Dijkstra,53,0.00129
7,Dijkstra,54,0.00191
7,Dijkstra,55,0.00056
7,Dijkstra,56,0.02646
7,Dijkstra,57,0.00309
7,Dijkstra,58,0.01847
7,Dijkstra,59,0.00058
7,Dijkstra,60,0.00017
7,Dijkstra,61,0.00524
8,Dijkstra,3,0.00055
8,Dijkstra,4,0.00337
8,Dijkstra,5,0.00968
8,Dijkstra,6,0.00108
8,Dijkstra,7,0.01633
8,Dijkstra,8,0.00843
8,Dijkstra,9,0.00869
8,Dijkstra,10,0.0008
8,Dijkstra,11,0.00283
8,Dijkstra,12,0.01429
8,Dijkstra,13,0.02335
8,Dijkstra,14,0.02067
8,Dijkstra,15,0.01493
8,Dijkstra,16,0.00152
8,Dijkstra,17,0.03016
8,Dijkstra,18,0.00557
8,Dijkstra,19,0.00099
8,Dijkstra,20,0.05004
8,Dijkstra,21,0.0044
8,Dijkstra,22,0.00775
8,Dijkstra,23,0.00543
8,Dijkstra,24,0.00669
8,Dijkstra,25,0.0018
8,Dijkstra,26,0.0188
8,Dijkstra,27,0.01016
8,Dijkstra,28,0.00908
8,Dijkstra,29,0.02112
8,Dijkstra,30,0.01354
8,Dijkstra,31,0.00276
8,Dijkstra,32,0.00522
8,Dijkstra,33,0.01072
8,Dijkstra,34,0.00352
8,Dijkstra,35,0.00198
8,Dijkstra,36,0.03273
8,Dijkstra,37,0.00716
8,Dijkstra,38,0.00937
8,Dijkstra,39,0.00688
8,Dijkstra,40,0.00019
8,Dijkstra,41,0.00388
8,Dijkstra,42,0.01649
8,Dijkstra,43,0.00285
8,Dijkstra,44,0.00527
8,Dijkstra,45,0.01962
8,Dijkstra,46,0.00633
8,Dijkstra,47,0.00101
8,Dijkstra,48,0.00444
8,Dijkstra,49,0.00885
8,Dijkstra,50,0.00586
8,Dijkstra,51,0.00092
8,Dijkstra,52,0.00109
8,Dijkstra,53,0.00023
8,Dijkstra,54,0.00357
8,Dijkstra,55,0.00201
8,Dijkstra,56,0.00625
8,Dijkstra,57,0.01932
8,Dijkstra,58,0.0005
8,Dijkstra,59,0.00693
8,Dijkstra,60,0.00036
8,Dijkstra,61,8.00E-05
8,Dijkstra,62,0.00125
8,Dijkstra,63,0.00716
8,Dijkstra,64,0.01827
8,Dijkstra,65,0.00114
8,Dijkstra,66,0.00089
8,Dijkstra,67,0.00028
8,Dijkstra,68,0.00242
8,Dijkstra,69,0.0272
8,Dijkstra,70,0.00033
8,Dijkstra,71,0.00106
8,Dijkstra,72,0.02558
8,Dijkstra,73,0.00309
8,Dijkstra,74,0.03066
8,Dijkstra,75,0.0049
8,Dijkstra,76,1.00E-05
9,Dijkstra,3,0.00037
9,Dijkstra,4,0.01384
9,Dijkstra,5,0.01339
9,Dijkstra,6,0.00163
9,Dijkstra,7,0.00025
9,Dijkstra,8,0.01069
9,Dijkstra,9,0.00465
9,Dijkstra,10,0.00442
9,Dijkstra,11,0.00718
9,Dijkstra,12,0.00138
9,Dijkstra,13,0.01123
9,Dijkstra,14,0.00039
9,Dijkstra,15,0.03605
9,Dijkstra,16,0.00927
9,Dijkstra,17,0.01264
9,Dijkstra,18,0.01917
9,Dijkstra,19,0.0185
9,Dijkstra,20,0.00532
9,Dijkstra,21,0.00405
9,Dijkstra,22,0.00106
9,Dijkstra,23,0.00164
9,Dijkstra,24,0.01032
9,Dijkstra,25,0.00067
9,Dijkstra,26,0.01611
9,Dijkstra,27,0.00315
9,Dijkstra,28,0.00026
9,Dijkstra,29,0.00194
9,Dijkstra,30,0.01079
9,Dijkstra,31,0.00672
9,Dijkstra,32,0.02715
9,Dijkstra,33,0.01907
9,Dijkstra,34,0.00497
9,Dijkstra,35,0.00017
9,Dijkstra,36,0.02283
9,Dijkstra,37,0.00815
9,Dijkstra,38,0.00324
9,Dijkstra,39,8.00E-05
9,Dijkstra,40,0.00139
9,Dijkstra,41,0.00188
9,Dijkstra,42,0.00876
9,Dijkstra,43,0.00286
9,Dijkstra,44,0.00756
9,Dijkstra,45,8.00E-05
9,Dijkstra,46,0.00144
9,Dijkstra,47,0.00248
9,Dijkstra,48,0.00093
9,Dijkstra,49,0.01393
9,Dijkstra,50,0.0002
9,Dijkstra,51,0.00127
9,Dijkstra,52,0.0432
9,Dijkstra,53,0.00085
9,Dijkstra,54,0.01309
9,Dijkstra,55,0.00689
9,Dijkstra,56,0.00025
9,Dijkstra,57,0.01622
9,Dijkstra,58,0.00013
9,Dijkstra,59,0.00394
