Attempt,Algorithm,Length,Time
125,A*,49,0.0017
125,A*,50,0.007
125,A*,51,0.0035
125,A*,52,0.00242
125,A*,53,0.00144
125,A*,54,0.0026
125,A*,55,0.02391
125,A*,56,0.00113
125,A*,57,0.00255
125,A*,58,0.00046
125,A*,59,0.00902
125,A*,60,0.0083
125,A*,61,0.00112
125,A*,62,0.00048
125,A*,63,0.00092
125,A*,64,0.00128
125,A*,65,0.00519
126,A*,3,0.00095
126,A*,4,0.0186
126,A*,5,0.00701
126,A*,6,0.00026
126,A*,7,3.00E-05
126,A*,8,0.0006
126,A*,9,0.00118
126,A*,10,0.00178
126,A*,11,0.00271
126,A*,12,0.00178
126,A*,13,0.00536
126,A*,14,0.01271
126,A*,15,0.00022
126,A*,16,0.00401
126,A*,17,0.00535
126,A*,18,0.00763
126,A*,19,0.00581
126,A*,20,0.00377
126,A*,21,0.00301
126,A*,22,0.00105
126,A*,23,0.00109
126,A*,24,0.00072
126,A*,25,0.01043
126,A*,26,0.0023
126,A*,27,0.00032
126,A*,28,0.01524
126,A*,29,0.013
126,A*,30,0.03535
126,A*,31,0.00561
126,A*,32,0.00105
126,A*,33,0.00011
126,A*,34,0.00215
126,A*,35,0.00216
126,A*,36,0.00067
126,A*,37,0.00974
126,A*,38,0.0051
126,A*,39,0.00289
126,A*,40,0.00447
126,A*,41,0.00538
126,A*,42,0.00075
126,A*,43,0.00047
126,A*,44,0.0004
126,A*,45,0.00559
126,A*,46,0.00111
126,A*,47,0.00169
126,A*,48,0.01705
126,A*,49,0.01073
126,A*,50,0.00383
126,A*,51,0.00595
126,A*,52,0.00724
126,A*,53,0.00022
126,A*,54,0.01055
126,A*,55,0.00127
126,A*,56,0.00632
126,A*,57,0.00018
126,A*,58,0.01155
126,A*,59,0.00802
126,A*,60,0.00532
126,A*,61,0.00154
126,A*,62,0.02009
126,A*,63,0.00154
126,A*,64,0.03023
126,A*,65,0.00659
126,A*,66,4.00E-05
126,A*,67,0.00146
126,A*,68,0.00104
126,A*,69,7.00E-05
126,A*,70,0.00956
126,A*,71,0.01084
126,A*,72,0.00278
126,A*,73,6.00E-05
126,A*,74,0.00131
126,A*,75,0.00022
126,A*,76,0.00824
126,A*,77,0.00034
126,A*,78,0.00048
126,A*,79,0.00111
126,A*,80,0.00027
126,A*,81,0.00252
126,A*,82,0.00301
127,A*,3,0.0004
127,A*,4,0.00117
127,A*,5,0.00102
127,A*,6,0.00066
127,A*,7,0.00029
127,A*,8,0.00684
127,A*,9,0.00528
127,A*,10,0.00188
127,A*,11,0.00116
127,A*,12,0.00015
127,A*,13,0.0022
127,A*,14,0.0037
127,A*,15,0.01012
127,A*,16,0.00852
127,A*,17,0.00709
127,A*,18,0.00081
127,A*,19,0.00166
127,A*,20,0.00371
127,A*,21,0.00187
127,A*,22,0.00285
127,A*,23,0.00066
127,A*,24,0.00587
127,A*,25,0.0015
127,A*,26,0.00221
127,A*,27,0.00011
127,A*,28,0.0002
127,A*,29,0.00221
127,A*,30,0.00281
127,A*,31,0.0063
127,A*,32,0.00309
127,A*,33,0.02329
127,A*,34,0.00615
127,A*,35,0.00125
127,A*,36,0.00086
127,A*,37,0.00013
127,A*,38,0.00024
127,A*,39,0.00462
127,A*,40,0.01213
127,A*,41,0.00093
127,A*,42,0.0172
127,A*,43,0.00546
127,A*,44,0.01286
127,A*,45,0.00204
127,A*,46,0.01739
127,A*,47,0.00067
127,A*,48,0.00023
127,A*,49,0.0037
127,A*,50,0.00073
127,A*,51,0.00811
127,A*,52,0.00058
127,A*,53,0.00028
127,A*,54,0.00082
127,A*,55,0.00074
127,A*,56,0.00255
127,A*,57,0.00236
127,A*,58,0.00033
127,A*,59,0.01489
127,A*,60,0.01974
128,A*,3,0.00076
128,A*,4,0.00185
128,A*,5,0.0005
128,A*,6,0.00172
128,A*,7,0.00407
128,A*,8,0.00402
128,A*,9,0.00104
128,A*,10,0.00299
128,A*,11,0.00189
128,A*,12,0.00234
128,A*,13,0.00041
128,A*,14,0.00179
128,A*,15,0.00883
128,A*,16,0.00371
128,A*,17,0.00314
128,A*,18,0.01631
128,A*,19,0.00256
128,A*,20,0.00304
128,A*,21,0.00066
128,A*,22,0.00022
128,A*,23,0.00608
128,A*,24,0.0001
128,A*,25,0.00035
128,A*,26,0.00727
128,A*,27,0.00357
128,A*,28,0.00019
128,A*,29,0.0008
128,A*,30,0.01081
128,A*,31,0.00053
128,A*,32,0.00086
128,A*,33,0.00158
128,A*,34,0.02164
128,A*,35,0.00047
128,A*,36,0.00209
128,A*,37,0.00488
128,A*,38,0.00433
128,A*,39,0.00033
128,A*,40,0.00039
129,A*,3,0.00013
129,A*,4,0.00537
129,A*,5,0.0009
129,A*,6,0.01036
129,A*,7,0.02857
129,A*,8,0.0022
129,A*,9,0.00803
129,A*,10,0.01719
129,A*,11,0.00057
129,A*,12,0.0029
129,A*,13,0.00088
129,A*,14,0.00048
129,A*,15,0.00287
129,A*,16,0.00143
129,A*,17,5.00E-05
129,A*,18,0.0008
129,A*,19,0.00053
129,A*,20,0.00063
129,A*,21,0.00124
129,A*,22,0.0002
129,A*,23,0.00327
129,A*,24,0.00135
129,A*,25,0.00131
129,A*,26,0.0028
129,A*,27,0.00107
129,A*,28,0.00945
129,A*,29,0.00051
129,A*,30,0.00506
129,A*,31,0.00256
129,A*,32,0.00041
129,A*,33,0.00176
129,A*,34,0.01248
129,A*,35,0.00244
129,A*,36,0.00457
129,A*,37,0.0013
129,A*,38,0.00336
129,A*,39,0.00156
129,A*,40,0.00015
129,A*,41,0.00016
129,A*,42,0.0003
129,A*,43,0.00696
129,A*,44,0.00137
129,A*,45,0.00779
129,A*,46,0.0031
129,A*,47,0.00043
129,A*,48,0.00218
129,A*,49,0.00921
129,A*,50,0.00871
129,A*,51,0.00884
129,A*,52,0.00186
129,A*,53,0.11289
129,A*,54,0.01074
129,A*,55,0.00773
129,A*,56,0.00083
129,A*,57,0.00066
129,A*,58,0.00136
130,A*,3,0.00023
130,A*,4,0.00059
130,A*,5,0.00058
130,A*,6,0.00041
130,A*,7,0.00019
130,A*,8,0.00017
130,A*,9,0.00758
130,A*,10,0.01379
130,A*,11,3.00E-05
130,A*,12,0.00409
130,A*,13,0.00261
130,A*,14,0.01878
130,A*,15,0.0008
130,A*,16,0.00146
130,A*,17,0.00552
130,A*,18,0.00582
130,A*,19,0.00112
130,A*,20,0.00243
130,A*,21,0.00535
130,A*,22,0.00301
130,A*,23,0.00093
130,A*,24,0.00071
130,A*,25,0.00447
130,A*,26,0.00121
130,A*,27,0.00042
130,A*,28,0.00015
130,A*,29,0.0006
130,A*,30,0.00526
130,A*,31,0.00466
130,A*,32,0.01484
130,A*,33,0.00011
130,A*,34,0.003
130,A*,35,0.00265
130,A*,36,0.00627
130,A*,37,0.00104
130,A*,38,0.00466
130,A*,39,0.00024
130,A*,40,0.00626
130,A*,41,0.00273
130,A*,42,0.0165
130,A*,43,0.00668
130,A*,44,0.00333
130,A*,45,0.00111
130,A*,46,0.00018
130,A*,47,0.00212
130,A*,48,0.00283
130,A*,49,0.00184
130,A*,50,0.00041
130,A*,51,0.00012
130,A*,52,0.00164
130,A*,53,0.00147
130,A*,54,0.02792
130,A*,55,0.00023
130,A*,56,0.00295
130,A*,57,0.01486
130,A*,58,0.00063
130,A*,59,0.00111
130,A*,60,0.00382
130,A*,61,0.00608
130,A*,62,0.00735
130,A*,63,0.00573
130,A*,64,0.00071
130,A*,65,0.00029
130,A*,66,0.01013
130,A*,67,0.00045
130,A*,68,0.0027
130,A*,69,0.00028
130,A*,70,0.00102
130,A*,71,0.00492
130,A*,72,0.00187
130,A*,73,0.00054
130,A*,74,0.00181
130,A*,75,0.01763
130,A*,76,0.00549
130,A*,77,0.01398
130,A*,78,0.00036
130,A*,79,0.00081
130,A*,80,0.00072
130,A*,81,0.00048
131,A*,3,0.00043
131,A*,4,0.00118
131,A*,5,0.01157
131,A*,6,0.00142
131,A*,7,0.00389
131,A*,8,0.00143
131,A*,9,0.00049
131,A*,10,0.00011
131,A*,11,0.00032
131,A*,12,0.00631
131,A*,13,0.0004
131,A*,14,0.0016
131,A*,15,0.00105
131,A*,16,0.00038
131,A*,17,0.00267
131,A*,18,0.00044
131,A*,19,0.00957
131,A*,20,0.00052
131,A*,21,0.00049
132,A*,3,9.00E-05
132,A*,4,6.00E-05
132,A*,5,0.00014
132,A*,6,0.00011
132,A*,7,0.00075
132,A*,8,0.00315
132,A*,9,0.00577
132,A*,10,0.00033
132,A*,11,0.00049
132,A*,12,0.00016
132,A*,13,0.00339
132,A*,14,0.0003
132,A*,15,0.00212
132,A*,16,0.00438
132,A*,17,0.0149
132,A*,18,0.00245
132,A*,19,0.00085
132,A*,20,0.00061
132,A*,21,0.01323
132,A*,22,5.00E-05
132,A*,23,0.00312
132,A*,24,0.0032
132,A*,25,0.01701
132,A*,26,0.00318
132,A*,27,0.00233
132,A*,28,0.0012
132,A*,29,7.00E-05
132,A*,30,0.00043
132,A*,31,0.00065
132,A*,32,0.00222
132,A*,33,0.00261
132,A*,34,0.00682
132,A*,35,0.00132
132,A*,36,0.01715
132,A*,37,0.00025
132,A*,38,0.00046
133,A*,3,0.00016
133,A*,4,7.00E-05
133,A*,5,0.00155
133,A*,6,0.01494
133,A*,7,0.00177
133,A*,8,0.00358
133,A*,9,0.00136
133,A*,10,0.00132
133,A*,11,0.00836
133,A*,12,0.00056
133,A*,13,0.00058
133,A*,14,0.00209
133,A*,15,0.00098
133,A*,16,0.00037
133,A*,17,0.00038
133,A*,18,0.00145
133,A*,19,0.00205
133,A*,20,0.00019
133,A*,21,0.00578
133,A*,22,0.00064
133,A*,23,0.00082
133,A*,24,0.00073
133,A*,25,0.00073
133,A*,26,0.00165
133,A*,27,0.00142
133,A*,28,0.00201
133,A*,29,0.00811
133,A*,30,0.00101
133,A*,31,0.0009
133,A*,32,0.00068
133,A*,33,0.00725
133,A*,34,0.00298
133,A*,35,0.00039
133,A*,36,0.00257
133,A*,37,0.00079
133,A*,38,0.00011
133,A*,39,0.00563
133,A*,40,0.00178
133,A*,41,0.0011
133,A*,42,0.01566
133,A*,43,0.0018
133,A*,44,0.01542
133,A*,45,0.00389
133,A*,46,0.0024
133,A*,47,0.00427
133,A*,48,0.0009
133,A*,49,0.0006
133,A*,50,7.00E-05
133,A*,51,0.00264
133,A*,52,0.00145
133,A*,53,0.00561
133,A*,54,2.00E-05
133,A*,55,0.00019
134,A*,3,0.00056
134,A*,4,0.01085
134,A*,5,0.00178
134,A*,6,0.00033
134,A*,7,0.00114
134,A*,8,0.0081
134,A*,9,0.00405
134,A*,10,0.00437
134,A*,11,0.00198
134,A*,12,0.00048
134,A*,13,0.00295
134,A*,14,0.00211
134,A*,15,0.02597
134,A*,16,0.00635
134,A*,17,0.00379
134,A*,18,0.00381
134,A*,19,0.00862
134,A*,20,0.00102
134,A*,21,0.01502
134,A*,22,0.00533
134,A*,23,0.00058
134,A*,24,0.00229
134,A*,25,0.00037
134,A*,26,0.006
134,A*,27,0.001
134,A*,28,0.00194
134,A*,29,0.00401
134,A*,30,0.00071
134,A*,31,0.00171
134,A*,32,0.0052
134,A*,33,0.00861
134,A*,34,0.0017
134,A*,35,0.0069
134,A*,36,9.00E-05
134,A*,37,0.00792
134,A*,38,0.00407
134,A*,39,0.00193
134,A*,40,0.00283
134,A*,41,0.00086
134,A*,42,0.00057
134,A*,43,0.01059
134,A*,44,0.00761
134,A*,45,0.00104
134,A*,46,0.00013
135,A*,3,7.00E-05
135,A*,4,0.00645
135,A*,5,0.00047
135,A*,6,0.00352
135,A*,7,0.00119
135,A*,8,0.00056
135,A*,9,0.00176
135,A*,10,0.02648
135,A*,11,0.00226
135,A*,12,0.00076
135,A*,13,0.00981
135,A*,14,0.00799
135,A*,15,0.00481
135,A*,16,0.00015
135,A*,17,0.00353
135,A*,18,0.00151
135,A*,19,0.00075
135,A*,20,0.00767
135,A*,21,0.00215
135,A*,22,0.00251
135,A*,23,0.00024
135,A*,24,0.00176
135,A*,25,0.01204
135,A*,26,0.00769
135,A*,27,0.00112
135,A*,28,0.00377
135,A*,29,0.00199
135,A*,30,0.00061
135,A*,31,0.00051
135,A*,32,0.00673
135,A*,33,0.00161
135,A*,34,0.00217
135,A*,35,0.00392
135,A*,36,0.00094
135,A*,37,0.0016
135,A*,38,0.00091
135,A*,39,0.01649
135,A*,40,0.00258
135,A*,41,0.00305
135,A*,42,0.01264
135,A*,43,0.00131
135,A*,44,0.03066
135,A*,45,0.0032
135,A*,46,0.01025
135,A*,47,0.01026
135,A*,48,7.00E-05
135,A*,49,0.00399
135,A*,50,0.00056
135,A*,51,0.01841
135,A*,52,0.01152
136,A*,3,0.00025
136,A*,4,0.01553
136,A*,5,0.00305
136,A*,6,0.0081
136,A*,7,0.00512
136,A*,8,0.01271
136,A*,9,0.00572
136,A*,10,0.00151
136,A*,11,0.0029
136,A*,12,0.01203
136,A*,13,0.00394
136,A*,14,0.00685
136,A*,15,0.00018
136,A*,16,0.00253
136,A*,17,0.00163
136,A*,18,0.00063
136,A*,19,0.00544
136,A*,20,0.0074
136,A*,21,0.0076
136,A*,22,0.00938
136,A*,23,0.00183
136,A*,24,0.00574
136,A*,25,0.0094
136,A*,26,0.00032
136,A*,27,0.00049
136,A*,28,0.00106
136,A*,29,0.00252
136,A*,30,0.00449
136,A*,31,0.00256
136,A*,32,0.00578
136,A*,33,0.00029
136,A*,34,0.00151
136,A*,35,0.00374
136,A*,36,0.00055
136,A*,37,0.00103
136,A*,38,0.00268
136,A*,39,0.00189
136,A*,40,0.00376
136,A*,41,0.00811
136,A*,42,0.00063
136,A*,43,0.00345
136,A*,44,0.01373
136,A*,45,0.00017
136,A*,46,0.00376
136,A*,47,0.00419
136,A*,48,0.00094
136,A*,49,0.0026
136,A*,50,0.00134
136,A*,51,0.00557
136,A*,52,0.0003
136,A*,53,0.00525
136,A*,54,0.00039
137,A*,3,0.00013
137,A*,4,0.0039
137,A*,5,0.00833
137,A*,6,0.0002
137,A*,7,7.00E-05
137,A*,8,0.0008
137,A*,9,0.0016
137,A*,10,0.00398
137,A*,11,0.00536
137,A*,12,0.00081
137,A*,13,0.00807
137,A*,14,0.00036
137,A*,15,0.00086
137,A*,16,0.0049
137,A*,17,0.01178
137,A*,18,0.00016
137,A*,19,0.00038
137,A*,20,0.0004
137,A*,21,0.00311
137,A*,22,0.01146
137,A*,23,0.00784
137,A*,24,0.00036
137,A*,25,0.0021
137,A*,26,0.01571
137,A*,27,0.00144
137,A*,28,0.00072
137,A*,29,0.00017
137,A*,30,0.00194
137,A*,31,0.00039
137,A*,32,0.00012
137,A*,33,0.00075
137,A*,34,0.00254
137,A*,35,0.00236
137,A*,36,0.00957
137,A*,37,0.001
137,A*,38,0.00082
137,A*,39,0.00245
137,A*,40,0.00722
137,A*,41,0.00302
137,A*,42,0.00685
137,A*,43,0.00757
137,A*,44,0.00045
137,A*,45,0.00314
137,A*,46,0.00117
137,A*,47,0.00159
137,A*,48,0.00084
137,A*,49,0.00082
137,A*,50,0.00429
137,A*,51,0.00398
137,A*,52,0.00097
137,A*,53,0.00294
137,A*,54,0.00042
137,A*,55,0.00067
137,A*,56,0.00737
137,A*,57,0.00361
137,A*,58,0.00043
137,A*,59,0.00069
137,A*,60,0.00346
137,A*,61,0.00447
137,A*,62,0.00041
137,A*,63,0.00022
137,A*,64,0.00104
137,A*,65,0.00147
137,A*,66,0.00368
137,A*,67,0.00064
137,A*,68,0.00146
137,A*,69,0.00122
138,A*,3,0.00047
138,A*,4,0.00036
138,A*,5,0.00259
138,A*,6,0.00057
138,A*,7,0.00123
138,A*,8,0.00082
138,A*,9,0.00175
138,A*,10,0.00023
138,A*,11,0.00077
138,A*,12,0.00081
138,A*,13,0.00032
138,A*,14,0.00061
138,A*,15,0.00036
138,A*,16,0.01072
138,A*,17,0.00289
138,A*,18,0.00012
138,A*,19,0.00101
138,A*,20,0.00083
138,A*,21,0.00739
138,A*,22,0.00096
138,A*,23,0.00164
138,A*,24,0.00078
138,A*,25,0.00652
138,A*,26,0.0026
138,A*,27,0.00119
138,A*,28,0.00111
138,A*,29,0.00151
138,A*,30,0.00012
138,A*,31,0.0025
138,A*,32,0.00106
138,A*,33,0.00074
138,A*,34,0.00836
138,A*,35,0.00052
138,A*,36,0.00143
138,A*,37,0.00023
138,A*,38,0.00117
138,A*,39,0.00019
138,A*,40,0.00066
138,A*,41,0.00705
138,A*,42,0.00499
138,A*,43,0.00654
138,A*,44,0.0002
138,A*,45,0.00031
138,A*,46,0.00084
138,A*,47,0.00192
138,A*,48,0.00632
138,A*,49,0.00591
138,A*,50,0.00165
138,A*,51,0.00203
138,A*,52,0.00309
138,A*,53,0.00283
138,A*,54,0.00021
138,A*,55,0.00123
138,A*,56,0.0004
138,A*,57,0.0081
138,A*,58,0.00057
138,A*,59,0.00256
138,A*,60,0.00145
138,A*,61,0.00092
138,A*,62,0.00135
138,A*,63,0.00701
138,A*,64,0.00145
138,A*,65,0.00027
138,A*,66,0.00287
139,A*,3,0.00131
139,A*,4,0.00704
139,A*,5,0.00289
139,A*,6,0.00042
139,A*,7,0.00408
139,A*,8,0.00416
139,A*,9,0.00035
139,A*,10,0.00044
139,A*,11,0.0004
139,A*,12,0.00145
139,A*,13,0.01171
139,A*,14,0.00418
139,A*,15,0.00455
139,A*,16,0.00729
139,A*,17,0.01239
139,A*,18,0.00286
139,A*,19,0.00329
139,A*,20,0.00054
139,A*,21,0.00291
139,A*,22,0.00233
139,A*,23,0.02206
139,A*,24,0.00091
139,A*,25,0.00482
139,A*,26,0.00828
139,A*,27,0.00287
139,A*,28,0.00505
139,A*,29,0.00013
139,A*,30,0.00034
139,A*,31,0.00426
139,A*,32,0.00176
139,A*,33,0.00018
139,A*,34,0.00134
139,A*,35,0.01338
139,A*,36,0.00179
139,A*,37,0.01175
140,A*,3,0.00112
140,A*,4,0.00745
140,A*,5,0.00147
140,A*,6,0.02682
140,A*,7,0.00354
140,A*,8,0.00319
140,A*,9,0.00045
140,A*,10,0.00205
140,A*,11,0.002
140,A*,12,0.00119
140,A*,13,0.00014
140,A*,14,0.00122
140,A*,15,0.00172
140,A*,16,0.00509
140,A*,17,0.00019
140,A*,18,0.00094
140,A*,19,0.00199
140,A*,20,0.00203
140,A*,21,0.00347
140,A*,22,0.00039
140,A*,23,0.00201
140,A*,24,0.00246
140,A*,25,0.00096
140,A*,26,0.00341
140,A*,27,0.00623
140,A*,28,0.00198
140,A*,29,3.00E-05
140,A*,30,0.00028
140,A*,31,0.00018
140,A*,32,0.01657
140,A*,33,0.0085
140,A*,34,0.00393
140,A*,35,0.00075
140,A*,36,0.00444
140,A*,37,0.00073
140,A*,38,0.00154
140,A*,39,0.00102
140,A*,40,0.00184
140,A*,41,0.00013
140,A*,42,0.00024
140,A*,43,0.00054
140,A*,44,0.00112
140,A*,45,0.00449
140,A*,46,0.00062
140,A*,47,0.00306
140,A*,48,0.01655
140,A*,49,0.00679
140,A*,50,0.01801
140,A*,51,0.00047
140,A*,52,0.00333
140,A*,53,0.00295
140,A*,54,0.00045
140,A*,55,0.00045
141,A*,3,0.00012
141,A*,4,0.03651
141,A*,5,0.0119
141,A*,6,0.00112
141,A*,7,0.00053
141,A*,8,0.01532
141,A*,9,0.0007
141,A*,10,0.00097
141,A*,11,0.00024
141,A*,12,0.00013
141,A*,13,0.00089
141,A*,14,0.00743
141,A*,15,0.00121
141,A*,16,0.00123
141,A*,17,0.00213
141,A*,18,0.00443
141,A*,19,0.00125
141,A*,20,0.00938
141,A*,21,0.00314
141,A*,22,0.02369
141,A*,23,0.01582
141,A*,24,0.00031
141,A*,25,0.00219
141,A*,26,0.01237
142,A*,3,0.00191
142,A*,4,0.00295
142,A*,5,0.00041
142,A*,6,0.00044
142,A*,7,0.00375
142,A*,8,0.00288
142,A*,9,0.00759
142,A*,10,0.00576
142,A*,11,0.00114
142,A*,12,0.00206
142,A*,13,0.00021
142,A*,14,0.00102
142,A*,15,0.00022
142,A*,16,0.00067
142,A*,17,0.00189
142,A*,18,0.0045
142,A*,19,0.00922
142,A*,20,0.00147
142,A*,21,0.00033
142,A*,22,0.00088
142,A*,23,0.00261
142,A*,24,0.00487
142,A*,25,0.00925
142,A*,26,0.00102
142,A*,27,0.00221
142,A*,28,0.00288
142,A*,29,0.00325
142,A*,30,0.00835
142,A*,31,0.00012
142,A*,32,0.00097
142,A*,33,0.00446
142,A*,34,0.00034
142,A*,35,0.00049
142,A*,36,0.01274
142,A*,37,0.00035
142,A*,38,0.0199
142,A*,39,0.0099
142,A*,40,0.01176
142,A*,41,0.00072
142,A*,42,0.00672
142,A*,43,0.00226
142,A*,44,0.0002
142,A*,45,0.00045
142,A*,46,9.00E-05
142,A*,47,0.0001
142,A*,48,0.00988
142,A*,49,0.00307
142,A*,50,0.00729
142,A*,51,0.00533
142,A*,52,0.00016
142,A*,53,0.00496
142,A*,54,0.0007
142,A*,55,0.0115
142,A*,56,0.00286
142,A*,57,0.00217
142,A*,58,0.00051
142,A*,59,0.00343
142,A*,60,0.00183
142,A*,61,0.00079
142,A*,62,0.00119
142,A*,63,0.00011
142,A*,64,0.00038
142,A*,65,0.00234
142,A*,66,0.0021
142,A*,67,0.00031
143,A*,3,0.00021
143,A*,4,0.01588
143,A*,5,0.0008
143,A*,6,0.00105
143,A*,7,0.00578
143,A*,8,0.00113
143,A*,9,0.01477
143,A*,10,0.00078
143,A*,11,0.00051
143,A*,12,0.00065
143,A*,13,0.00294
143,A*,14,0.00254
143,A*,15,0.0135
143,A*,16,0.00118
143,A*,17,0.00717
143,A*,18,5.00E-05
143,A*,19,0.01019
143,A*,20,0.00028
143,A*,21,0.015
143,A*,22,0.00795
143,A*,23,0.00213
143,A*,24,0.00066
143,A*,25,0.00108
143,A*,26,0.00342
143,A*,27,0.00124
143,A*,28,0.00284
143,A*,29,0.00157
143,A*,30,0.00076
143,A*,31,0.00367
143,A*,32,0.00195
143,A*,33,0.00153
143,A*,34,0.0083
143,A*,35,0.00427
143,A*,36,0.02329
143,A*,37,0.01465
143,A*,38,0.00549
143,A*,39,0.01671
143,A*,40,0.00099
143,A*,41,0.00194
143,A*,42,0.00347
143,A*,43,0.00276
143,A*,44,0.02014
143,A*,45,0.0011
143,A*,46,0.00383
143,A*,47,0.00958
144,A*,3,0.0006
144,A*,4,0.00488
144,A*,5,0.00135
144,A*,6,0.0189
144,A*,7,7.00E-05
144,A*,8,5.00E-05
144,A*,9,0.00482
144,A*,10,0.00227
144,A*,11,0.00134
144,A*,12,0.00035
144,A*,13,0.00141
144,A*,14,0.00394
144,A*,15,0.00014
144,A*,16,0.00075
144,A*,17,0.00054
144,A*,18,0.00162
144,A*,19,0.00163
144,A*,20,0.00191
144,A*,21,0.00284
144,A*,22,0.00019
144,A*,23,0.00575
144,A*,24,0.00157
144,A*,25,0.00476
144,A*,26,0.00011
144,A*,27,0.00537
144,A*,28,0.00298
144,A*,29,0.00128
144,A*,30,0.00232
144,A*,31,0.00117
144,A*,32,0.00028
144,A*,33,0.00035
144,A*,34,0.00605
144,A*,35,0.00127
144,A*,36,0.00075
145,A*,3,0.00041
145,A*,4,0.00326
145,A*,5,0.00012
145,A*,6,0.00431
145,A*,7,0.00045
145,A*,8,0.00275
145,A*,9,0.00299
145,A*,10,0.00113
145,A*,11,0.00663
145,A*,12,0.00648
145,A*,13,0.00017
145,A*,14,0.00081
145,A*,15,0.00034
145,A*,16,0.00013
145,A*,17,0.00053
145,A*,18,5.00E-05
145,A*,19,0.00122
145,A*,20,0.00124
145,A*,21,0.00389
145,A*,22,0.00039
145,A*,23,6.00E-05
145,A*,24,0.00053
145,A*,25,0.00317
145,A*,26,0.0008
145,A*,27,0.00292
145,A*,28,0.0031
145,A*,29,0.00264
145,A*,30,0.00114
145,A*,31,0.00401
145,A*,32,0.00264
145,A*,33,0.00055
145,A*,34,0.00081
145,A*,35,0.001
145,A*,36,0.0028
145,A*,37,0.00442
145,A*,38,0.00163
145,A*,39,0.00083
145,A*,40,0.00854
145,A*,41,0.00317
145,A*,42,0.00027
145,A*,43,3.00E-05
145,A*,44,0.0005
145,A*,45,0.00734
145,A*,46,0.00186
145,A*,47,0.00512
145,A*,48,0.00625
145,A*,49,0.00086
145,A*,50,0.0017
145,A*,51,0.00152
145,A*,52,0.00066
145,A*,53,0.00158
145,A*,54,0.00725
145,A*,55,0.0019
145,A*,56,0.00024
145,A*,57,0.00234
145,A*,58,0.00078
145,A*,59,0.01343
145,A*,60,0.00535
145,A*,61,0.00052
145,A*,62,7.00E-05
145,A*,63,0.00031
145,A*,64,0.00081
145,A*,65,0.00149
145,A*,66,0.00701
145,A*,67,0.00467
145,A*,68,0.00213
146,A*,3,0.0003
146,A*,4,0.00157
146,A*,5,0.00055
146,A*,6,0.00286
146,A*,7,0.0023
146,A*,8,0.00071
146,A*,9,0.00012
146,A*,10,0.00047
146,A*,11,0.00503
146,A*,12,0.00111
146,A*,13,0.00177
146,A*,14,0.00123
146,A*,15,0.00114
146,A*,16,0.00026
146,A*,17,0.00197
146,A*,18,0.00807
146,A*,19,0.00162
146,A*,20,0.00435
146,A*,21,0.01697
146,A*,22,0.00277
146,A*,23,0.00041
146,A*,24,0.00068
146,A*,25,0.00026
146,A*,26,0.00273
146,A*,27,0.00036
146,A*,28,0.00642
147,A*,3,0.00086
147,A*,4,0.00144
147,A*,5,0.00022
147,A*,6,0.00818
147,A*,7,0.0017
147,A*,8,0.00286
147,A*,9,0.00363
147,A*,10,0.0043
147,A*,11,0.00084
147,A*,12,0.00158
147,A*,13,0.00378
147,A*,14,0.0049
147,A*,15,0.00111
147,A*,16,0.00164
147,A*,17,0.00022
147,A*,18,0.00116
147,A*,19,0.00174
147,A*,20,0.00388
147,A*,21,0.00236
147,A*,22,0.00825
147,A*,23,0.00987
147,A*,24,0.00641
147,A*,25,0.00031
147,A*,26,0.00681
147,A*,27,0.00254
147,A*,28,0.00058
147,A*,29,0.00108
147,A*,30,0.00054
147,A*,31,0.0149
147,A*,32,5.00E-05
148,A*,3,0.00021
148,A*,4,0.00155
148,A*,5,0.00308
148,A*,6,0.0015
148,A*,7,0.00275
148,A*,8,0.0012
148,A*,9,0.00316
148,A*,10,0.0004
148,A*,11,0.00224
148,A*,12,0.00117
148,A*,13,0.00426
148,A*,14,0.00189
148,A*,15,0.00206
148,A*,16,0.00705
148,A*,17,0.00172
148,A*,18,0.00335
148,A*,19,0.00721
148,A*,20,0.00601
148,A*,21,0.00709
148,A*,22,0.00307
148,A*,23,0.0004
148,A*,24,0.00188
148,A*,25,0.00096
148,A*,26,0.00423
148,A*,27,0.00082
148,A*,28,0.00629
148,A*,29,0.00145
148,A*,30,0.00192
148,A*,31,0.00707
148,A*,32,0.00127
148,A*,33,0.00728
148,A*,34,0.00155
148,A*,35,0.00116
148,A*,36,0.00037
148,A*,37,0.00034
148,A*,38,0.00124
148,A*,39,0.00498
148,A*,40,0.00371
148,A*,41,0.00374
148,A*,42,0.00026
148,A*,43,0.01583
148,A*,44,0.00044
148,A*,45,0.00929
148,A*,46,0.00206
148,A*,47,0.00102
148,A*,48,0.00176
148,A*,49,0.006
148,A*,50,0.00346
148,A*,51,3.00E-05
148,A*,52,0.00365
148,A*,53,0.00155
148,A*,54,0.00217
149,A*,3,0.0015
149,A*,4,0.01203
149,A*,5,0.00166
149,A*,6,0.0003
149,A*,7,0.002
149,A*,8,0.00135
149,A*,9,0.00132
149,A*,10,0.00034
149,A*,11,0.01761
149,A*,12,0.00061
149,A*,13,0.00503
149,A*,14,0.00069
149,A*,15,0.0012
149,A*,16,0.001
149,A*,17,0.00432
149,A*,18,0.0045
149,A*,19,0.00162
149,A*,20,0.0001
