Attempt,Algorithm,Length,Time,,,,,,,,,,
110,BFS,37,0.00062,,,,,,,,,,
110,BFS,38,4.00E-05,,,,,,,,,,
110,BFS,39,0.00098,,,,,,,,,,
110,BFS,40,0.00029,,,,,,,,,,
111,BFS,3,0.00013,,,,,,,,,,
111,BFS,4,0.00089,,,,,,,,,,
111,BFS,5,0.00281,,,,,,,,,,
111,BFS,6,0.00115,,,,,,,,,,
111,BFS,7,0.00057,,,,,,,,,,
111,BFS,8,0.0017,,,,,,,,,,
111,BFS,9,0.00076,,,,,,,,,,
111,BFS,10,0.00258,,,,,,,,,,
111,BFS,11,0.00351,,,,,,,,,,
111,BFS,12,0.00032,,,,,,,,,,
111,BFS,13,0.00022,,,,,,,,,,
111,BFS,14,6.00E-05,,,,,,,,,,
111,BFS,15,0.003,,,,,,,,,,
111,BFS,16,0.00208,,,,,,,,,,
111,BFS,17,0.00136,,,,,,,,,,
111,BFS,18,0.00125,,,,,,,,,,
111,BFS,19,0.00131,,,,,,,,,,
111,BFS,20,0.00183,,,,,,,,,,
111,BFS,21,0.00096,,,,,,,,,,
111,BFS,22,0.00164,,,,,,,,,,
111,BFS,23,0.00068,,,,,,,,,,
111,BFS,24,0.00155,,,,,,,,,,
111,BFS,25,0.00059,,,,,,,,,,
111,BFS,26,6.00E-05,,,,,,,,,,
112,BFS,3,0.0001,,,,,,,,,,
112,BFS,4,0.00067,,,,,,,,,,
112,BFS,5,4.00E-05,,,,,,,,,,
112,BFS,6,0.00232,,,,,,,,,,
112,BFS,7,0.00195,,,,,,,,,,
112,BFS,8,0.00037,,,,,,,,,,
112,BFS,9,0.0006,,,,,,,,,,
112,BFS,10,0.00226,,,,,,,,,,
112,BFS,11,0.00093,,,,,,,,,,
112,BFS,12,0.00254,,,,,,,,,,
112,BFS,13,0.00267,,,,,,,,,,
112,BFS,14,0.00071,,,,,,,,,,
112,BFS,15,0.00397,,,,,,,,,,
112,BFS,16,0.00024,,,,,,,,,,
112,BFS,17,0.00289,,,,,,,,,,
112,BFS,18,3.00E-05,,,,,,,,,,
112,BFS,19,0.00012,,,,,,,,,,
112,BFS,20,5.00E-05,,,,,,,,,,
112,BFS,21,0.001,,,,,,,,,,
112,BFS,22,0.00018,,,,,,,,,,
112,BFS,23,0.00339,,,,,,,,,,
112,BFS,24,0.00208,,,,,,,,,,
112,BFS,25,0.0019,,,,,,,,,,
112,BFS,26,0.00456,,,,,,,,,,
112,BFS,27,0.00717,,,,,,,,,,
112,BFS,28,0.00449,,,,,,,,,,
112,BFS,29,0.00016,,,,,,,,,,
112,BFS,30,0.00559,,,,,,,,,,
112,BFS,31,0.00033,,,,,,,,,,
112,BFS,32,0.00019,,,,,,,,,,
112,BFS,33,0.00252,,,,,,,,,,
112,BFS,34,0.00083,,,,,,,,,,
112,BFS,35,0.00175,,,,,,,,,,
112,BFS,36,0.00066,,,,,,,,,,
113,BFS,3,5.00E-05,,,,,,,,,,
113,BFS,4,0.00095,,,,,,,,,,
113,BFS,5,0.00258,,,,,,,,,,
113,BFS,6,0.00153,,,,,,,,,,
113,BFS,7,0.00016,,,,,,,,,,
113,BFS,8,0.00021,,,,,,,,,,
113,BFS,9,0.00034,,,,,,,,,,
113,BFS,10,0.00299,,,,,,,,,,
113,BFS,11,6.00E-05,,,,,,,,,,
113,BFS,12,2.00E-05,,,,,,,,,,
113,BFS,13,0.0008,,,,,,,,,,
113,BFS,14,0.00061,,,,,,,,,,
113,BFS,15,0.00078,,,,,,,,,,
113,BFS,16,0.0035,,,,,,,,,,
113,BFS,17,0.0022,,,,,,,,,,
113,BFS,18,0.00072,,,,,,,,,,
113,BFS,19,0.00031,,,,,,,,,,
113,BFS,20,0.00036,,,,,,,,,,
113,BFS,21,0.00085,,,,,,,,,,
113,BFS,22,0.00072,,,,,,,,,,
113,BFS,23,0.00084,,,,,,,,,,
113,BFS,24,0.00025,,,,,,,,,,
113,BFS,25,0.00022,,,,,,,,,,
113,BFS,26,0.00293,,,,,,,,,,
113,BFS,27,0.00011,,,,,,,,,,
113,BFS,28,0.00064,,,,,,,,,,
113,BFS,29,0.00318,,,,,,,,,,
113,BFS,30,0.00117,,,,,,,,,,
113,BFS,31,4.00E-05,,,,,,,,,,
113,BFS,32,0.00065,,,,,,,,,,
113,BFS,33,1.00E-05,,,,,,,,,,
113,BFS,34,0.00139,,,,,,,,,,
113,BFS,35,0.00696,,,,,,,,,,
113,BFS,36,0.0005,,,,,,,,,,
113,BFS,37,0.00096,,,,,,,,,,
113,BFS,38,0.00061,,,,,,,,,,
113,BFS,39,0.00075,,,,,,,,,,
113,BFS,40,0.00115,,,,,,,,,,
113,BFS,41,0.00015,,,,,,,,,,
113,BFS,42,0.00019,,,,,,,,,,
113,BFS,43,0.0002,,,,,,,,,,
113,BFS,44,0.00011,,,,,,,,,,
113,BFS,45,0.0004,,,,,,,,,,
113,BFS,46,0.00152,,,,,,,,,,
113,BFS,47,1.00E-05,,,,,,,,,,
114,BFS,3,0.00016,,,,,,,,,,
114,BFS,4,0.00011,,,,,,,,,,
114,BFS,5,0.00042,,,,,,,,,,
114,BFS,6,0.00014,,,,,,,,,,
114,BFS,7,0.00065,,,,,,,,,,
114,BFS,8,0.00128,,,,,,,,,,
114,BFS,9,0.00128,,,,,,,,,,
114,BFS,10,0.0012,,,,,,,,,,
114,BFS,11,0.00186,,,,,,,,,,
114,BFS,12,0.00042,,,,,,,,,,
114,BFS,13,0.00293,,,,,,,,,,
114,BFS,14,0.00069,,,,,,,,,,
114,BFS,15,0.00092,,,,,,,,,,
115,BFS,3,0.00011,,,,,,,,,,
115,BFS,4,6.00E-05,,,,,,,,,,
115,BFS,5,0.00018,,,,,,,,,,
115,BFS,6,0.00393,,,,,,,,,,
115,BFS,7,0.00049,,,,,,,,,,
115,BFS,8,0.00104,,,,,,,,,,
115,BFS,9,0.00266,,,,,,,,,,
115,BFS,10,0.00186,,,,,,,,,,
115,BFS,11,0.00094,,,,,,,,,,
115,BFS,12,0.00011,,,,,,,,,,
115,BFS,13,0.00133,,,,,,,,,,
115,BFS,14,0.00416,,,,,,,,,,
115,BFS,15,0.00019,,,,,,,,,,
115,BFS,16,0.00227,,,,,,,,,,
115,BFS,17,8.00E-05,,,,,,,,,,
115,BFS,18,0.00102,,,,,,,,,,
115,BFS,19,0.00219,,,,,,,,,,
115,BFS,20,0.00148,,,,,,,,,,
115,BFS,21,0.00012,,,,,,,,,,
115,BFS,22,5.00E-05,,,,,,,,,,
115,BFS,23,0.00154,,,,,,,,,,
115,BFS,24,0.00011,,,,,,,,,,
115,BFS,25,0.00067,,,,,,,,,,
115,BFS,26,0.00015,,,,,,,,,,
115,BFS,27,0.00071,,,,,,,,,,
115,BFS,28,8.00E-05,,,,,,,,,,
115,BFS,29,0.00166,,,,,,,,,,
115,BFS,30,0.00095,,,,,,,,,,
115,BFS,31,0.00207,,,,,,,,,,
115,BFS,32,0.00187,,,,,,,,,,
115,BFS,33,0.0017,,,,,,,,,,
115,BFS,34,0.0003,,,,,,,,,,
115,BFS,35,0.00133,,,,,,,,,,
115,BFS,36,0.00086,,,,,,,,,,
115,BFS,37,0.00051,,,,,,,,,,
115,BFS,38,0.00391,,,,,,,,,,
115,BFS,39,0.00168,,,,,,,,,,
115,BFS,40,0.00114,,,,,,,,,,
115,BFS,41,0.00133,,,,,,,,,,
115,BFS,42,0.00104,,,,,,,,,,
115,BFS,43,0.00125,,,,,,,,,,
115,BFS,44,0.00011,,,,,,,,,,
115,BFS,45,0.00061,,,,,,,,,,
115,BFS,46,0.00014,,,,,,,,,,
115,BFS,47,0.00039,,,,,,,,,,
115,BFS,48,7.00E-05,,,,,,,,,,
116,BFS,3,7.00E-05,,,,,,,,,,
116,BFS,4,0.00163,,,,,,,,,,
116,BFS,5,0.00338,,,,,,,,,,
116,BFS,6,0.00042,,,,,,,,,,
116,BFS,7,0.00065,,,,,,,,,,
116,BFS,8,0.00018,,,,,,,,,,
116,BFS,9,0.0002,,,,,,,,,,
116,BFS,10,0.00045,,,,,,,,,,
116,BFS,11,4.00E-05,,,,,,,,,,
116,BFS,12,5.00E-05,,,,,,,,,,
116,BFS,13,0.00047,,,,,,,,,,
116,BFS,14,0.0017,,,,,,,,,,
116,BFS,15,0.00072,,,,,,,,,,
116,BFS,16,1.00E-05,,,,,,,,,,
116,BFS,17,0.00053,,,,,,,,,,
116,BFS,18,0.00096,,,,,,,,,,
116,BFS,19,0.00113,,,,,,,,,,
116,BFS,20,0.00121,,,,,,,,,,
116,BFS,21,0.00049,,,,,,,,,,
116,BFS,22,0.0051,,,,,,,,,,
116,BFS,23,0.00085,,,,,,,,,,
116,BFS,24,0.00035,,,,,,,,,,
116,BFS,25,0.00058,,,,,,,,,,
116,BFS,26,0.00091,,,,,,,,,,
116,BFS,27,0.00012,,,,,,,,,,
116,BFS,28,0.00317,,,,,,,,,,
116,BFS,29,0.00014,,,,,,,,,,
116,BFS,30,4.00E-05,,,,,,,,,,
117,BFS,3,0.00015,,,,,,,,,,
117,BFS,4,9.00E-05,,,,,,,,,,
117,BFS,5,0.00353,,,,,,,,,,
117,BFS,6,0.00046,,,,,,,,,,
117,BFS,7,8.00E-05,,,,,,,,,,
117,BFS,8,2.00E-05,,,,,,,,,,
117,BFS,9,2.00E-05,,,,,,,,,,
117,BFS,10,0.00193,,,,,,,,,,
117,BFS,11,0.00212,,,,,,,,,,
117,BFS,12,0.0016,,,,,,,,,,
117,BFS,13,0.00109,,,,,,,,,,
117,BFS,14,0.00414,,,,,,,,,,
117,BFS,15,0.00358,,,,,,,,,,
117,BFS,16,0.00229,,,,,,,,,,
117,BFS,17,0.00083,,,,,,,,,,
117,BFS,18,0.00242,,,,,,,,,,
117,BFS,19,0.00062,,,,,,,,,,
117,BFS,20,0.00085,,,,,,,,,,
117,BFS,21,0.00132,,,,,,,,,,
117,BFS,22,0.00034,,,,,,,,,,
118,BFS,3,0.0001,,,,,,,,,,
118,BFS,4,0.00021,,,,,,,,,,
118,BFS,5,0.00023,,,,,,,,,,
118,BFS,6,0.00142,,,,,,,,,,
118,BFS,7,0.00105,,,,,,,,,,
118,BFS,8,0.00065,,,,,,,,,,
118,BFS,9,8.00E-05,,,,,,,,,,
118,BFS,10,0.00111,,,,,,,,,,
118,BFS,11,0.00182,,,,,,,,,,
118,BFS,12,9.00E-05,,,,,,,,,,
118,BFS,13,0.00177,,,,,,,,,,
118,BFS,14,4.00E-05,,,,,,,,,,
118,BFS,15,0.0002,,,,,,,,,,
118,BFS,16,0.00028,,,,,,,,,,
118,BFS,17,0.00063,,,,,,,,,,
118,BFS,18,0.00198,,,,,,,,,,
118,BFS,19,0.00336,,,,,,,,,,
118,BFS,20,0.00134,,,,,,,,,,
118,BFS,21,0.00189,,,,,,,,,,
118,BFS,22,0.00192,,,,,,,,,,
118,BFS,23,0.00107,,,,,,,,,,
118,BFS,24,0.00065,,,,,,,,,,
118,BFS,25,0.00144,,,,,,,,,,
118,BFS,26,0.00115,,,,,,,,,,
118,BFS,27,0.0006,,,,,,,,,,
118,BFS,28,0.00145,,,,,,,,,,
118,BFS,29,0.00019,,,,,,,,,,
118,BFS,30,0.00188,,,,,,,,,,
118,BFS,31,2.00E-05,,,,,,,,,,
118,BFS,32,0.00194,,,,,,,,,,
119,BFS,3,0.00012,,,,,,,,,,
119,BFS,4,0.00181,,,,,,,,,,
119,BFS,5,0.00081,,,,,,,,,,
119,BFS,6,0.0015,,,,,,,,,,
119,BFS,7,0.00158,,,,,,,,,,
119,BFS,8,0.00265,,,,,,,,,,
119,BFS,9,0.00015,,,,,,,,,,
119,BFS,10,0.00094,,,,,,,,,,
119,BFS,11,0.00121,,,,,,,,,,
119,BFS,12,0.001,,,,,,,,,,
119,BFS,13,0.00421,,,,,,,,,,
119,BFS,14,0.00138,,,,,,,,,,
119,BFS,15,0.00037,,,,,,,,,,
119,BFS,16,6.00E-05,,,,,,,,,,
119,BFS,17,8.00E-05,,,,,,,,,,
119,BFS,18,0.00218,,,,,,,,,,
119,BFS,19,0.00325,,,,,,,,,,
119,BFS,20,0.00033,,,,,,,,,,
119,BFS,21,0.00066,,,,,,,,,,
119,BFS,22,0.00179,,,,,,,,,,
119,BFS,23,0.00147,,,,,,,,,,
119,BFS,24,0.00112,,,,,,,,,,
119,BFS,25,0.00051,,,,,,,,,,
119,BFS,26,0.00027,,,,,,,,,,
119,BFS,27,0.00137,,,,,,,,,,
119,BFS,28,0.00172,,,,,,,,,,
119,BFS,29,7.00E-05,,,,,,,,,,
119,BFS,30,0.00026,,,,,,,,,,
119,BFS,31,7.00E-05,,,,,,,,,,
120,BFS,3,0.0001,,,,,,,,,,
120,BFS,4,0.00064,,,,,,,,,,
120,BFS,5,0.00114,,,,,,,,,,
120,BFS,6,0.00229,,,,,,,,,,
120,BFS,7,0.00225,,,,,,,,,,
120,BFS,8,0.00202,,,,,,,,,,
120,BFS,9,0.00181,,,,,,,,,,
120,BFS,10,0.00095,,,,,,,,,,
120,BFS,11,0.0002,,,,,,,,,,
120,BFS,12,0.0001,,,,,,,,,,
120,BFS,13,0.00222,,,,,,,,,,
120,BFS,14,0.00107,,,,,,,,,,
120,BFS,15,0.00016,,,,,,,,,,
120,BFS,16,0.00232,,,,,,,,,,
120,BFS,17,0.00072,,,,,,,,,,
120,BFS,18,4.00E-05,,,,,,,,,,
120,BFS,19,4.00E-05,,,,,,,,,,
120,BFS,20,0.00546,,,,,,,,,,
120,BFS,21,0.00045,,,,,,,,,,
120,BFS,22,0.00231,,,,,,,,,,
120,BFS,23,0.00258,,,,,,,,,,
120,BFS,24,0.0032,,,,,,,,,,
120,BFS,25,0.00031,,,,,,,,,,
120,BFS,26,0.00014,,,,,,,,,,
121,BFS,3,0.00012,,,,,,,,,,
121,BFS,4,0.00067,,,,,,,,,,
121,BFS,5,0.00158,,,,,,,,,,
121,BFS,6,0.00333,,,,,,,,,,
121,BFS,7,0.00027,,,,,,,,,,
121,BFS,8,0.00233,,,,,,,,,,
121,BFS,9,0.00021,,,,,,,,,,
121,BFS,10,0.00097,,,,,,,,,,
121,BFS,11,0.00042,,,,,,,,,,
121,BFS,12,3.00E-05,,,,,,,,,,
121,BFS,13,0.00273,,,,,,,,,,
121,BFS,14,0.00187,,,,,,,,,,
121,BFS,15,0.00185,,,,,,,,,,
121,BFS,16,0.00241,,,,,,,,,,
121,BFS,17,0.00357,,,,,,,,,,
121,BFS,18,0.00333,,,,,,,,,,
121,BFS,19,0.00072,,,,,,,,,,
121,BFS,20,0.00022,,,,,,,,,,
121,BFS,21,4.00E-05,,,,,,,,,,
121,BFS,22,0.00248,,,,,,,,,,
121,BFS,23,0.00084,,,,,,,,,,
121,BFS,24,0.00407,,,,,,,,,,
121,BFS,25,0.00014,,,,,,,,,,
122,BFS,3,0.00022,,,,,,,,,,
122,BFS,4,0.00215,,,,,,,,,,
122,BFS,5,0.00014,,,,,,,,,,
122,BFS,6,0.00062,,,,,,,,,,
122,BFS,7,0.00021,,,,,,,,,,
122,BFS,8,0.00043,,,,,,,,,,
122,BFS,9,0.00051,,,,,,,,,,
122,BFS,10,0.00016,,,,,,,,,,
122,BFS,11,0.0022,,,,,,,,,,
122,BFS,12,0.00283,,,,,,,,,,
122,BFS,13,0.00151,,,,,,,,,,
122,BFS,14,0.00022,,,,,,,,,,
122,BFS,15,0.00223,,,,,,,,,,
122,BFS,16,0.00615,,,,,,,,,,
122,BFS,17,0.00033,,,,,,,,,,
122,BFS,18,0.00044,,,,,,,,,,
122,BFS,19,0.00039,,,,,,,,,,
122,BFS,20,0.00026,,,,,,,,,,
122,BFS,21,0.00026,,,,,,,,,,
122,BFS,22,0.00173,,,,,,,,,,
122,BFS,23,9.00E-05,,,,,,,,,,
122,BFS,24,0.00054,,,,,,,,,,
122,BFS,25,0.00409,,,,,,,,,,
122,BFS,26,0.00058,,,,,,,,,,
122,BFS,27,0.00129,,,,,,,,,,
122,BFS,28,2.00E-05,,,,,,,,,,
122,BFS,29,5.00E-05,,,,,,,,,,
122,BFS,30,0.00012,,,,,,,,,,
122,BFS,31,8.00E-05,,,,,,,,,,
122,BFS,32,0.00019,,,,,,,,,,
122,BFS,33,0.00013,,,,,,,,,,
122,BFS,34,0.00201,,,,,,,,,,
122,BFS,35,0.00037,,,,,,,,,,
122,BFS,36,8.00E-05,,,,,,,,,,
123,BFS,3,5.00E-05,,,,,,,,,,
123,BFS,4,0.00046,,,,,,,,,,
123,BFS,5,0.00071,,,,,,,,,,
123,BFS,6,0.00168,,,,,,,,,,
123,BFS,7,0.00044,,,,,,,,,,
123,BFS,8,0.0011,,,,,,,,,,
123,BFS,9,0.0031,,,,,,,,,,
123,BFS,10,0.00102,,,,,,,,,,
123,BFS,11,0.00017,,,,,,,,,,
123,BFS,12,0.00106,,,,,,,,,,
123,BFS,13,0.00071,,,,,,,,,,
123,BFS,14,0.00172,,,,,,,,,,
123,BFS,15,0.00059,,,,,,,,,,
123,BFS,16,0.00189,,,,,,,,,,
123,BFS,17,0.00084,,,,,,,,,,
123,BFS,18,0.00015,,,,,,,,,,
123,BFS,19,0.0003,,,,,,,,,,
123,BFS,20,0.00178,,,,,,,,,,
123,BFS,21,0.00136,,,,,,,,,,
123,BFS,22,0.00065,,,,,,,,,,
123,BFS,23,0.00098,,,,,,,,,,
123,BFS,24,0.00041,,,,,,,,,,
123,BFS,25,0.00578,,,,,,,,,,
123,BFS,26,0.0021,,,,,,,,,,
123,BFS,27,0.00053,,,,,,,,,,
123,BFS,28,0.00301,,,,,,,,,,
123,BFS,29,0.00012,,,,,,,,,,
123,BFS,30,0.00069,,,,,,,,,,
123,BFS,31,5.00E-05,,,,,,,,,,
123,BFS,32,0.00109,,,,,,,,,,
123,BFS,33,0.00058,,,,,,,,,,
123,BFS,34,0.00104,,,,,,,,,,
123,BFS,35,0.0008,,,,,,,,,,
123,BFS,36,0.0005,,,,,,,,,,
123,BFS,37,0.00038,,,,,,,,,,
124,BFS,3,0.00016,,,,,,,,,,
124,BFS,4,0.00012,,,,,,,,,,
124,BFS,5,0.00161,,,,,,,,,,
124,BFS,6,0.00079,,,,,,,,,,
124,BFS,7,0.00028,,,,,,,,,,
124,BFS,8,0.00029,,,,,,,,,,
124,BFS,9,0.00277,,,,,,,,,,
124,BFS,10,0.00015,,,,,,,,,,
124,BFS,11,0.00087,,,,,,,,,,
124,BFS,12,0.00135,,,,,,,,,,
124,BFS,13,0.00122,,,,,,,,,,
124,BFS,14,0.00252,,,,,,,,,,
124,BFS,15,0.00294,,,,,,,,,,
124,BFS,16,0.00025,,,,,,,,,,
124,BFS,17,0.00091,,,,,,,,,,
124,BFS,18,5.00E-05,,,,,,,,,,
124,BFS,19,0.00342,,,,,,,,,,
124,BFS,20,0.00012,,,,,,,,,,
124,BFS,21,0.00263,,,,,,,,,,
124,BFS,22,1.00E-05,,,,,,,,,,
124,BFS,23,0.00075,,,,,,,,,,
124,BFS,24,0.00147,,,,,,,,,,
124,BFS,25,0.0004,,,,,,,,,,
124,BFS,26,0.00232,,,,,,,,,,
124,BFS,27,0.00094,,,,,,,,,,
124,BFS,28,0.00307,,,,,,,,,,
124,BFS,29,0.00509,,,,,,,,,,
124,BFS,30,0.00075,,,,,,,,,,
124,BFS,31,0.00258,,,,,,,,,,
124,BFS,32,0.00051,,,,,,,,,,
125,BFS,3,0.00025,,,,,,,,,,
125,BFS,4,0.00214,,,,,,,,,,
125,BFS,5,0.00231,,,,,,,,,,
125,BFS,6,0.00205,,,,,,,,,,
125,BFS,7,0.002,,,,,,,,,,
125,BFS,8,0.00389,,,,,,,,,,
125,BFS,9,0.00223,,,,,,,,,,
125,BFS,10,0.00161,,,,,,,,,,
125,BFS,11,0.00153,,,,,,,,,,
125,BFS,12,0.00195,,,,,,,,,,
125,BFS,13,0.00168,,,,,,,,,,
125,BFS,14,0.00223,,,,,,,,,,
125,BFS,15,0.002,,,,,,,,,,
125,BFS,16,0.00369,,,,,,,,,,
125,BFS,17,0.00336,,,,,,,,,,
125,BFS,18,0.00066,,,,,,,,,,
125,BFS,19,0.00043,,,,,,,,,,
125,BFS,20,0.0007,,,,,,,,,,
125,BFS,21,0.00064,,,,,,,,,,
125,BFS,22,0.00225,,,,,,,,,,
125,BFS,23,0.0037,,,,,,,,,,
125,BFS,24,0.00017,,,,,,,,,,
125,BFS,25,0.00638,,,,,,,,,,
126,BFS,3,0.00022,,,,,,,,,,
126,BFS,4,0.00164,,,,,,,,,,
126,BFS,5,0.00233,,,,,,,,,,
126,BFS,6,0.0001,,,,,,,,,,
126,BFS,7,0.00255,,,,,,,,,,
126,BFS,8,0.00141,,,,,,,,,,
126,BFS,9,0.00387,,,,,,,,,,
126,BFS,10,0.00218,,,,,,,,,,
126,BFS,11,0.00026,,,,,,,,,,
126,BFS,12,0.00067,,,,,,,,,,
126,BFS,13,5.00E-05,,,,,,,,,,
126,BFS,14,5.00E-05,,,,,,,,,,
126,BFS,15,0.00019,,,,,,,,,,
126,BFS,16,0.00131,,,,,,,,,,
126,BFS,17,0.00025,,,,,,,,,,
126,BFS,18,8.00E-05,,,,,,,,,,
126,BFS,19,0.00028,,,,,,,,,,
126,BFS,20,0.00048,,,,,,,,,,
126,BFS,21,0.0017,,,,,,,,,,
126,BFS,22,0.00139,,,,,,,,,,
126,BFS,23,0.0013,,,,,,,,,,
126,BFS,24,0.00222,,,,,,,,,,
126,BFS,25,0.00238,,,,,,,,,,
126,BFS,26,0.00147,,,,,,,,,,
126,BFS,27,0.00312,,,,,,,,,,
126,BFS,28,0.00161,,,,,,,,,,
126,BFS,29,0.00064,,,,,,,,,,
126,BFS,30,0.00027,,,,,,,,,,
126,BFS,31,0.00562,,,,,,,,,,
126,BFS,32,0.00168,,,,,,,,,,
126,BFS,33,0.00037,,,,,,,,,,
126,BFS,34,0.00061,,,,,,,,,,
126,BFS,35,0.00085,,,,,,,,,,
126,BFS,36,0.00074,,,,,,,,,,
126,BFS,37,0.00104,,,,,,,,,,
126,BFS,38,0.00232,,,,,,,,,,
126,BFS,39,0.00022,,,,,,,,,,
126,BFS,40,0.00037,,,,,,,,,,
126,BFS,41,0.00096,,,,,,,,,,
126,BFS,42,4.00E-05,,,,,,,,,,
126,BFS,43,0.00043,,,,,,,,,,
126,BFS,44,0.00044,,,,,,,,,,
126,BFS,45,0.00023,,,,,,,,,,
126,BFS,46,0.00029,,,,,,,,,,
126,BFS,47,0.00179,,,,,,,,,,
126,BFS,48,0.00152,,,,,,,,,,
126,BFS,49,5.00E-05,,,,,,,,,,
126,BFS,50,0.00234,,,,,,,,,,
126,BFS,51,0.00036,,,,,,,,,,
126,BFS,52,2.00E-05,,,,,,,,,,
126,BFS,53,0.0007,,,,,,,,,,
126,BFS,54,0.00023,,,,,,,,,,
126,BFS,55,0.00731,,,,,,,,,,
126,BFS,56,0.00012,,,,,,,,,,
127,BFS,3,7.00E-05,,,,,,,,,,
127,BFS,4,0.00142,,,,,,,,,,
127,BFS,5,0.00028,,,,,,,,,,
127,BFS,6,0.00045,,,,,,,,,,
127,BFS,7,0.0002,,,,,,,,,,
127,BFS,8,0.00097,,,,,,,,,,
127,BFS,9,0.0016,,,,,,,,,,
127,BFS,10,0.00285,,,,,,,,,,
127,BFS,11,0.0006,,,,,,,,,,
127,BFS,12,0.00024,,,,,,,,,,
127,BFS,13,0.00154,,,,,,,,,,
127,BFS,14,5.00E-05,,,,,,,,,,
127,BFS,15,0.00348,,,,,,,,,,
127,BFS,16,0.0006,,,,,,,,,,
127,BFS,17,0.00023,,,,,,,,,,
127,BFS,18,8.00E-05,,,,,,,,,,
127,BFS,19,0.00033,,,,,,,,,,
127,BFS,20,0.00383,,,,,,,,,,
127,BFS,21,0.0009,,,,,,,,,,
127,BFS,22,9.00E-05,,,,,,,,,,
127,BFS,23,0.00097,,,,,,,,,,
127,BFS,24,0.00033,,,,,,,,,,
127,BFS,25,0.00014,,,,,,,,,,
127,BFS,26,0.00068,,,,,,,,,,
127,BFS,27,0.00041,,,,,,,,,,
127,BFS,28,0.00017,,,,,,,,,,
127,BFS,29,0.00056,,,,,,,,,,
127,BFS,30,0.00021,,,,,,,,,,
127,BFS,31,0.00069,,,,,,,,,,
127,BFS,32,5.00E-05,,,,,,,,,,
128,BFS,3,0.00025,,,,,,,,,,
128,BFS,4,0.00209,,,,,,,,,,
128,BFS,5,0.00117,,,,,,,,,,
128,BFS,6,0.0001,,,,,,,,,,
128,BFS,7,0.0013,,,,,,,,,,
128,BFS,8,0.0004,,,,,,,,,,
128,BFS,9,0.00249,,,,,,,,,,
128,BFS,10,0.00014,,,,,,,,,,
128,BFS,11,0.0009,,,,,,,,,,
128,BFS,12,0.00424,,,,,,,,,,
128,BFS,13,0.00046,,,,,,,,,,
128,BFS,14,5.00E-05,,,,,,,,,,
128,BFS,15,0.00109,,,,,,,,,,
128,BFS,16,0.00017,,,,,,,,,,
128,BFS,17,0.00311,,,,,,,,,,
128,BFS,18,4.00E-05,,,,,,,,,,
128,BFS,19,0.00129,,,,,,,,,,
128,BFS,20,4.00E-05,,,,,,,,,,
128,BFS,21,0.00053,,,,,,,,,,
128,BFS,22,0.0018,,,,,,,,,,
128,BFS,23,0.00114,,,,,,,,,,
128,BFS,24,0.00209,,,,,,,,,,
128,BFS,25,0.00059,,,,,,,,,,
128,BFS,26,0.00339,,,,,,,,,,
128,BFS,27,0.00159,,,,,,,,,,
128,BFS,28,0.00368,,,,,,,,,,
128,BFS,29,6.00E-05,,,,,,,,,,
128,BFS,30,0.00046,,,,,,,,,,
129,BFS,3,0.0001,,,,,,,,,,
129,BFS,4,0.00048,,,,,,,,,,
129,BFS,5,0.00069,,,,,,,,,,
129,BFS,6,0.00036,,,,,,,,,,
129,BFS,7,0.00377,,,,,,,,,,
129,BFS,8,0.00305,,,,,,,,,,
129,BFS,9,0.00056,,,,,,,,,,
129,BFS,10,0.00113,,,,,,,,,,
129,BFS,11,0.00062,,,,,,,,,,
129,BFS,12,0.00269,,,,,,,,,,
129,BFS,13,0.00091,,,,,,,,,,
129,BFS,14,0.00034,,,,,,,,,,
129,BFS,15,0.00017,,,,,,,,,,
129,BFS,16,0.0005,,,,,,,,,,
129,BFS,17,0.00139,,,,,,,,,,
129,BFS,18,0.00039,,,,,,,,,,
129,BFS,19,0.00322,,,,,,,,,,
129,BFS,20,0.00211,,,,,,,,,,
129,BFS,21,0.00087,,,,,,,,,,
129,BFS,22,0.00409,,,,,,,,,,
129,BFS,23,0.00335,,,,,,,,,,
129,BFS,24,0.00133,,,,,,,,,,
129,BFS,25,0.00012,,,,,,,,,,
129,BFS,26,0.00124,,,,,,,,,,
129,BFS,27,0.00057,,,,,,,,,,
129,BFS,28,0.00095,,,,,,,,,,
129,BFS,29,0.00022,,,,,,,,,,
129,BFS,30,0.00549,,,,,,,,,,
129,BFS,31,0.00069,,,,,,,,,,
129,BFS,32,0.0007,,,,,,,,,,
129,BFS,33,0.00012,,,,,,,,,,
129,BFS,34,0.00153,,,,,,,,,,
129,BFS,35,0.00011,,,,,,,,,,
129,BFS,36,2.00E-05,,,,,,,,,,
129,BFS,37,8.00E-05,,,,,,,,,,
129,BFS,38,0.00032,,,,,,,,,,
129,BFS,39,0.00158,,,,,,,,,,
129,BFS,40,0.00047,,,,,,,,,,
129,BFS,41,0.00033,,,,,,,,,,
129,BFS,42,0.00086,,,,,,,,,,
129,BFS,43,0.00224,,,,,,,,,,
129,BFS,44,0.00234,,,,,,,,,,
129,BFS,45,0.00196,,,,,,,,,,
129,BFS,46,3.00E-05,,,,,,,,,,
129,BFS,47,0.00064,,,,,,,,,,
129,BFS,48,0.00074,,,,,,,,,,
129,BFS,49,0.00023,,,,,,,,,,
129,BFS,50,0.00011,,,,,,,,,,
