Attempt,Algorithm,Length,Time,,,,,,,,,,
2,A*,25,0.00061,,,76,0.0%,0.5%,0.5%,,#DIV/0!,0.00119,0.00202
2,A*,26,0.00117,,,77,0.0%,0.5%,0.0%,,#DIV/0!,0.00065,0.01034
2,A*,27,0.00053,,,78,0.0%,0.5%,0.0%,,#DIV/0!,0.00091,#DIV/0!
2,A*,28,0.00057,,,79,0.0%,0.5%,0.0%,,#DIV/0!,0.00005,#DIV/0!
2,A*,29,0.00863,,,80,0.0%,0.5%,0.0%,,#DIV/0!,0.00023,#DIV/0!
2,A*,30,0.00036,,,81,0.0%,0.0%,0.0%,,#DIV/0!,0.00218,#DIV/0!
2,A*,31,0.00367,,,82,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
2,A*,32,5.00E-05,,,83,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
2,A*,33,0.00176,,,84,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
2,A*,34,0.00253,,,85,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,3,0.00065,,,86,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,4,0.00044,,,87,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,5,6.00E-05,,,88,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,6,0.00092,,,89,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,7,0.00702,,,90,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,8,0.00148,,,91,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,9,0.00024,,,92,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,10,9.00E-05,,,93,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,11,0.00036,,,94,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,12,0.00492,,,95,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,13,0.0033,,,96,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,14,0.00034,,,97,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,15,0.0015,,,98,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,16,0.00055,,,99,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,17,0.00074,,,100,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,18,0.00491,,,101,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,19,0.00129,,,102,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,20,0.00133,,,103,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,21,3.00E-05,,,104,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,22,0.00237,,,105,0.0%,0.0%,0.0%,,#DIV/0!,#DIV/0!,#DIV/0!
3,A*,23,0.0002,,,,,,,,,,
3,A*,24,0.00175,,,,,,,,,,
3,A*,25,0.00301,,,,,,,,,,
3,A*,26,0.00022,,,,,,,,,,
4,A*,3,0.00018,,,,,,,,,,
4,A*,4,0.00177,,,,,,,,,,
4,A*,5,0.00088,,,,,,,,,,
4,A*,6,0.00137,,,,,,,,,,
4,A*,7,0.00076,,,,,,,,,,
4,A*,8,0.00059,,,,,,,,,,
4,A*,9,0.00078,,,,,,,,,,
4,A*,10,0.00196,,,,,,,,,,
4,A*,11,0.00082,,,,,,,,,,
4,A*,12,0.00162,,,,,,,,,,
4,A*,13,0.00016,,,,,,,,,,
4,A*,14,5.00E-05,,,,,,,,,,
4,A*,15,0.00383,,,,,,,,,,
4,A*,16,0.00049,,,,,,,,,,
4,A*,17,0.00258,,,,,,,,,,
4,A*,18,0.00931,,,,,,,,,,
4,A*,19,0.00469,,,,,,,,,,
4,A*,20,0.0032,,,,,,,,,,
4,A*,21,0.00021,,,,,,,,,,
4,A*,22,0.00136,,,,,,,,,,
4,A*,23,0.00015,,,,,,,,,,
4,A*,24,0.00023,,,,,,,,,,
4,A*,25,0.00259,,,,,,,,,,
4,A*,26,0.0001,,,,,,,,,,
4,A*,27,0.00351,,,,,,,,,,
4,A*,28,0.00852,,,,,,,,,,
4,A*,29,0.00702,,,,,,,,,,
4,A*,30,0.0008,,,,,,,,,,
4,A*,31,0.00206,,,,,,,,,,
4,A*,32,0.00013,,,,,,,,,,
4,A*,33,0.00106,,,,,,,,,,
4,A*,34,0.00498,,,,,,,,,,
4,A*,35,0.00147,,,,,,,,,,
5,A*,3,0.00027,,,,,,,,,,
5,A*,4,0.00117,,,,,,,,,,
5,A*,5,0.00173,,,,,,,,,,
5,A*,6,0.00028,,,,,,,,,,
5,A*,7,0.0016,,,,,,,,,,
5,A*,8,0.00043,,,,,,,,,,
5,A*,9,0.00062,,,,,,,,,,
5,A*,10,0.00051,,,,,,,,,,
5,A*,11,0.00261,,,,,,,,,,
5,A*,12,5.00E-05,,,,,,,,,,
5,A*,13,0.00032,,,,,,,,,,
5,A*,14,0.00311,,,,,,,,,,
5,A*,15,0.00035,,,,,,,,,,
5,A*,16,0.00095,,,,,,,,,,
5,A*,17,0.00094,,,,,,,,,,
5,A*,18,0.00041,,,,,,,,,,
5,A*,19,0.00443,,,,,,,,,,
5,A*,20,0.00096,,,,,,,,,,
5,A*,21,0.00066,,,,,,,,,,
5,A*,22,0.00169,,,,,,,,,,
5,A*,23,0.00122,,,,,,,,,,
5,A*,24,0.00046,,,,,,,,,,
5,A*,25,0.00276,,,,,,,,,,
5,A*,26,6.00E-05,,,,,,,,,,
5,A*,27,0.00018,,,,,,,,,,
6,A*,3,0.00017,,,,,,,,,,
6,A*,4,0.00149,,,,,,,,,,
6,A*,5,0.00183,,,,,,,,,,
6,A*,6,0.00317,,,,,,,,,,
6,A*,7,6.00E-05,,,,,,,,,,
6,A*,8,0.00233,,,,,,,,,,
6,A*,9,0.00095,,,,,,,,,,
6,A*,10,0.00018,,,,,,,,,,
6,A*,11,0.0037,,,,,,,,,,
6,A*,12,0.00096,,,,,,,,,,
6,A*,13,0.00027,,,,,,,,,,
6,A*,14,0.0006,,,,,,,,,,
6,A*,15,0.00076,,,,,,,,,,
6,A*,16,0.00353,,,,,,,,,,
6,A*,17,0.00193,,,,,,,,,,
6,A*,18,0.00131,,,,,,,,,,
6,A*,19,0.00017,,,,,,,,,,
6,A*,20,0.00103,,,,,,,,,,
6,A*,21,0.00016,,,,,,,,,,
6,A*,22,0.00103,,,,,,,,,,
6,A*,23,0.00339,,,,,,,,,,
6,A*,24,0.00029,,,,,,,,,,
6,A*,25,0.00397,,,,,,,,,,
6,A*,26,0.00355,,,,,,,,,,
6,A*,27,0.00366,,,,,,,,,,
6,A*,28,0.00026,,,,,,,,,,
6,A*,29,0.00114,,,,,,,,,,
6,A*,30,0.00034,,,,,,,,,,
6,A*,31,0.0004,,,,,,,,,,
6,A*,32,0.00081,,,,,,,,,,
6,A*,33,0.00047,,,,,,,,,,
6,A*,34,0.00171,,,,,,,,,,
6,A*,35,0.0014,,,,,,,,,,
6,A*,36,0.00051,,,,,,,,,,
6,A*,37,0.00173,,,,,,,,,,
6,A*,38,0.00675,,,,,,,,,,
6,A*,39,0.00068,,,,,,,,,,
6,A*,40,0.00047,,,,,,,,,,
7,A*,3,7.00E-05,,,,,,,,,,
7,A*,4,0.00179,,,,,,,,,,
7,A*,5,0.0001,,,,,,,,,,
7,A*,6,0.00041,,,,,,,,,,
7,A*,7,0.00051,,,,,,,,,,
7,A*,8,0.00072,,,,,,,,,,
7,A*,9,0.0017,,,,,,,,,,
7,A*,10,0.00024,,,,,,,,,,
7,A*,11,0.00065,,,,,,,,,,
7,A*,12,0.00098,,,,,,,,,,
7,A*,13,0.00046,,,,,,,,,,
7,A*,14,0.00125,,,,,,,,,,
7,A*,15,0.00333,,,,,,,,,,
7,A*,16,0.00166,,,,,,,,,,
7,A*,17,0.00407,,,,,,,,,,
7,A*,18,0.001,,,,,,,,,,
7,A*,19,0.00177,,,,,,,,,,
7,A*,20,0.0003,,,,,,,,,,
7,A*,21,0.00186,,,,,,,,,,
7,A*,22,0.00038,,,,,,,,,,
7,A*,23,0.00017,,,,,,,,,,
7,A*,24,0.00162,,,,,,,,,,
7,A*,25,0.00329,,,,,,,,,,
7,A*,26,0.00167,,,,,,,,,,
7,A*,27,0.00026,,,,,,,,,,
7,A*,28,0.00573,,,,,,,,,,
7,A*,29,0.01226,,,,,,,,,,
7,A*,30,0.00062,,,,,,,,,,
7,A*,31,0.0069,,,,,,,,,,
7,A*,32,0.00018,,,,,,,,,,
7,A*,33,0.00421,,,,,,,,,,
7,A*,34,0.00011,,,,,,,,,,
7,A*,35,0.01056,,,,,,,,,,
7,A*,36,0.0028,,,,,,,,,,
7,A*,37,0.00078,,,,,,,,,,
7,A*,38,1.00E-05,,,,,,,,,,
7,A*,39,0.00264,,,,,,,,,,
7,A*,40,5.00E-05,,,,,,,,,,
7,A*,41,0.00115,,,,,,,,,,
7,A*,42,0.00025,,,,,,,,,,
7,A*,43,0.0001,,,,,,,,,,
7,A*,44,0.00498,,,,,,,,,,
7,A*,45,0.00309,,,,,,,,,,
7,A*,46,4.00E-05,,,,,,,,,,
7,A*,47,0.00445,,,,,,,,,,
7,A*,48,0.00101,,,,,,,,,,
7,A*,49,0.00092,,,,,,,,,,
7,A*,50,0.00281,,,,,,,,,,
7,A*,51,0.001,,,,,,,,,,
7,A*,52,0.00256,,,,,,,,,,
7,A*,53,0.00316,,,,,,,,,,
7,A*,54,0.00079,,,,,,,,,,
7,A*,55,0.00029,,,,,,,,,,
7,A*,56,0.00019,,,,,,,,,,
7,A*,57,0.0009,,,,,,,,,,
7,A*,58,0.0022,,,,,,,,,,
7,A*,59,0.00745,,,,,,,,,,
7,A*,60,0.0018,,,,,,,,,,
7,A*,61,7.00E-05,,,,,,,,,,
7,A*,62,0.00024,,,,,,,,,,
7,A*,63,0.00042,,,,,,,,,,
7,A*,64,0.01401,,,,,,,,,,
7,A*,65,0.00094,,,,,,,,,,
7,A*,66,0.00178,,,,,,,,,,
7,A*,67,0.00205,,,,,,,,,,
7,A*,68,0.00025,,,,,,,,,,
7,A*,69,0.00075,,,,,,,,,,
7,A*,70,0.00052,,,,,,,,,,
7,A*,71,0.00381,,,,,,,,,,
8,A*,3,0.0002,,,,,,,,,,
8,A*,4,7.00E-05,,,,,,,,,,
8,A*,5,0.00035,,,,,,,,,,
8,A*,6,0.00227,,,,,,,,,,
8,A*,7,0.00134,,,,,,,,,,
8,A*,8,5.00E-05,,,,,,,,,,
8,A*,9,0.00123,,,,,,,,,,
8,A*,10,0.00257,,,,,,,,,,
8,A*,11,0.00067,,,,,,,,,,
8,A*,12,0.00378,,,,,,,,,,
8,A*,13,0.00104,,,,,,,,,,
8,A*,14,0.00124,,,,,,,,,,
8,A*,15,0.00196,,,,,,,,,,
8,A*,16,0.00128,,,,,,,,,,
8,A*,17,0.00455,,,,,,,,,,
8,A*,18,0.00067,,,,,,,,,,
8,A*,19,0.00372,,,,,,,,,,
8,A*,20,0.00294,,,,,,,,,,
8,A*,21,0.00102,,,,,,,,,,
8,A*,22,0.00208,,,,,,,,,,
8,A*,23,0.00034,,,,,,,,,,
8,A*,24,0.00113,,,,,,,,,,
8,A*,25,0.00157,,,,,,,,,,
8,A*,26,0.00082,,,,,,,,,,
8,A*,27,0.0012,,,,,,,,,,
8,A*,28,0.00129,,,,,,,,,,
8,A*,29,0.00136,,,,,,,,,,
8,A*,30,0.00032,,,,,,,,,,
8,A*,31,0.00293,,,,,,,,,,
8,A*,32,0.00385,,,,,,,,,,
8,A*,33,0.01112,,,,,,,,,,
8,A*,34,0.00027,,,,,,,,,,
8,A*,35,0.01024,,,,,,,,,,
8,A*,36,0.00202,,,,,,,,,,
8,A*,37,0.00037,,,,,,,,,,
8,A*,38,0.00712,,,,,,,,,,
8,A*,39,0.00014,,,,,,,,,,
8,A*,40,0.00072,,,,,,,,,,
8,A*,41,0.00014,,,,,,,,,,
8,A*,42,0.00048,,,,,,,,,,
9,A*,3,0.00021,,,,,,,,,,
9,A*,4,0.00037,,,,,,,,,,
9,A*,5,0.00128,,,,,,,,,,
9,A*,6,9.00E-05,,,,,,,,,,
9,A*,7,0.00033,,,,,,,,,,
9,A*,8,0.00066,,,,,,,,,,
9,A*,9,0.00048,,,,,,,,,,
9,A*,10,0.00158,,,,,,,,,,
9,A*,11,0.00019,,,,,,,,,,
9,A*,12,0.00237,,,,,,,,,,
9,A*,13,0.00038,,,,,,,,,,
9,A*,14,3.00E-05,,,,,,,,,,
9,A*,15,0.00091,,,,,,,,,,
9,A*,16,0.00136,,,,,,,,,,
9,A*,17,0.0014,,,,,,,,,,
9,A*,18,0.00112,,,,,,,,,,
9,A*,19,0.00047,,,,,,,,,,
9,A*,20,0.00015,,,,,,,,,,
9,A*,21,0.00288,,,,,,,,,,
9,A*,22,0.0031,,,,,,,,,,
9,A*,23,0.00027,,,,,,,,,,
9,A*,24,0.00149,,,,,,,,,,
9,A*,25,0.00123,,,,,,,,,,
9,A*,26,1.00E-05,,,,,,,,,,
9,A*,27,0.00126,,,,,,,,,,
9,A*,28,0.00054,,,,,,,,,,
9,A*,29,0.00566,,,,,,,,,,
9,A*,30,0.0002,,,,,,,,,,
9,A*,31,0.00015,,,,,,,,,,
10,A*,3,0.00027,,,,,,,,,,
10,A*,4,0.00024,,,,,,,,,,
10,A*,5,0.00219,,,,,,,,,,
10,A*,6,0.00234,,,,,,,,,,
10,A*,7,0.0006,,,,,,,,,,
10,A*,8,0.00203,,,,,,,,,,
10,A*,9,0.00293,,,,,,,,,,
10,A*,10,0.00126,,,,,,,,,,
10,A*,11,0.00096,,,,,,,,,,
10,A*,12,0.0034,,,,,,,,,,
10,A*,13,0.00232,,,,,,,,,,
10,A*,14,0.00012,,,,,,,,,,
10,A*,15,0.00139,,,,,,,,,,
10,A*,16,0.0018,,,,,,,,,,
10,A*,17,0.00034,,,,,,,,,,
10,A*,18,0.00127,,,,,,,,,,
10,A*,19,0.00172,,,,,,,,,,
10,A*,20,0.00384,,,,,,,,,,
10,A*,21,0.00105,,,,,,,,,,
10,A*,22,0.00047,,,,,,,,,,
10,A*,23,0.00088,,,,,,,,,,
10,A*,24,0.00044,,,,,,,,,,
10,A*,25,0.00017,,,,,,,,,,
10,A*,26,0.0001,,,,,,,,,,
10,A*,27,0.00356,,,,,,,,,,
10,A*,28,6.00E-05,,,,,,,,,,
10,A*,29,0.00248,,,,,,,,,,
10,A*,30,0.00122,,,,,,,,,,
10,A*,31,0.00156,,,,,,,,,,
10,A*,32,0.00203,,,,,,,,,,
10,A*,33,0.00362,,,,,,,,,,
10,A*,34,0.00307,,,,,,,,,,
10,A*,35,0.00314,,,,,,,,,,
10,A*,36,0.00423,,,,,,,,,,
10,A*,37,0.00296,,,,,,,,,,
10,A*,38,5.00E-05,,,,,,,,,,
11,A*,3,0.00022,,,,,,,,,,
11,A*,4,0.00085,,,,,,,,,,
11,A*,5,0.00083,,,,,,,,,,
11,A*,6,0.00071,,,,,,,,,,
11,A*,7,0.0041,,,,,,,,,,
11,A*,8,0.00214,,,,,,,,,,
11,A*,9,0.00024,,,,,,,,,,
11,A*,10,0.00021,,,,,,,,,,
11,A*,11,0.0028,,,,,,,,,,
11,A*,12,0.00071,,,,,,,,,,
11,A*,13,0.00093,,,,,,,,,,
11,A*,14,0.00211,,,,,,,,,,
11,A*,15,0.00201,,,,,,,,,,
11,A*,16,0.00452,,,,,,,,,,
11,A*,17,0.00072,,,,,,,,,,
11,A*,18,0.00072,,,,,,,,,,
11,A*,19,0.0033,,,,,,,,,,
11,A*,20,0.00096,,,,,,,,,,
11,A*,21,0.00021,,,,,,,,,,
11,A*,22,8.00E-05,,,,,,,,,,
11,A*,23,0.00018,,,,,,,,,,
11,A*,24,0.00407,,,,,,,,,,
11,A*,25,0.00334,,,,,,,,,,
11,A*,26,0.0004,,,,,,,,,,
11,A*,27,0.00018,,,,,,,,,,
11,A*,28,0.00106,,,,,,,,,,
11,A*,29,0.00083,,,,,,,,,,
11,A*,30,0.00046,,,,,,,,,,
11,A*,31,0.00391,,,,,,,,,,
11,A*,32,0.00012,,,,,,,,,,
11,A*,33,0.00184,,,,,,,,,,
11,A*,34,0.00434,,,,,,,,,,
11,A*,35,0.00077,,,,,,,,,,
11,A*,36,0.00115,,,,,,,,,,
11,A*,37,0.00023,,,,,,,,,,
11,A*,38,0.00095,,,,,,,,,,
11,A*,39,0.00073,,,,,,,,,,
11,A*,40,0.00011,,,,,,,,,,
11,A*,41,0.00107,,,,,,,,,,
11,A*,42,0.00121,,,,,,,,,,
11,A*,43,5.00E-05,,,,,,,,,,
11,A*,44,0.00131,,,,,,,,,,
11,A*,45,0.00056,,,,,,,,,,
11,A*,46,0.00587,,,,,,,,,,
11,A*,47,0.00199,,,,,,,,,,
11,A*,48,0.00372,,,,,,,,,,
11,A*,49,0.00058,,,,,,,,,,
11,A*,50,0.00161,,,,,,,,,,
12,A*,3,0.00031,,,,,,,,,,
12,A*,4,8.00E-05,,,,,,,,,,
12,A*,5,0.00032,,,,,,,,,,
12,A*,6,0.00059,,,,,,,,,,
12,A*,7,0.00156,,,,,,,,,,
12,A*,8,0.00135,,,,,,,,,,
12,A*,9,0.00076,,,,,,,,,,
12,A*,10,0.00038,,,,,,,,,,
12,A*,11,0.00353,,,,,,,,,,
12,A*,12,0.00775,,,,,,,,,,
12,A*,13,0.00128,,,,,,,,,,
12,A*,14,0.00182,,,,,,,,,,
12,A*,15,0.00047,,,,,,,,,,
12,A*,16,0.00735,,,,,,,,,,
12,A*,17,0.00044,,,,,,,,,,
12,A*,18,0.00154,,,,,,,,,,
12,A*,19,5.00E-05,,,,,,,,,,
12,A*,20,0.00139,,,,,,,,,,
12,A*,21,0.00937,,,,,,,,,,
12,A*,22,0.00021,,,,,,,,,,
12,A*,23,0.00147,,,,,,,,,,
12,A*,24,0.00408,,,,,,,,,,
12,A*,25,0.00013,,,,,,,,,,
12,A*,26,0.00222,,,,,,,,,,
12,A*,27,0.00338,,,,,,,,,,
12,A*,28,0.00034,,,,,,,,,,
12,A*,29,0.00323,,,,,,,,,,
12,A*,30,0.0076,,,,,,,,,,
12,A*,31,0.00055,,,,,,,,,,
12,A*,32,0.00268,,,,,,,,,,
12,A*,33,0.00435,,,,,,,,,,
12,A*,34,0.00012,,,,,,,,,,
12,A*,35,0.00358,,,,,,,,,,
12,A*,36,9.00E-05,,,,,,,,,,
12,A*,37,0.00113,,,,,,,,,,
13,A*,3,0.00023,,,,,,,,,,
13,A*,4,0.00088,,,,,,,,,,
13,A*,5,0.00125,,,,,,,,,,
13,A*,6,6.00E-05,,,,,,,,,,
13,A*,7,0.00142,,,,,,,,,,
13,A*,8,0.00184,,,,,,,,,,
13,A*,9,0.00104,,,,,,,,,,
13,A*,10,0.00021,,,,,,,,,,
13,A*,11,0.00088,,,,,,,,,,
13,A*,12,0.00384,,,,,,,,,,
13,A*,13,0.00067,,,,,,,,,,
13,A*,14,0.00041,,,,,,,,,,
13,A*,15,0.00058,,,,,,,,,,
13,A*,16,0.00136,,,,,,,,,,
13,A*,17,0.00209,,,,,,,,,,
13,A*,18,0.0012,,,,,,,,,,
13,A*,19,0.00015,,,,,,,,,,
13,A*,20,0.00163,,,,,,,,,,
13,A*,21,0.0006,,,,,,,,,,
13,A*,22,0.00509,,,,,,,,,,
13,A*,23,0.00286,,,,,,,,,,
13,A*,24,0.00049,,,,,,,,,,
13,A*,25,0.00119,,,,,,,,,,
13,A*,26,0.00615,,,,,,,,,,
13,A*,27,0.00084,,,,,,,,,,
13,A*,28,0.00361,,,,,,,,,,
13,A*,29,0.00087,,,,,,,,,,
13,A*,30,0.00018,,,,,,,,,,
13,A*,31,0.00016,,,,,,,,,,
13,A*,32,0.00016,,,,,,,,,,
